"Frontside"	"Flipside"	"Category"
kemlì'u	глагол	n.
tstxolì'u	существительное	n.
ftär	левый (о стороне, направлении и т.п.)	adj.
skien	правый (о стороне или направлении)	adj.
'änsyem	законченный, завершенный	adj.
wotx	полнота, цельность	n.
mowan	приятный, приносящий удовольствие	adj.
vä'	неприятный слуху 	adj.
tatlam	очевидно	adv.
keteng	другой, отличный	adj.
numtseng	школа	n.
skxakep	вероятный, вероятно	adj., adv.
tìprrte'	удовольствие	n.
kaw'it	вовсе нет, немного не так (используется с ke; см. ke kaw'it не... вовсе во фразах)	adv.
nìlkeftang	непрерывно, безостановочно, постоянно	adv.
tì'i'avay	до конца	adv.
'awm	лагерь	n.
tìska'a	разрушение, уничтожение	n.
tìsop	путешествие	n.
wempongu	боевой отряд	n.
asim	близко, рядом	adv.
klltseng	положение, позиция	n.
kxutu	враг	n.
mekre	припасы	n.
tìhawl	подготовка, план	n.
tìkan	цель, намерение	n.
tìpähem	прибытие	n.
numeyu	учащийся, обучающийся	n.
soaia	семья	n.
tìmuntxa	замужество, брак	n.
yawnetu	любимый, возлюбленный	n.
yawntu	любимый, возлюбленный	n.
kakrel	слепой	adj.
kanu	умный, сообразительный	adj.
koak	старый, пожилой (употр. с одушевленными предметам)	adj.
lekye'ung	безумный, сумасшедший	adj.
me'em	гармооничный	adj.
txanew	жадный	adj.
txantur	могущественный	adj.
tì'awpo	индивидуализм (негативное значение), эгоизм	n.
tì'eylan	дружба	n.
fkay	ненавистный	adj.
keltsun	невозможный	adj.
kxuke	безвредный	adj.
lehawng	чрезмерный, неумеренный, непомерный	adj.
hawng	чрезмерное изобилие	n.
lekin	необходимо	adj.
stxong	чужой, незнакомый, неизвестный	adj.
syen	последний, окончательный	adj.
kavuk	предательство	n.
fpìlfya	образ мысли, способ мышления	n.
syay	судьба	n.
tìfnu	тишина, молчание	n.
tìngop	создание, творение	n.
tìpe'un	решение	n.
kxitx	смерть	n.
trr'awve	воскресенье	n.
trrmuve	понедельник	n.
trrpxeyve	вторник	n.
trrtsìve	среда	n.
trrmrrve	четверг	n.
trrpuve	пятница	n.
trrkive	суббота	n.
'ango	тихий (о звуке)	adj.
kxayl	высокий	adj.
rey'eng	равновесие жизни	n.
tìme'em	гармония, лад	n.
fnel	род, тип	n.
fnepe	какого типа, вида	inter.
pefnel	какого типа, вида	inter.
zerok	помнить	vtr.
tswa'	забывать	vtr.
tì'efu	ощущение, чувство	n.
maweypey	терпеть, быть терпеливым	svin.
tìmweypey	спокойствие	n.
lemweypey	терпеливый	adj.
nìmweypey	терпеливо	adv.
tsakrrvay	до того, как	adv.
ohakx	голодный	adj.
tìohakx	голод	n.
tsyosyu	приготовленная из муки еда	n.
vey	приготовленная из животного материала еда, мясо	n.
trrpeve	какой день недели	inter.
pxiswawam	только что	adv.
pxiset	в настоящий момент, прямо сейчас	adv.
pxiswaway	через мгновение	adv.
pxiye'rìn	немедленно (но не так скоро, как pxiswaway)	adv.
pxisre	непосредственно перед	adp.
pximaw	непосредственно после	adp.
sok	недавний	adj.
'awlie	однажды	adv.
tìkxey	ошибочность, неправильность	n.
tìkxey si	напутать, наделать ошибок	vin.
tìyawr	верность, правильность	n.
tìketeng	различие, разница	n.
fpomtokx	физическое здоровье	n.
lefpomtokx	здоровый (физически)	adj.
kelfpomtokx	нездоровый (физически)	adj.
keftxo	грустный, печальный, «как жаль!»	adj., intj.
nìkeftxo	грустно, печально	adv.
sraw	болезненный, причиняющий боль	adj.
txampxì	большинство, основная часть	n.
vurvi	краткое изложение, пересказ	n.
sänumvi	урок	n.
letam	достаточный	adj.
letsranten	важный, значимый	adj.
nìswey	оптимально, наилучшим образом	adv.
nìpxi	особенно, явным образом, направленно	adv.
wok	громкий	adj.
spuwin	старый, прежний	adj.
nì'eyng	в ответ на	adv.
nìkanu	разумно, поумному	adv.
nìlaw	явно, определенно, четко	adv.
tìsti	гнев, злоба	n.
tìtxanew	жадность	n.
tìftxey	выбор	n.
tìkanu	ум, разум	n.
tìlam	внешность, внешний вид	n.
tìtslam	понимание, разум	n.
tìtxula	строительство, сооружение	n.
hewne	мягкий (с неодуш. предметами)	adj.
tìm	низкий	adj.
laro	чистый	adj.
tsewtx	грязный	adj.
lefngap	металлический	adj.
txa'	твердый, тяжелый	adj.
fwel	сломанный	adj.
etrìp	предпочитаемый, излюбленный, благоприятный	adj.
piak	открытый	adj.
tstu	закрытый	adj.
kxll si	нападать	vin.
tsaw	это, то (синоним tsa'u)	dem., pn.
tsalsungay	все же, несмотря на, хотя	adv.
oìsss	окрик, призыв к порядку, призыв обратить внимание	intj.
saa	устрашающий выкрик	intj.
sau	кряхтение, сопровождающее напряженное усилие междометие	intj.
tsahey	«проклятье!», «вот досада!», выражающее разочарование или предостережение местоимение	intj.
wiya	«чёрт побери!», выражающее разочарование или предостережение междометие	intj.
ìley	боевой клич	intj.
vawm	темный	adj.
tìvawm	тьма, темнота	n.
polpxay	сколько	inter.
ke'aw	разделенный, разорванный, находящийся в состоянии раздора	adj.
nìsti	гневно	adv.
teyr	белый	adj.
layon	черный	adj.
pänu	обещание	n.
kew	ноль	num.
'eyt	восьмерка, символ 8 (не значение числа 8)	n.
nayn	девятка, символ 9 (не значение 9)	n.
trr'ong	восход	n.
trr'ongmaw	рассвет после восхода солнца	n.
rewon	утро	n.
srekamtrr	перед полуднем	n.
kxamtrr	полдень	n.
kxamtrrmaw	пополудни, время сразу после полудня	n.
ha'ngir	после полудня	n.
kaym	вечер до сумерек, позднее пополудни	n.
sreton'ong	сумерки, вечер до заката	n.
txon'ong	закат, наступление ночи	n.
txon'ongmaw	сумерки после заката до наступления темноты	n.
srekamtxon	до полуночи	n.
kxamtxon	полночь	n.
kxamtxomaw	после полуночи	n.
sresrr'ong	утро перед рассветом	n.
wou	быть удивленным, восхищенным (сленг)	svin.
tsyìräfì	жираф	n.
tsawa	что	pn., sbd.
tsata	что	pn., sbd.
tsaria	что	pn., sbd.
alo	раз, круг (одно из повторений)	n.
fralo	каждый раз	adv.
nìmwey	спокойно	adv.
ku'up	тяжелый (физический вес)	adj.
syo	легкий (физический вес)	adj.
hay	следующий	adj.
ham	предыдущий	adj.
matsa	маца, крекеры	n.
hametsì	дрожжевой хлеб	n.
tìkangkemvi	проект	n.
nì'i'a	финально, в конце	adv.
nìsyen	окончательно	adv.
pìlok	блог	n.
tsulfätu	умелец, эксперт	n.
tsulfä	мастерство	n.
tsulfä si	управлять	vin.
numtsengvi	класс (часть школы)	n.
rofa	в стороне	adp.
pum	тот (заменитель предыдущего существительного или местоимения)	pn.
Yuesey	США	prop.n.
teya si	заполнить (с заполняемым предметом в дативе)	vin.
alunta	поскольку, по причине	conj.
nìprrte'	с удовольствием	adv.
sngä'iyu	начинающий, «чайник»	n.
srekrr	перед, уже	adv.
ayu	вещи	n.
tsafya	так, таким способом	adv.
muve	второй	adj.
pxeyve	третий	adj.
tsìve	четвертый	adj.
mrrve	пятый	adj.
puve	шестой	adj.
kive	седьмой	adj.
volve	восьмой	adj.
tsyänel	телеканал	n.
trrtxon	суточный цикл Пандоры	n.
au	выражение ужаса	intj.
pängkxoyu	собеседник	n.
lekoren	правильный	adj.
prrkxentrrkrr	учебное словоскороговорка	n.
tìftia	учение	n.
tìftia kifkeyä	наука, изучение реального мира	n.
pxir	пиво	n.
eanean	чидл, травянистое растение	n.
'ele'wll	кактус	n.
tstxa'a	canalyd	n.
pa'liwll	кувшин для пандорианской лошади (растение)	n.
anìheyu	голубое спиральное растение	n.
tompawll	дождевое растение	n.
pxiwll	пустынное растение	n.
syeptute	hyneman, растениеловушка	n.
kllpxiwll	lionberry	n.
smaoe	phalanxia, колючее растение	n.
'ä'o	кувшинообразное растение	n.
mulpxar	петушиноголовое растение	n.
flefle	Sol's delight, магнитотрофическое растение	n.
kxaylte	cillaphant	n.
fkxakewll	зудящее растение	n.
tìhawnuwll	защитное растение	n.
pxorna'lor	sari, красивое растение со взрывающимися семенами	n.
pxayzekwä	sari,	n.
mìnyu	скрученная лилия	n.
mìnyu	скрученная лилия	n.
väfewll	дурно пахнущее растение	n.
sngukx	растениеличинка	n.
rawp	полип	n.
'ampirikx	кувшинолистное растение	n.
apxangrr	delta tree	n.
värumut	vein pod	n.
keyawr	неправильное	adj.
lehrrap	опасный	adj.
tìtxen	бодрствование	n.
hìrumwll	puffer plant	n.
fwäkì	богомол	n.
fratxon	каждая ночь	adv.
hìkrr	секунда, очень короткое время	n.
mawkrr	впоследствии	adv.
ngeyn	усталый	adj.
ngopyu	создатель	n.
nìk'ong	медленно	adv.
pamtseotu	музыкант	n.
sat	это	pn.
tsal	это (агенс)	pn.
tsat	это (пациенс)	pn.
tsawlhì'	размер	n.
lì'fyavi	выражение, элемент языка	n.
nafì'u	такой	adj.
lì'fyaolo'	языковая группа	n.
puktsyìp	буклет	n.
utraltsyìp	куст	n.
säspxintsyìp	незначительное недомогание	n.
'itetsyìp	доченька (нежно)	n.
sa'nutsyìp	юная мама (для молодых девушек)	n.
kem si	делать	vin.
tswin	коса	n.
tswintsyìp	косичка	n.
taronyutsyìp	молодой охотник	n.
oetsyìp	маленький я 	pn.
ngatsyìp	маленький ты	pn.
atanvi	луч	n.
txeptsyìp	огонек	n.
tìkusar	учение (процесс)	n.
tìyusom	поедание	n.
tìtusaron	охота (как процесс)	n.
tìpängkxotsyìp	небольшой разговор	n.
hayalo	следующий раз	adv.
hamalo	последний раз	adv.
tstunwi	добрый, тактичный	adj.
seykxel	сильный (эмоционально, духовно), надежный	adj.
fuke	или нет	conj.
'a'aw	несколько	adj.
'okrol	история (древняя)	n.
'okvur	история (не древняя)	n.
alu	другими словами	conj.
fnawe'	трусливо	adj.
fnawe'tu	трус	n.
ftxìlor	вкусный	adj.
ftxìvä'	невкусный	adj.
fyeyn	зрелый, взрослый	adj.
fyeyntu	взрослый (о человеке)	n.
tìfyeyn	взрослость, зрелость	n.
hawngkrr	поздно	adv.
lehawngkrr	поздний	adj.
leye'krr	ранний	adj.
hek	чудить, юродствовать	vin.
nìhek	странно	adv.
ki	но взамен	conj.
nìfyeyntu	повзрослому, зрело	adv.
nì'eveng	подетски, ребячески	adv.
lìng	парить (в воздухе)	vin.
ram	гора	n.
muntxatu	супруг	n.
muntxatan	муж	n.
muntxate	жена	n.
netrìp	счастливо, удачно	adv.
newomum	любопытствовать, желать понять	svin.
lenomum	любопытный	adj.
tìnomum	любопытство	n.
ngäzìk	трудный	adj.
tìngäzìk	трудность, проблема	n.
nìsung	коме того, тем не менее	adv.
reng	мелко (физически)	adj.
rolun	Эврика!	intj.
sa'sem	родители	n.
smar	жертва, объект охоты	n.
starsìm	собирать (урожай, дикорастущие растения)	vtr.
sunu	быть приятным, желательным, радующим	vin.
syayvi	шанс, удача	n.
nìsyayvi	удачно	adv.
tolel	Эврика!	intj.
txukx	глубоко (пространственно)	adj.
ve'kì	ненавидеть	vtr.
tìve'kì	ненависть	n.
yaymak	глупый, необразованный	adj.
ye'krr	рано	adv.
zìsìkrr	время года	n.
zo	быть в хорошем состоянии, быть «как следует» или в соответствии с природой	svin.
zoslu	выздоравливать	vin.
zeyko	излечивать	vtr.
frawzo	здорово!	intj.
kemlì'uvi	инфикс	n.
irayo si	благодарю	vin.
lefkrr	современный	adj.
lì'upam	акцент, произношение	n.
natkenong	например	conj.
eltur tìtxen si	быть интересным, интригующим	vin.
pxelo	трижды	adv.
pamrelfya	правописание	n.
law si	объяснять	vin.
tìsung	добавление, постскриптум (P.S.)	n.
naer	питье	n.
atxkxerel	карта	n.
nìtengfya	так же как (о действии)	adv.
tun	красный, оранжевый	adj.
'om	фиолетовый, пурпурный	adj.
neyn	яркие краски, оттенки светлого	adj.
ngul	серый, тусклый	adj.
tumpin	красный, оранжевый	n.
eampin	голубой, зеленый	n.
rimpin	желтый	n.
'ompin	фиолетовый, пурпурный	n.
layompin	черный	n.
teyrpin	белый	n.
vawmpin	темный	n.
neympin	светлый	n.
ngulpin	серый	n.
pil	полоска на коже лица	n.
ta'lengean	голубой как кожа	adj.
rìkean	зеленый как лист	adj.
kllvawm	коричневый	adj.
'evan	мальчик (разг.)	n.
'eve	девочка (разг.)	n.
'evengan	мальчик	n.
'evenge	девочка	n.
fkio	tetrapteron	n.
kenten	веерная ящерица	n.
nìwä	напротив	adv.
pìwopx	облако	n.
ramtsyìp	холм	n.
syaksyuk	prolemuris	n.
tor	последний	adj.
txärem	кость	n.
uk	тень	n.
yapay	туман, пар	n.
tìspe'e	добыча	n.
tìftxavang	страсть	n.
tìtstunwi	доброта	n.
stxeli	подарок	n.
ngrrpongu	низовое движение	n.
smon	быть известным	vin.
lawk	дискутировать, высказаться о..	vtr.
hìtxoa	извините	intj.
mäkxu	нарушение гармонии	vtr.
hultstxem	мешать	vtr.
mok	предлагать	vtr.
muwìntxu	представлять	vtr.
kan'ìn	интересоваться, специализироваться	vtr.
tìwusem	борьба (абстрактно)	n.
nì'eng	эквиваллентно	adv.
Pari	Париж	prop.n.
tì'ong	цветение	n.
tìmok	предложение (абстрактная идея)	n.
tì'em	поварское искусство	n.
leyn	повторять	vtr.
päsketpol	баскетбол	n.
nìFranse	пофранцузски	adv.
nìToitsye	понемецки	adv.
nìno	подробно	adv.
hìno	точный, углубленный,сложный (о вещи)	adj.
leno	вдумчивый	adj.
tìno	вдумчивость, внимание к деталям	n.
'ongokx	родиться	vin.
nokx	породить	vtr.
nìtrrtrr	ежедневно	adv.
tìn	занятие	n.
txin	главный, первичный	adj.
txintìn	деятельность, основная роль в обществе	n.
'emyu	повар	n.
vewng	смотреть на, отвечать за	vtr.
kaltxì si	поприветствовать	vin.
sopyu	путешественник	n.
fula	что	pn., sbd.
tskxekeng si	упражняться, тренироваться	vin.
way si	петь 	vin.
swawtsyìp	мгновение, секунда	n.
käteng	тратить время на	vin.
'ìn	иметь занятие	svin.
Sweriye	Швеция	prop.n.
nìfkrr	позднее, сейчас	adv.
sulìn	быть занятым (в позитивном смысле), быть поглощенным чемто увлекательным	svin.
vrrìn	быть занятым (в отрицательном смысле), быть утомленным и задавленным неким делом	svin.
tìk'ìn	свободное время	n.
säsulìn	хобби, приятная занятость	n.
'o'	радующий, восхищающий	adj.
Europa	Европа	prop.n.
skxaypxe	Skype	n.
pxorpam	эжективная согласная	n.
tì'o'	веселье	n.
nì'o'	весело	adv.
fnan	пригодность для	vtr.
wätx	непригодность для	vtr.
tìsom	теплота, жара	n.
tìwew	холод	n.
tìlen	случай	n.
nìnäk	через жидкость	adv.
nìhay	?после?	adv.
sayrìp	статный, хорошо выглядящий	adj.
letokx	телесный	adj.
säzärìp	узда	n.
ìpxa	папортник	n.
tìhawnu si	защитить	vin.
sno	его, её (генитив  sneyä)	pn.
kìte'e si	служить	vin.
var	продолжать действие	vim.
nìftxan	так, до этих пределов	adv.
Yeysu	Исус	prop.n.
lelì'fya	языковый	adj.
takrra	с (время)	conj.
akrrta	с (время)	conj.
few	через (на противоположную сторону)	adp.
fewtusok	противоположный (сторона)	adj.
sla'tsu	описывать	vtr.
tìsla'tsu	описание	n.
'en	догадка?, интуиция	n.
'en si	догадаться	vin.
le'en	предположительный, интуитивный	adj.
nì'en	интуитивно	adv.
sä'o	инструмент	n.
pamtseo si	играть музыку (с fa для указания инструмента)	vin.
väng	жаждущий	adj.
tìväng	жажда	n.
sngum	беспокойство	n.
nìsngum	беспокойно	adv.
yayayr	смущение	n.
wäte	спорить	vtr.
tìwäte	спор, аргумент	n.
säwäte	предмет спора	n.
lewäte	непримиримый, склочный	adj.
nìwäte	склочно	adv.
li	уже	adv.
lisre	до того (о времени)	adp.
ronsrelngop	вообразить, предвидеть (с.с. от ronsem разум, rel картинка, ngop создать, разговорное произношение [Ron.sREw.Nop])	vtr.
ronsrel	воображаемое	n.
tìronsrel	воображение	n.
txanatan	яркий	adj.
leronsrel	воображаемый	adj.
nìronsrel	в воображении	adv.
srefey	ожидать	vtr., vin.
mawl	половина	n.
pan	треть	n.
wan	скрыть	vtr.
nìwan	секретно, скрытно	adv.
tìwan	сокрытие	n.
letwan	изворотливый, скользкий (тдл.)	adj.
slele	плавать	vin.
nìslele	плавая	adv.
tìtaron	охота (абстрактная деятельность)	n.
ìì	хмм, эээ	intj.
tsukyom	съедобное	adj.
ketsuktswa'	незабываемый	adj.
tsuktswa'	забываемый	adj.
yafkeyk	погода	n.
fkeytok	существовать	vin.
tìfkeytok	состояние, ситуация	n.
tompameyp	мелкий дождь	n.
tskxaytsyìp	град	n.
tskxepay	снег	n.
herwì	снег	n.
tomperwì	дождь со снегом	n.
txanfwerwì	метель	n.
hermeyp	снежный шквал	n.
hertxayo	снежное поле	n.
ìlva	чешуйка, капля, цепка	n.
txepìva	зола	n.
herwìva	снежинки	n.
payìva	капля воды	n.
tompìva	дождевая капля	n.
kintrr	неделя	n.
mrrtrr	рабочая неделя, пятидневка	n.
muntrr	выходные дни	n.
kintrram	последняя неделя	n.
kintrray	следующая неделя	n.
muntrram	последние выходные	n.
muntrray	следующие выходные	n.
vospxì	месяц	n.
vospxìam	последний месяц	n.
vospxìay	следующий месяц	n.
sweylu	следует	v.
ye	подходящий	adj.
hasey si	закончить, привести к завершению	vin.
seysonìltsan	отлично! (от hasey soli nìltsan хорошо завершено)	intj.
yehakx	насытившийся	adj.
yeväng	напившийся	adj.
somwew	температура	n.
pup	короткий (физическая длинна)	adj.
ngimpup	длинна	n.
pesomwew	какая температура?	inter.
somwewpe	какая температура? (более общее)	inter.
txawew	очень холодно	adj.
wur	холодный	adj.
tsyafe	мягкий, умеренный, комфортный	adj.
sang	теплый	adj.
txasom	очень горячий	adj.
leyapay	туманный	adj.
lepwopx	облачно	adj.
nìhol	несколько, немного	adv.
nìpxay	много, во многом	adv.
paynga'	влажный	adj.
meuianga'	почтенно	adj.
txumnga'	ядовито	adj.
'akra	почва (плодородная)	n.
hufwetsyìp	ветерок	n.
nìlam	частично	adv.
nìli	заранее	adv.
nìfrakrr	обычно	adv.
am'a	сомнения	n.
nga'	содержать	vtr.
tìftang si	остановить	vin.
may'	попытаться, проверить, оценить, испытать	vtrm.
yora'	победить	vtr.
snaytx	потерять	vtr.
tìyora'	победа 	n.
tìsnaytx	потеря	n.
'otxang	музыкальный инструмент	n.
skxir	рана	n.
leskxir	раненый	adj.
skxir si	ранить	vin.
skxirtsyìp	ранка, царапина	n.
sloan	лить	vtr.
emrey	прежить, выжить	vin.
temrey	выживание	n.
lemrey	выживший	adj.
nemrey	как будто жизнь была поставлена на карту	adv.,intj.
wawe	значительность, важность	n.
txanwawe	знаменательный	adj.
nìwawe	значительно	adv.
keyrel	выражение лица	n.
fwampop	тапир	n.
säplltxe	утверждение	n.
säplltxevi	комментарий	n.
kawtseng	нигде	adv.
tsapo	тот	pn.
fwefwi	свист	vin.
'etnaw	плечо	n.
pllngay	признать	vin.
kawngsar	использовать	vtr.
lom	отсутствующий	adj.
koaktan	старик	n.
koakte	старуха	n.
koaktu	старый человек	n.
lomtu	отсутствующий	n.
fe'	плохой	adj.
nìfe'	плохо	adv.
wätu	оппонент	n.
fekem	катастрофа, несчастье	n.
hawtsyìp	короткий дневной сон	n.
uran	лодка	n.
ftxozä si	праздновать	vin.
kekem	безделие	pn., adv.
pxen	рабочая одежда	n.
tewng	набедренная повязка	n.
raspu'	краги (защитные накладки на руки и ноги для войны или стрельбы из лука)	n.
hawnven	обувь	n.
hawntsyokx	перчатки	n.
hawre'	головной убор	n.
ioi	украшение, церемониальная одежда	n.
nìlun	банально, логично, исходя из здравого смысла	adv.
'ali'ä	воротник, ожерелье, галстук	n.
'are	плащ, накидка, шаль	n.
fkxile	нагрудное ожерелье	n.
masat	нагрудник (вооружение)	n.
nikroi	украшение для волос	n.
pxawpxun	нарукавная повязка	n.
renten	защитные очки (сделанные из крыльев насекомых и т.п.)	n.
tsamopin	боевая раскраска	n.
tsang	пирсинг	n.
miktsang	серьга	n.
ontsang	носовое кольцо	n.
yemstokx	надевать	vtr.
ioi si	украшать	vin.
'aku	убрать, унести	vtr.
le'aw	единственный, исключительный	adj.
mawkrra	после (время)	conj.
akrrmaw	после (время)	conj.
Toitslan	Германия	prop.n.
Toitsye	немецкий (язык)	adj.
lukpen	голый, неодетый	adj.
fmawnta	эти новости	n.
vin	запросить	vtr.
mìftxele	в этом отношении, относительно этого	adv.
zìma'uyu	новичок, только что прибывший	n.
nìvingkap	кстати	adv.
txankrr	надолго	adv.
vingkap	обратить внимание	vtr.
tìomum	знание	n.
tinan	чтение	n.
ninan	читая	adv.
tsmìm	след (человека или животного)	n.
inan	читать (напр, лес), получить информацию через ощущения 	vtr.
'ä'	оп!	intj.
teynga	этот ответ	n.
teyngla	этот ответ (эргатив)	n.
teyngta	этот ответ (винительный)	n.
fayluta	эти слова	n.
stxenu	предложение	n.
tìtstew	храбрость, смелость	n.
tìtstewnga'	храбрый, смелый	adj.
stxenutìng	предлагать	vtr.
tsyär	освободить	vtr.
tìtsyär	освобождение	n.
mll'an	принять	vtr.
tìmll'an	приятие	n.
kam	назад (о времени)	adp.
kay	через (о времени)	adp.
'awnìm	избежать	vtr.
steng	похожий	adj.
nìsteng	похоже	adv.
nim	пугливый	adj.
srätx	досаждать, беспокоить	vtr.
säsrätx	досада	n.
rì'ìr	отражение	n.
rì'ìr si	отражать, имитировать	vin.
tsìsyì	шептать	vin.
nìwok	громко	adv.
sätsìsyì	шепот	n.
nìtsìsyì	шепотом	adv.
nìfwefwi	свистяще	adv.
lawr	мелодия	n.
tìng lawr	напеть, петь без слов	vin.
säomum	информация	n.
kosman	впечатляющий	adj.
nìksman	впечатляюще	adv.
letsim	исходный	adj.
lesngä'i	первоначальный	adj.
nìtsim	исходно	adv.
nìsngä'i	первоначально	adv.
ngong	бессильный, ленивый	adj.
walak	активный	adj.
tìngong	бессилие	n.
txi	спешка	n.
letxi	поспешный	adj.
nìtxi	поспешно	adv.
letxiluke	неспешный	adj.
nìtxiluke	неспешно	adv.
kulat	обнаруживать, раскрывать (метафорически)	vtr.
txantompa	ливень	n.
meyam	обнимать	vtr.
sämyam	объятия	n.
fìtsap	друг друга	adv.
nuä	запределами	adp.
kanfpìl	концентрироваться на	vin.
fmokx	ревность, зависть	n.
nìfmokx	ревниво, завистливо	adv.
kìmar	в сезон (растений или животных)	adj.
nìkmar	в правильный сезон, своевременно	adv.
nìngong	лениво, бессильно	adv.
säpom	поцелуй	n.
kxukx	глотать	vtr.
txewm	ужасный	adj.
hìmpxì	меньшинство	n.
kawnglan	злобный	adj.
nutx	густой, толстый	adj.
flì	тонкий	adj.
flìnutx	толщина	n.
sneyä	его, её	pn.
säsyep	ловушка	n.
yora'tu	победитель	n.
snaytu	неудачник	n.
way a plltxe	мелодичный речитатив	ph.
way a rol	песенная поэма	ph.
wayä aylì'u	слова поэмы или текст песни	ph.
ultxatu	участник встречи	n.
wo	достигнуть	vtr.
yawo	взлететь	vin.
tsìk	неожиданно	adv.
kllwo	снижение	vin.
kllpä	приземлиться	vin.
sätswayon	полет	n.
rawn	заменить	vtr.
tìrawn	замещение	n.
särawn	замена	n.
kxeltek	подцепить, поднять	vtr.
fngo'	нуждаться в, требовать	vtr.
säfngo'	требование, потребность	n.
ngam	эхо	n.
slär	пещера	n.
ngampam	стих	n.
ngampam si	слагать стихи	vin.
faoi	гладкий	adj.
ekxtxu	грубый	adj.
yo'	быть совершенным, безуперчным	svin.
nìyo'	совершенно, безгрешно	adv.
nìyol	кратко (по времени)	adv.
tìyo'	совершенство	n.
'ipu	юморной	adj.
tì'ipu	юмор	n.
tìfmi	попытка	n.
sä'ipu	смешной	n.
hangvur	анекдот	n.
lì'uvan	каламбур, игра слов	n.
kanom	приобрести	vtr.
säkanom	приобретение	n.
srìn	передача	vtr.
käsrìn	давать на время	vtr.
zasrìn	занять	vtr.
säsrìn	занятое	n.
pxìmun'i	делить	vtr.
lätxayn	победить в бою, завоевать	vtr.
sälätxayn	победа	n.
yll	общинный	adj.
nìyll	общинно	adv.
hona	милый, обожаемый, привлекательный	adj.
tìhona	привлекательность	n.
fäkä	поднимать	vin.
fäza'u	подняться	vin.
kllza'u	спуститься	vin.
sämok	предложение	n.
mal	надежный, вызывающий доверие	adj.
nìmal	доверчиво	adv.
tìmal	доверие	n.
kllyem	хоронить, закапывать	vtr.
nìtsyìl	поднимаясь	adv.
sätsyìl	подъем (процесс)	n.
rìn	дерево	n.
flawkx	кожа	n.
'ana	лиана	n.
tsngawpay	слезы	n.
tsngawpayvi	слезинка	n.
nìhona	мило	adv.
lepay	водянистый	adj.
'ul	увеличить	vin.
nän	уменьшить	vin.
nìnän	меньше	adv.
nì'ul'ul	увеличивая	adv.
nìnänän	уменьшая	adv.
mek	пустой, незначимый	adj.
leioae	уважение	n.
leioae si	уважать	vin.
säwìntxu	показ	n.
tì'i'a	окончание	n.
srer	показать (в реальности)	vin.
'ìp	убрать из виду	vin.
tsong	долина	n.
tsongtsyìp	яма	n.
ro'a	быть почтенным	vin.
säro'a	подвиг, большое дело	n.
säro'a si	совершить великое дело	vin.
txanro'a	быть известным	vin.
velek	сдаться, потерпеть поражение	vin.
spono	остров	n.
txew	край	n.
txewnga'	ограниченый	adj.
litx	острый (как лезвие)	adj.
fwem	глупый	adj.
syura	энергия	n.
syuratan	биолюминесценция	n.
txonkrr	ночью	adv.
yuey	красивый (внутренняя красота)	adj.
kxem	стоять вертикально	vin.
txay	лежать горизонтально	vin.
nìkxem	вертикальный	adv.
nìtxay	горизонтально	adv.
klltxay	лежать на земле	vin.
klltxeykay	положить (чтото) на землю	vtr.
yo	поверхность	n.
kxemyo	стена, вертикальная поверхность	n.
fyep	держать в руках	vtr.
nìk'ärìp	устойчивый	adv.
nìklonu	твердо, устойчиво, надежно	adv.
nìktungzup	внимательно, надежно	adv.
nìsyep	плотно, железной хваткой	adv.
nìmeyp	свободно	adv.
säfyep	ручка	n.
slan	поддержать (эмоционально, социально или персонально)	vtr.
tìslan	поддержка (эмоциональная, социальная или персональная)	n.
tìeyktan	лидерство	n.
'llngo	бедро	n.
zare'	лоб, бровь	n.
flawm	щека	n.
prrku	матка	n.
ngep	пупок	n.
tawsyuratan	заря	n.
syeha	дыхание	n.
syeha si	дышать	vin.
sko	как, в роли	adp.
sna'o	группа, множество, комплект	n.
snatxärem	скелет	n.
snafpìlfya	философия	n.
snatanhì	созвездие	n.
sästarsìm	коллекция (намеренно собранная кемто)	n.
tsu'o	способность	n.
krra	когда 	conj.
snatanhìtsyìp	звездное скопление	n.
pìwopxtsyìp	туман	n.
tìterkup	смерть (абстрактно)	n.
maweypeyyu	терпящий	n.
ftxulì'u	произносить речь	vin.
ftxulì'uyu	оратор	n.
säftxulì'u	речь, доклад	n.
tìftxulì'u	ораторствование	n.
slantire	вдохновление	n.
slantire si	вдохновлять	vin.
kum	результат	n.
kuma	что (как результат)	conj.
akum	что (как результат)	conj.
fyel	изолировать, сделать непроницаемым	vtr.
zey	особый	adj.
vll	указывать	vin., vtr.
eykyu	лидер (обычно временной или малой группы вроде охотничьей)	n.
am'ake	несомненный	adj.
nam'ake	несомненно	adv.
kezemplltxe	конечно, так сказать	adv.
tare	связывать с	vtr.
nìsoaia	посемейному, вместе (как члены семьи)	adv.
nìolo'	вместе (как члены клана)	adv.
sätare	соединение	n.
sloa	широкий	adj.
snep	узкий	adj.
slosnep	ширина	n.
peslosnep	как широко	inter.
slosneppe	как широко	inter.
hoet	просторный, широкий, экспансивный	adj.
nìhoet	широко, распространенно	adv.
so'ha	быть в энтузиазме от, быть в восхищении от, быть в восторге от	vtr.
tìso'ha	энтузиазм	n.
nìso'ha	с энтузиазмом	adv.
leso'ha	восхищенный	adj.
tsawlultxa	конференция	n.
zìsìtay	следующий год	n.
tìtsunslu	возможность	n.
numultxa	класс (группа учащихся)	n.
