"Frontside"	"Flipside"	"Category"
ohakx	hongerig	adj.
tìohakx	honger	n.
tsyosyu	eten gemaakt van meel	n.
vey	dierlijk voedsel, vlees	n.
trrpeve	welke dag (komt van trr dag en pe vvn. markering en ve telwoord markering)	inter.
pxiswawam	een moment geleden, nu net	adv.
pxiset	nu meteen, onmiddellijk	adv.
pxiswaway	zo meteen, over een seconde	adv.
pxiye'rìn	direct (niet zo snel als pxiswaway)	adv.
pxisre	vlak voor	adp.
pximaw	meteen na	adp.
sok	recent	adj.
'awlie	eens (in het verleden)	adv.
tìkxey	incorrectheid, fout	n.
tìkxey si	verkeerd doen, blunderen	vin.
tìyawr	correctheid	n.
tìketeng	verschil	n.
fpomtokx	gezondheid (fysiek)	n.
lefpomtokx	gezond (fysiek)	adj.
kelfpomtokx	ongezond (fysiek)	adj.
keftxo	ongelukkig, van streek, 'Wat erg!'	adj., intj.
nìkeftxo	helaas, jammer genoeg	adv.
sraw	pijnlijk	adj.
txampxì	meerderheid, grootste deel	n.
vurvi	samenvatting	n.
sänumvi	les	n.
letam	genoeg	adj.
letsranten	belangrijk	adj.
nìswey	optimaal, best	adv.
nìpxi	specifiek, precies	adv.
wok	luid	adj.
spuwin	oud, van voorheen	adj.
nì'eyng	terug, in antwoord op	adv.
nìkanu	intelligent, op een slimme manier	adv.
nìlaw	duidelijk	adv.
tìsti	woede	n.
tìtxanew	hebzucht	n.
tìftxey	keuze	n.
tìkanu	inteligentie	n.
tìlam	voorkomen	n.
tìtslam	begrip, intelligentie	n.
tìtxula	constructie, gebouwd ding	n.
hewne	zacht (ding)	adj.
tìm	laag	adj.
laro	schoon	adj.
tsewtx	smerig	adj.
lefngap	metalig, van metaal	adj.
txa'	hard	adj.
fwel	kapot	adj.
etrìp	gunstig, voorspoedig	adj.
piak	open, helder (voor wolkenloze hemel)	adj.
tstu	gesloten, dicht  (voor bewolkte hemel)	adj.
kxll si	(op)laden	vin.
tsaw	dat, het (als nietovergankelijk onderwerp)	dem., pn.
tsalsungay	ondanks dat	adv.
oìsss	boze kreet, 'kijk maar uit!'	intj.
saa	bedreigende kreet	intj.
sau	uitroep van uitputting	intj.
tsahey	uitroep van waarschuwing of frustratie, 'oh, nee!'	intj.
wiya	uitroep van waarschuwing of frustratie, 'verdomme!'	intj.
ìley	oorlogskreet	intj.
vawm	donker	adj.
tìvawm	duisternis	n.
polpxay	hoeveel	inter.
ke'aw	verdeeld, uit elkaar gehaald	adj.
nìsti	boos	adv.
teyr	wit	adj.
layon	zwart	adj.
pänu	belofte	n.
kew	nul	num.
'eyt	het symbool 8 (niet de waarde acht)	n.
nayn	het symbool 9 (niet de waarde negen)	n.
trr'ong	vroege ochtend, zonsopgang	n.
trr'ongmaw	dag na zonsopgang	n.
rewon	ochtend	n.
srekamtrr	de tijd voor middag (12 uur 's middags)	n.
kxamtrr	middag (12 uur 's middags)	n.
kxamtrrmaw	de tijd net na middag, vroege namiddag	n.
ha'ngir	middag	n.
kaym	avond (voor schemering, late middag)	n.
sreton'ong	avond voor zonsondergang	n.
txon'ong	zonsondergang	n.
txon'ongmaw	schermering, voor donker, na zonsondergang	n.
srekamtxon	voor middernacht	n.
kxamtxon	middernacht	n.
kxamtxomaw	na middernacht	n.
sresrr'ong	voor zonsopgang	n.
wou	verbazing wekken (spreektaal)	svin.
tsyìräfì	giraf	n.
tsawa	dat	pn., sbd.
tsata	dat	pn., sbd.
tsaria	dat 	pn., sbd.
alo	tijd, beurt, een van een herhalende actie	n.
fralo	elke keer, elke tijd	adv.
nìmwey	kalm, vredig	adv.
ku'up	zwaar (fysiek gewicht)	adj.
syo	licht (fysiek gewicht, lichtgewicht)	adj.
hay	volgend(e)	adj.
ham	vorig(e)	adj.
matsa	matse, broodkoek	n.
hametsì	ongedesemd brood	n.
tìkangkemvi	project, werkstuk	n.
nì'i'a	eindelijk	adv.
nìsyen	als laatste	adv.
pìlok	blog	n.
tsulfätu	expert, meester van een vak, kunst of vaardigheid	n.
tsulfä	meesterschap	n.
tsulfä si	zich meester maken	vin.
numtsengvi	klaslokaal, deel v.e. school	n.
rofa	naast, langs	adp.
pum	vervangwoord (plaatsvervangend voornaamwoord, verwijst naar eerder genoemd zn. of vn.)	pn.
Yuesey	Verenigde Staten	prop.n.
teya si	vullen (met datief van een gevuld ding)	vin.
alunta	vanwege, omdat	conj.
nìprrte'	aangenaam, met plezier	adv.
sngä'iyu	beginner	n.
srekrr	voordat, alreeds, voor de tijd	adv.
ayu	dingen	n.
tsafya	op die manier, zo	adv.
muve	tweede (rangtelwoord)	adj.
pxeyve	derde (rangtelwoord)	adj.
tsìve	vierde (rangtelwoord)	adj.
mrrve	vijfde (rangtelwoord)	adj.
puve	zesde (rangtelwoord)	adj.
kive	zevende (rangtelwoord)	adj.
volve	achtste (rangtelwoord)	adj.
tsyänel	tv kanaal	n.
trrtxon	de dag en nacht cyclus van Pandora	n.
au	uitroep van ontsteltenis	intj.
pängkxoyu	gepraat	n.
lekoren	gerechtelijk	adj.
prrkxentrrkrr	rookplezier overdag, trillende tong (Na'vi idioom)	n.
tìftia	studie	n.
tìftia kifkeyä	wetenschap, de studie van de fysieke wereld	n.
pxir	bier	n.
eanean	cheadle, kruidachtige plant	n.
'ele'wll	doornpoot, cactus	n.
tstxa'a	canalyd	n.
pa'liwll	grimpaard bekerplant	n.
anìheyu	fibonacci, blauwe spiraalplant	n.
tompawll	geode, regenplant	n.
pxiwll	heremiet knop plant	n.
syeptute	hyneman, mensen vanger	n.
kllpxiwll	leeuwenbes	n.
smaoe	falanxia, plant met veel doorns	n.
'ä'o	bekerplant	n.
mulpxar	hanenkop plant	n.
flefle	Sol's verrukking, magnetotropische plant	n.
kxaylte	cillafant	n.
fkxakewll	jeukplant	n.
tìhawnuwll	spartaan, beschermingsplant	n.
pxorna'lor	sari, mooi ontploffende zaadplant	n.
pxayzekwä	prikkende zwepen	n.
mìnyu	draaier, gedraaide lelie	n.
mìnyu	draaier	n.
väfewll	centipede, stinkende plant	n.
sngukx	engerling plant	n.
rawp	blaaspoliep	n.
'ampirikx	bladbekerplant	n.
apxangrr	deltaboom	n.
värumut	aderpeul	n.
keyawr	verkeerd, fout, niet goed	adj.
lehrrap	gevaarlijk	adj.
tìtxen	wakker zijn, de staat van wakkerheid	n.
hìrumwll	pufplant	n.
fwäkì	bidsprinkhaan	n.
fratxon	elke nacht	adv.
hìkrr	seconde, korte tijd	n.
mawkrr	na, achteraf	adv.
ngeyn	moe	adj.
ngopyu	maker	n.
nìk'ong	langzaamaan	adv.
pamtseotu	muzikant	n.
sat	dat	pn.
tsal	dat, het (overgankelijk onderwerp)	pn.
tsat	dat, het (als lijdend voorwerp)	pn.
tsawlhì'	grootte	n.
lì'fyavi	uitdrukking, stuk taal	n.
nafì'u	zulk (een)	adj.
lì'fyaolo'	taalgroep, taalgebruikers	n.
puktsyìp	pamflet, boekje	n.
utraltsyìp	struik	n.
säspxintsyìp	kleine aandoening	n.
'itetsyìp	dochtertje (kooswoord)	n.
sa'nutsyìp	moedertje (gebruikt voor jonge meisjes)	n.
kem si	doen	vin.
tswin	vlecht, staart	n.
tswintsyìp	vlechtje, staartje	n.
taronyutsyìp	jagertje	n.
oetsyìp	kleine ik	pn.
ngatsyìp	kleine jij	pn.
atanvi	lichtstraal	n.
txeptsyìp	lief klein vuurtje	n.
tìkusar	onderwijzen (het onderwijs)	n.
tìyusom	eten (het doen)	n.
tìtusaron	jagen	n.
tìpängkxotsyìp	kleine conversatie, praatje	n.
hayalo	volgende keer	adv.
hamalo	vorige keer	adv.
tstunwi	vriendelijk, attent	adj.
seykxel	sterk (emotioneel, spiritueel, niet fysiek), vol vertrouwen	adj.
fuke	of niet	conj.
'a'aw	enkele, verschillende	adj.
'okrol	geschiedenis (oud)	n.
'okvur	geschiedenis (niet oud)	n.
alu	datt s, met andere woorden	conj.
fnawe'	laf	adj.
fnawe'tu	lafaard	n.
ftxìlor	lekker, goed smakend	adj.
ftxìvä'	vies, slecht smakend	adj.
fyeyn	rijp, volwassen	adj.
fyeyntu	volwassen persoon	n.
tìfyeyn	rijpheid, volgroeidheid	n.
hawngkrr	laat	adv.
lehawngkrr	laat	adj.
leye'krr	vroeg	adj.
hek	benieuwd zijn, vreemd, onverwacht	vin.
nìhek	vreemd	adv.
ki	maar liever, in plaats van	conj.
nìfyeyntu	als een volwassene, volwassen	adv.
nì'eveng	als een kind, onvolwassen	adv.
lìng	zweven in de lucht	vin.
ram	berg	n.
muntxatu	ega, echtgenoot/echtgenote	n.
muntxatan	man, echtgenoot	n.
muntxate	vrouw, echtgenote	n.
netrìp	gelukkig, fortuinlijkerwijs	adv.
newomum	nieuwsgierig zijn, willen weten	svin.
lenomum	nieuwsgierig	adj.
tìnomum	nieuwsgierigheid	n.
ngäzìk	moeilijk, zwaar	adj.
tìngäzìk	moeilijkheid, probleem	n.
nìsung	daarnaast, tevens	adv.
reng	ondiep (fysiek)	adj.
rolun	Eureka!, ik heb het gevonden!	intj.
sa'sem	ouder of ouders	n.
smar	prooi, waarop gejaagd wordt	n.
starsìm	verzamelen, vergaren	vtr.
sunu	prettig of leuk zijn, plezier brengen	vin.
syayvi	geluk, fortuin	n.
nìsyayvi	per ongeluk, per toeval	adv.
tolel	Eureka, ik heb het gevonden!, ik begrijp het!	intj.
txukx	diep (fysiek)	adj.
ve'kì	haten	vtr.
tìve'kì	haat	n.
yaymak	dom	adj.
ye'krr	vroeg	adv.
zìsìkrr	seizoen	n.
zo	gezond zijn, goed functioneren, zijn zoals het hoort	svin.
zoslu	heel, word gezond (ii)	vin.
zeyko	helen, repareren	vtr.
frawzo	alles is goed	intj.
kemlì'uvi	infix	n.
irayo si	bedanken, dank geven	vin.
lefkrr	huidig	adj.
lì'upam	accent	n.
natkenong	bijvoorbeeld, als voorbeeld	conj.
eltur tìtxen si	interessant of intrigerend zijn	vin.
pxelo	drie keer	adv.
pamrelfya	spelling	n.
law si	duidelijk maken	vin.
tìsung	toevoeging, post script (p.s.)	n.
naer	drankje, iets dat gedronken kan worden	n.
atxkxerel	(land)kaart	n.
nìtengfya	ook, hetzelfde als (gelijke actie)	adv.
tun	rood, oranje	adj.
'om	violet, paars, magenta	adj.
neyn	lichte kleuren, wittinten	adj.
ngul	grijs, grauw	adj.
tumpin	rood, oranje	n.
eampin	blauw, groen	n.
rimpin	geel	n.
'ompin	violet, paars, magenta	n.
layompin	zwart	n.
teyrpin	wit	n.
vawmpin	donkere kleur	n.
neympin	lichte kleur	n.
ngulpin	grijs	n.
pil	gezichtsstreep	n.
ta'lengean	huidblauw	adj.
rìkean	bladgroen	adj.
kllvawm	bruin (gronddonker)	adj.
'evan	jongen (spreektaal)	n.
'eve	meisje (spreektaal)	n.
'evengan	jongen	n.
'evenge	meisje	n.
fkio	tetrapteron	n.
kenten	waaierhagedis	n.
nìwä	in tegendeel	adv.
pìwopx	wolk	n.
ramtsyìp	heuvel	n.
syaksyuk	prolemuris	n.
tor	laatste, uiteindelijke	adj.
txärem	bot (gebeente)	n.
uk	schaduw	n.
yapay	mist, stoom	n.
tìspe'e	vangen	n.
tìftxavang	passie	n.
tìtstunwi	vriendelijkheid	n.
stxeli	kado	n.
ngrrpongu	burgerinitiatief, activisme (van grassroot)	n.
smon	familiair zijn	vin.
lawk	praten over, iets zeggen/uitweiden over	vtr.
hìtxoa	sorry, vergeef me	intj.
mäkxu	onderbreken, uit harmonische balans gooien	vtr.
hultstxem	hinderen	vtr.
mok	voorstellen, suggereren	vtr.
muwìntxu	introduceren, voorstellen	vtr.
kan'ìn	focussen op, specialiseren in, geïnteresseerd zijn in	vtr.
tìwusem	vechten	n.
nì'eng	gelijk, op gelijk niveau	adv.
Pari	Parijs	prop.n.
tì'ong	bloeien	n.
tìmok	suggestie	n.
tì'em	kookkunst	n.
leyn	herhalen	vtr.
päsketpol	basketbal	n.
nìFranse	Frans, in het Frans	adv.
nìToitsye	Duits	adv.
nìno	in detail, uitgebreid	adv.
hìno	fijn, precies, gedetailleerd (van dingen)	adj.
leno	diepgaand, gedetailleerd (van een persoon)	adj.
tìno	diepgaandheid, precisie, gedetailleerdheid	n.
'ongokx	geboren worden	vin.
nokx	baren	vtr.
nìtrrtrr	dagelijks, regelmatig	adv.
tìn	activiteit die je bezig houdt	n.
txin	eerste, primaire	adj.
txintìn	bezigheid, primaire rol in de gemeenschap	n.
'emyu	kok	n.
vewng	letten op, verantwoordelijk zijn voor	vtr.
kaltxì si	groeten, hallo zeggen	vin.
sopyu	reiziger	n.
fula	dat	pn., sbd.
tskxekeng si	oefenen, trainen	vin.
way si	zingen	vin.
swawtsyìp	een kort moment, seconde	n.
käteng	samen zijn met	vin.
'ìn	bezig zijn, druk zijn	svin.
Sweriye	Zweden	prop.n.
nìfkrr	tegenwoordig, momenteel	adv.
sulìn	bezig zijn (positief), iets doen wat je leuk en opwekkend vindt	svin.
vrrìn	bezig zijn (negatief), moe/overweldigd zijn door een activiteit	svin.
tìk'ìn	vrije tijd	n.
säsulìn	hobby, plezierige activiteit	n.
'o'	wat plezier brengt, opwindend	adj.
Europa	Europa	prop.n.
skxaypxe	Skype	n.
pxorpam	ejectieve medeklinker	n.
tì'o'	plezier, opwinding	n.
nì'o'	op een plezierige manier	adv.
fnan	goed zijn in	vtr.
wätx	slecht zijn in	vtr.
tìsom	hitte	n.
tìwew	kou, koude	n.
tìlen	gebeurtenis	n.
nìnäk	door te drinken	adv.
nìhay	volgend(e)	adv.
sayrìp	knap, goed uitziend	adj.
letokx	lichamelijk, fysiek	adj.
säzärìp	lijn, teugels	n.
ìpxa	varen	n.
tìhawnu si	beschermen	vin.
sno	hemzelf, haarzelf, hetzelf (reflexief, genitieve vorm sneyä)	pn.
kìte'e si	bedienen	vin.
var	in iets volharden, iets constant blijven doen	vim.
nìftxan	zo, in zoverre	adv.
Yeysu	Jezus	prop.n.
lelì'fya	betrekking hebbend op taal	adj.
takrra	sinds (tijd)	conj.
akrrta	sinds (tijd)	conj.
few	tegenover, mikkend op de overkant van	adp.
fewtusok	tegenover, aan de overkant	adj.
sla'tsu	beschrijven	vtr.
tìsla'tsu	omschrijving	n.
'en	gok, voorgevoel, intuitie	n.
'en si	een gegronde gok doen	vin.
le'en	speculatief, intuïtief	adj.
nì'en	een gegronde gok doen, op intuïtie ageren	adv.
sä'o	gereedschap	n.
pamtseo si	muziek maken (met fa voor het bespeelde instrument)	vin.
väng	dorstig	adj.
tìväng	dorst	n.
sngum	zorg	n.
nìsngum	zorgelijk	adv.
yayayr	verwarring	n.
wäte	discussieren, redetwisten	vtr.
tìwäte	dispuut, redetwist	n.
säwäte	bron van dispuut, reden van het argument	n.
lewäte	onverkwikkelijk, onprettig	adj.
nìwäte	onverkwikkelijk, onprettig	adv.
li	al, reeds	adv.
lisre	tot, voor, tot aan maar niet na	adp.
ronsrelngop	verbeelden, zich voorstellen (c.w. van ronsem geest, rel afbeelding, ngop maken, spreektaal [Ron.sREw.Nop] )	vtr.
ronsrel	iets verbeeld	n.
tìronsrel	verbeelding	n.
txanatan	helder, levendig	adj.
leronsrel	denkbeeldig	adj.
nìronsrel	door verbeelding	adv.
srefey	verwachten	vtr., vin.
mawl	half	n.
pan	derde, een derde	n.
wan	verbergen	vtr.
nìwan	heimelijk, door te verbergen	adv.
tìwan	verdoezelen, bedekken	n.
letwan	achterbaks (van een persoon)	adj.
slele	zwemmen	vin.
nìslele	door te zwemmen, zwemmend	adv.
tìtaron	jagen	n.
ìì	uhm, eh (aarzeling)	intj.
tsukyom	eetbaar	adj.
ketsuktswa'	onvergetelijk	adj.
tsuktswa'	vergetelijk, vergeetbaar	adj.
yafkeyk	weer	n.
fkeytok	bestaan	vin.
tìfkeytok	situatie, conditie, staat	n.
tompameyp	motregen	n.
tskxaytsyìp	hagel	n.
tskxepay	ijs	n.
herwì	sneeuw	n.
tomperwì	natte sneeuw	n.
txanfwerwì	sneeuwstorm	n.
hermeyp	sneeuwbui	n.
hertxayo	sneeuwveld	n.
ìlva	vlok, druppel	n.
txepìva	as	n.
herwìva	sneeuwvlok	n.
payìva	waterdruppel	n.
tompìva	regendruppel	n.
kintrr	week	n.
mrrtrr	vijfdaagse werkweek	n.
muntrr	weekeinde	n.
kintrram	vorige week	n.
kintrray	volgende week	n.
muntrram	vorig weekeinde	n.
muntrray	volgend weekeinde	n.
vospxì	maand	n.
vospxìam	vorige maand	n.
vospxìay	volgende maand	n.
sweylu	zouden	v.
ye	tevreden, content, vervuld, verzadigd	adj.
hasey si	volbrengen, tot een eind brengen	vin.
seysonìltsan	goed gedaan! (komt van hasey soli nìltsan goed volbracht)	intj.
yehakx	vol, geen honger meer	adj.
yeväng	dorst gelest, geen dorst meer	adj.
somwew	temperatuur	n.
pup	kort (fysieke lengte)	adj.
ngimpup	lengte	n.
pesomwew	welke temperatuur?	inter.
somwewpe	welke temperatuur? (meer gebruikelijk)	inter.
txawew	erg koud	adj.
wur	koel, kil, fris	adj.
tsyafe	mild, aangenaam	adj.
sang	warm	adj.
txasom	erg heet	adj.
leyapay	nevelig, mistig	adj.
lepwopx	bewolkt	adj.
nìhol	enkele, niet veel	adv.
nìpxay	veel	adv.
paynga'	vochtig, nat	adj.
meuianga'	geëerd, eerbaar	adj.
txumnga'	giftig	adj.
'akra	grond (vruchtbaar)	n.
hufwetsyìp	bries, windje	n.
nìlam	blijkbaar	adv.
nìli	vooruit (van tevoren)	adv.
nìfrakrr	als altijd	adv.
am'a	twijfel	n.
nga'	bevatten	vtr.
tìftang si	(iets of iemand) stoppen	vin.
may'	uitproberen, evalueren, testen, proefdraaien	vtrm.
yora'	winnen	vtr.
snaytx	verliezen (b.v. wedstrijd. Niet: een ding kwijtraken)	vtr.
tìyora'	zege, overwinning	n.
tìsnaytx	verlies	n.
'otxang	muziekinstrument (algemene term)	n.
skxir	wond	n.
leskxir	gewond	adj.
skxir si	verwonden	vin.
skxirtsyìp	snee, schram, kleine verwonding	n.
sloan	gieten (v.e. vloeistof)	vtr.
emrey	overleven	vin.
temrey	overleven	n.
lemrey	overlevende (b.v. leden van een groep waarvan enkele zijn gestorven)	adj.
nemrey	op een manier alsof iemand's leven op het spel staat	adv.,intj.
wawe	betekenis, belang	n.
txanwawe	persoonlijk belangrijk, significant	adj.
nìwawe	betekenisvol, significant	adv.
keyrel	gezichtsuitdrukking	n.
fwampop	tapirus	n.
säplltxe	verklaring, uitdrukking	n.
säplltxevi	commentaar	n.
kawtseng	nergens	adv.
tsapo	die ene (alleen voor mensen)	pn.
fwefwi	fluiten	vin.
'etnaw	schouder	n.
pllngay	toegeven	vin.
kawngsar	uitbuiten	vtr.
lom	missend, vermist (als een nietaanwezig iemand waarnaar verlangd wordt)	adj.
koaktan	oude man	n.
koakte	oude vrouw	n.
koaktu	oud persoon	n.
lomtu	persoon die gemist wordt	n.
fe'	slecht	adj.
nìfe'	slecht	adv.
wätu	opponent, tegenstander	n.
fekem	ongeluk	n.
hawtsyìp	tukje, kort slaapje	n.
uran	boot	n.
ftxozä si	vieren	vin.
kekem	geen actie of activiteit	pn., adv.
pxen	stuk functionele kleding	n.
tewng	lendendoek	n.
raspu'	beenbeschermers (gebruikt in oorlog/strijd)	n.
hawnven	schoen	n.
hawntsyokx	handschoen	n.
hawre'	hoed	n.
ioi	versiering of ceremoniel sieraad	n.
nìlun	uiteraard, vanzelfsprekend, logisch	adv.
'ali'ä	kraag / choker	n.
'are	poncho, cape, sjaal	n.
fkxile	halsketting	n.
masat	borstplaat (bewapening)	n.
nikroi	haarsieraad	n.
pxawpxun	armband	n.
renten	bril (gemaakt van insectenvleugels, gesneden uit hout etc.)	n.
tsamopin	oorlogsbeschildering	n.
tsang	piercing	n.
miktsang	oorbel	n.
ontsang	neusring	n.
yemstokx	aantrekken (kleding)	vtr.
ioi si	verfraaien	vin.
'aku	verwijderen, wegnemen, uittrekken	vtr.
le'aw	enkel	adj.
mawkrra	na (tijd)	conj.
akrrmaw	na (tijd)	conj.
Toitslan	Duitsland	prop.n.
Toitsye	Duits (taal)	adj.
lukpen	zonder kleding, naakt	adj.
fmawnta	dat nieuws	n.
vin	verzoek, vragen om	vtr.
mìftxele	met betrekking tot dit, in dit perspectief	adv.
zìma'uyu	nieuwkomer, iemand die net gearriveerd is	n.
nìvingkap	trouwens, tussen haakjes	adv.
txankrr	voor een lange tijd	adv.
vingkap	een ingeving krijgen, een licht opgaan	vtr.
tìomum	kennis	n.
tinan	lezen	n.
ninan	door te lezen	adv.
tsmìm	spoor (van een dier of persoon)	n.
inan	lezen (b.v. het bos), kennis vergaren via de zintuigen	vtr.
'ä'	oeps!	intj.
teynga	dat antwoord	n.
teyngla	dat antwoord (agentief)	n.
teyngta	dat antwoord (patientief)	n.
fayluta	deze woorden	n.
stxenu	aanbod	n.
tìtstew	moed, dapperheid	n.
tìtstewnga'	moedig, dapper	adj.
stxenutìng	aanbieden	vtr.
tsyär	afwijzen, verwerpen	vtr.
tìtsyär	afwijzing	n.
mll'an	accepteren	vtr.
tìmll'an	acceptatie	n.
kam	geleden	adp.
kay	van nu af aan (in de toekomst)	adp.
'awnìm	vermijden	vtr.
steng	gelijk, identiek	adj.
nìsteng	gelijkend	adv.
nim	timide, schuchter	adj.
srätx	vervelen, lastig vallen	vtr.
säsrätx	ergernis, verveling (door iemand)	n.
rì'ìr	reflectie, spiegelbeeld	n.
rì'ìr si	reflecteren, imiteren	vin.
tsìsyì	fluisteren	vin.
nìwok	luidruchtig	adv.
sätsìsyì	gefluister, fluistering	n.
nìtsìsyì	door te fluisteren, in een fluistering	adv.
nìfwefwi	door te fluiten, fluitend	adv.
lawr	melodie	n.
tìng lawr	zingen zonder woorden, neuriën	vin.
säomum	(stuk) informatie	n.
kosman	geweldig, fantastisch	adj.
nìksman	geweldig (op een geweldige manier)	adv.
letsim	origineel, uniek, niet van een andere bron genomen	adj.
lesngä'i	origineel, eerste in een serie	adj.
nìtsim	origineel, op een originele manier	adv.
nìsngä'i	oorspronkelijk, als begin	adv.
ngong	lethargisch, lui, zonder genoeg energie	adj.
walak	energiek, actief	adj.
tìngong	lethargie, luiheid	n.
txi	haast, gehaastheid	n.
letxi	gehaast	adj.
nìtxi	gehaast, op haastige wijze	adv.
letxiluke	ongehaast	adj.
nìtxiluke	ongehaast, kalm	adv.
kulat	openbaren, voortbrengen (letterlijk, en als metafoor)	vtr.
txantompa	stortbui, zware regen	n.
meyam	omhelzen, in de arm houden	vtr.
sämyam	omhelzing	n.
fìtsap	elkaar	adv.
nuä	voorbij	adp.
kanfpìl	concentreren, de aandacht focussen	vin.
fmokx	jalouzie, nijd	n.
nìfmokx	jaloezie	adv.
kìmar	van dit seizoen (voeding, groente of dierlijk)	adj.
nìkmar	in het juiste seizoen, het juiste moment	adv.
nìngong	lethargisch, lui	adv.
säpom	kus	n.
kxukx	slikken	vtr.
txewm	beangstigend, eng	adj.
hìmpxì	minderheid, minste, klein deel	n.
kawnglan	met slechte intenties	adj.
nutx	dik	adj.
flì	dun	adj.
flìnutx	dikte	n.
sneyä	zijn eigen, haar eigen, diens eigen	pn.
säsyep	val	n.
yora'tu	winnaar	n.
snaytu	verliezer	n.
way a plltxe	gesproken gedicht (als melodieuze voordracht)	ph.
way a rol	gezongen gedicht	ph.
wayä aylì'u	woorden van een gedicht, tekst van een lied	ph.
ultxatu	lid van een bijeenkomst	n.
wo	reiken naar	vtr.
yawo	opstijgen, lanceren	vin.
tsìk	plotseling, zonder waarschuwing	adv.
kllwo	landen, neerkomen (het proces van)	vin.
kllpä	landen, de grond bereiken	vin.
sätswayon	vlucht (het vliegen)	n.
rawn	vervangen, substitueren	vtr.
tìrawn	vervanging, het vervangen	n.
särawn	vervanging, substituut, iets dat iets anders vervangt	n.
kxeltek	oppakken, optillen	vtr.
fngo'	vereisen, nodig hebben	vtr.
säfngo'	voorwaarde, benodigdheid	n.
ngam	echo	n.
slär	grot	n.
ngampam	rijm	n.
ngampam si	rijmen	vin.
faoi	glad	adj.
ekxtxu	ruw	adj.
yo'	perfect zijn, foutloos zijn	svin.
nìyo'	perfect, foutloos	adv.
nìyol	vlot, kort (tijd)	adv.
tìyo'	perfectie	n.
'ipu	humoristisch, leuk, amusant	adj.
tì'ipu	humor	n.
tìfmi	poging	n.
sä'ipu	iets leuks	n.
hangvur	grapje, leuk verhaal	n.
lì'uvan	woordgrap, woordspel	n.
kanom	krijgen, verschaffen	vtr.
säkanom	iets dat verschaft/verkregen is, een bezitting	n.
srìn	doorgeven van een naar een ander (zelden gebruikt zonder prefix)	vtr.
käsrìn	uitlenen (aan iemand)	vtr.
zasrìn	lenen (van iemand)	vtr.
säsrìn	(uit)geleend object	n.
pxìmun'i	verdelen, in stukken snijden	vtr.
lätxayn	verslagen in gevecht, overwinnen	vtr.
sälätxayn	verslaan, een verlies	n.
yll	gezamenlijk	adj.
nìyll	gezamenlijk, op gezamenlijke wijze	adv.
hona	schattig, leuk	adj.
tìhona	leukheid, schattigheid	n.
fäkä	omhoog gaan	vin.
fäza'u	omhoog komen	vin.
kllza'u	omlaag komen	vin.
sämok	suggestie, voorstel	n.
mal	betrouwbaar	adj.
nìmal	vertrouwend, zonder twijfel	adv.
tìmal	betrouwbaarheid	n.
kllyem	begraven	vtr.
nìtsyìl	door te klimmen	adv.
sätsyìl	klimevenement, een klim	n.
rìn	hout	n.
flawkx	leer, leder	n.
'ana	hangende liaan	n.
tsngawpay	tranen	n.
tsngawpayvi	traan	n.
nìhona	schattig, lief	adv.
lepay	waterig	adj.
'ul	verhogen, vermeerderen	vin.
nän	verlagen, verminderen	vin.
nìnän	minder	adv.
nì'ul'ul	meer en meer	adv.
nìnänän	minder en minder	adv.
mek	leeg, ook als metafoor: geen waarde hebbend	adj.
leioae	respect	n.
leioae si	respecteren	vin.
säwìntxu	vertoning, tentoonstelling	n.
tì'i'a	einde, conclusie	n.
srer	verschijnen, materialiseren, in zicht komen	vin.
'ìp	verdwijnen, uit zicht verdwijnen	vin.
tsong	vallei	n.
tsongtsyìp	kuil(tje)	n.
ro'a	indrukwekkend zijn, respect afdwingen	vin.
säro'a	grote daad, iets dat volbracht is	n.
säro'a si	grote daden doen	vin.
txanro'a	beroemd zijn	vin.
velek	opgeven, overgeven, verslagen zijn	vin.
spono	eiland	n.
txew	hoek, rand, limiet, grens, einde	n.
txewnga'	beperkt, begrensd	adj.
litx	scherp (als b.v. een mes)	adj.
fwem	stomp (punt)	adj.
syura	energie (fysiek of spiritueel)	n.
syuratan	bioluminescentie	n.
txonkrr	's nachts	adv.
yuey	mooi (innerlijke schoonheid)	adj.
kxem	verticaal zijn	vin.
txay	horizontaal zijn, plat liggen	vin.
nìkxem	verticaal	adv.
nìtxay	horizontaal	adv.
klltxay	op de grond liggen	vin.
klltxeykay	(iets) op de grond leggen / neerleggen 	vtr.
yo	oppervlak	n.
kxemyo	muur, verticaal oppervlak	n.
fyep	vasthouden, in de hand houden, vastgrijpen	vtr.
nìk'ärìp	vast, onbeweeglijk	adv.
nìklonu	stevig, vol vertrouwen	adv.
nìktungzup	voorzichtig, stevig	adv.
nìsyep	stevig, in een ijzeren greep	adv.
nìmeyp	zwak, losjes	adv.
säfyep	hendel	n.
slan	steunen (emotioneel, sociaal of persoonlijk)	vtr.
tìslan	steun (emotioneel, sociaal, persoonlijk)	n.
tìeyktan	leiderschap	n.
'llngo	heup	n.
zare'	voorhoofd	n.
flawm	wang	n.
prrku	baarmoeder	n.
ngep	navel	n.
tawsyuratan	aurora, noorderlicht	n.
syeha	adem	n.
syeha si	ademen	vin.
sko	iets als, met de capaciteit van/in de rol van iets anders	adp.
sna'o	set, groep, stapel, kluit	n.
snatxärem	skelet	n.
snafpìlfya	filosofie	n.
snatanhì	sterrenstelsel	n.
