"Frontside"	"Flipside"	"Category"
tìprrte'	plaisir	n.
kaw'it	du tout	adv.
nìlkeftang	constemment | continuellement | en permanence	adv.
tì'i'avay	jusqu'à la fin	adv.
'awm	camp	n.
tìska'a	destruction	n.
tìsop	voyage	n.
wempongu	escadron | groupe de combattant	n.
asim	proche	adv.
klltseng	position	n.
kxutu	ennemi	n.
mekre	vivres | approvisionnement | fourniture	n.
tìhawl	préparation	n.
tìkan	but | cible | objectif	n.
tìpähem	arrivée	n.
numeyu	étudiant | élève	n.
soaia	famille	n.
tìmuntxa	mariage | accouplement	n.
yawnetu	amour | aimé(e) pour une personne | dans le sens mon amour | mon aimé(e)	n.
yawntu	cher(e) pour une personne | dans le sens mon cher(e)	n.
kakrel	aveugle	adj.
kanu	brillant | intelligent	adj.
koak	vieux | âgé ([pour les êtres vivants])	adj.
lekye'ung	fou	adj.
me'em	harmonieux	adj.
txanew	gourmand	adj.
txantur	puissant	adj.
tì'awpo	individualisme | égoïsme (dans le sens négatif)	n.
tì'eylan	amitié	n.
fkay	odieux	adj.
keltsun	impossible	adj.
kxuke	sauf	adj.
lehawng	excessif	adj.
hawng	surabondance	n.
lekin	nécessaire	adj.
stxong	étrange | inconnu | non familier | ([pour quelque chose qui semble menaçant ou dangereux])	adj.
syen	final | dernier ([d'une série])	adj.
kavuk	traîtrise	n.
fpìlfya	réflexion | manière de penser	n.
syay	sort | destin	n.
tìfnu	silence	n.
tìngop	création	n.
tìpe'un	décision	n.
kxitx	mort | décès	n.
trr'awve	dimanche (premier jour)	n.
trrmuve	lundi (deuxième jour)	n.
trrpxeyve	mardi (troisième jour)	n.
trrtsìve	mercredi (quatrième jour)	n.
trrmrrve	jeudi (cinquième jour)	n.
trrpuve	vendredi (sixième jour)	n.
trrkive	samedi (septième jour)	n.
'ango	doux ([son])	adj.
kxayl	haut	adj.
rey'eng	La Balance de la Vie	n.
tìme'em	harmonie (au sens général)	n.
fnel	type | sorte	n.
fnepe	quel sorte	inter.
pefnel	quel type | quelle sorte	inter.
zerok	se souvenir de	vtr.
tswa'	oublier	vtr.
tì'efu	sentiment	n.
maweypey	être calme | patient	vin.
tìmweypey	patience	n.
lemweypey	patient ([dans le sens 'quelqu'un de patient'])	adj.
nìmweypey	patiemment	adv.
tsakrrvay	jusque là | entre-temps	adv.
ohakx	affamé	adj.
tìohakx	faim	n.
tsyosyu	nourriture (faite à partir de farine)	n.
vey	aliments à base de chair	n.
trrpeve	quel jour ?	inter.
pxiswawam	il y a un instant (dans le sens 'Ca s'est passé il y a un instant')	adv.
pxiset	maintenant | tout de suite	adv.
pxiswaway	dans un instant (dans le sens 'Ca se passera dans un instant')	adv.
pxiye'rìn	diviser	adv.
pxisre+	juste avant	adp.
pximaw	juste après	adp.
sok	récent	adj.
'awlie	une fois (dans le passé)	adv.
tìkxey	inexactitude	n.
tìkxey si	faire erreur	vin.
tìyawr	exactitude	n.
tìketeng	différence	n.
fpomtokx	santé (au sens physique)	n.
lefpomtokx	bien portant | en bonne santé	adj.
kelfpomtokx	malade | en mauvaise santé	adj.
keftxo	malheureux	adj., intj.
nìkeftxo	malheureusement	adv.
sraw	douloureux	adj.
txampxì	majorité	n.
vurvi	résumé	n.
sänumvi	leçon	n.
letam	suffisant	adj.
letsranten	important	adj.
nìswey	optimum | de façon optimale	adv.
nìpxi	directement (dans le sens 'sans ambiguité')	adv.
wok	bruyant	adj.
spuwin	vieux ([pour un objet]) | ancien/antérieur	adj.
nì'eyng	en retour | en réponse	adv.
nìkanu	intelligemment	adv.
nìlaw	clairement	adv.
tìsti	colère	n.
tìtxanew	avidité	n.
tìftxey	choix	n.
tìkanu	intelligence	n.
tìlam	apparence	n.
tìtslam	compréhension	n.
tìtxula	construction	n.
hewne	doux (pour un objet)	adj.
tìm	bas	adj.
laro	propre	adj.
tsewtx	sale	adj.
lefngap	métallique	adj.
txa'	dur	adj.
fwel	cassé	adj.
etrìp	favorable | propice	adj.
piak	ouvert	adj.
tstu	fermé	adj.
kxll si	charger | attaquer en courant sur sa cible	vin.
tsaw	cette (chose) | [Forme abrégée de]: tsa'u	pn.
tsalsungay	néanmoins | malgré tout	adv.
oìsss	cri de mécontentement (dans le sens 'Gaff!!' 'Attention!!')	intj.
saa	cri de menace	intj.
sau	exclamation pendant un effort | une action	intj.
tsahey	cri d'avertissement | frustration	intj.
wiya	cri d'avertissement | frustration	intj.
ìley	[cri de guerre]	intj.
vawm	sombre	adj.
tìvawm	ténèbre	n.
polpxay	combien	inter.
ke'aw	divisé | déchiré (pour un groupe)	adj.
nìsti	avec colère (dans le sens 'dire faire... avec colère')	adv.
teyr	blanc	adj.
layon	noir	adj.
pänu	serment | promesse	n.
kew	0 (zéro)	num.
'eyt	([le symbole]) 8 | ([pas sa valeur])	n.
nayn	neuf (le symbole '9')	n.
trr'ong	aube | aurore	n.
trr'ongmaw	aube | aurore (après le lever du soleil)	n.
rewon	matin	n.
srekamtrr	avant midi	n.
kxamtrr	midi	n.
kxamtrrmaw	début d'après-midi	n.
ha'ngir	après-midi	n.
kaym	soir (avant le crépuscule)	n.
sreton'ong	crépuscule	n.
txon'ong	soir | crépuscule	n.
txon'ongmaw	crépuscule | crépuscule astronomique	n.
srekamtxon	avant minuit	n.
kxamtxon	minuit	n.
kxamtxomaw	après minuit	n.
sresrr'ong	avant l'aube | avant l'aurore	n.
wou	être étonnant | être fascinant	vin.
tsyìräfì	girafe	n.
tsawa	ce	sbd.
tsata	que	sbd.
tsaria	que	sbd.
alo	fois	n.
fralo	chaque fois | tout le temps	adv.
nìmwey	calmement	adv.
ku'up	lourd ([poids physique])	adj.
syo	léger (au sens physique)	adj.
hay	suivant | prochain	adj.
ham	précédent	adj.
matsa	crakers (Mot hébreu 'matza')	n.
hametsì	pain au levain	n.
tìkangkemvi	projet | partie d'un travail	n.
nì'i'a	finalement | enfin	adv.
nìsyen	dernièrement	adv.
pìlok	blog	n.
tsulfätu	maître | expert	n.
tsulfä	maîtrise	n.
tsulfä si	maitriser	vin.
numtsengvi	classe	n.
rofa	à côté de | le long de	adp.
pum	Celui, celle (avec un déterminant) | [Pronom substitutif qui réfère à un nom ou un pronom mentionné antérieurement.]	pn.
Yuesey	États-Unis	prop.n.
teya si	remplir	vin.
alunta	parce que | ([précédé par la subordonée])	conj.
nìprrte'	agréablement (ou l'adv. 'bienvenue')	adv.
sngä'iyu	débutant	n.
srekrr	avant | auparavant	adv.
ayu	choses	n.
tsafya	comme ça	adv.
muve	second	adj.
pxeyve	troisième	adj.
tsìve	quatrième	adj.
mrrve	cinquième	adj.
puve	sixième	adj.
kive	septième	adj.
volve	huitième	adj.
tsyänel	canal | chaîne	n.
trrtxon	jour & nuit (le cycle complet d'une rotation Pandorienne)	n.
au	[exclamation de consternation]	intj.
pängkxoyu	personne participant à une discussion	n.
lekoren	règlementé | règlementaire	adj.
prrkxentrrkrr	plaisir diurne de fumer, vibration de la langue	n.
tìftia	étude	n.
tìftia kifkeyä	science | étude du monde	n.
pxir	bière	n.
eanean	(plante herbacée) | [Thylakoidia spiralis]	n.
'ele'wll	Plante comparable à un cactus | [Sigmoidia barbata]	n.
tstxa'a	Canalyd | [Canalydium limacineum]	n.
pa'liwll	direhorse pitcher plant | [Pseudocenia equina]	n.
anìheyu	plante spirale bleue | [Orbis caeruleus]	n.
tompawll	[Tubineus azureus]	n.
pxiwll	hermit bud plant | [Cynaroidia discolor]	n.
syeptute	[Pandoratonia myopora]	n.
kllpxiwll	([fruit ressemblant à un artichaut]) | Cynaroidia decumbens	n.
smaoe	[Phalanxia ferox]	n.
'ä'o	Pitcher plant | [Plantapurpurea cordata]	n.
mulpxar	roosterhead plant | [Alectophyllum molle]	n.
flefle	Sol's delight | Plante magnétotrophique | [Calamariphyllum elegans]	n.
kxaylte	plante herbacée | Clawenia purpurea	n.
fkxakewll	plante piquante | [Cynaroidia glauca]	n.
tìhawnuwll	spartan | [Kuchenium polyphyllum]	n.
pxorna'lor	sari | belle plante de semence qui explose | [Pandargonium cyanellum]	n.
pxayzekwä	spiny whips | [Phytotinium poydactylum]	n.
mìnyu	'plante-animal' | 'tourneur' | [Pseudolilium contortum]	n.
väfewll	Centipede | [Scolopendra virens]	n.
sngukx	[Limacina erecta]	n.
rawp	bladder polyp | [Polypiferus brevisimus]	n.
'ampirikx	feuilles de la Pitcher plant | [Pseudocenia simplex]	n.
apxangrr	[Magelum triangulare]	n.
värumut	[Obesus fenestralis]	n.
keyawr	incorrect	adj.
lehrrap	dangereux	adj.
tìtxen	éveil	n.
hìrumwll	puffer plant	n.
fwäkì	mante	n.
fratxon	toutes les nuits	adv.
hìkrr	seconde | temps très court	n.
mawkrr	après | ultérieurement	adv.
ngeyn	fatigué	adj.
ngopyu	créateur	n.
nìk'ong	lentement | tranquillement	adv.
pamtseotu	musicien	n.
sat	ça (lénition de tsat)	pn.
tsal	ça | cela | cette (chose) | ([en tant que sujet d'un vtr.]) | Forme abrégée de: [tsa'ul]	pn.
tsat	ça | cela | cette (chose) | ([en tant que complément direct d'un vtr.]) | [Forme abrégée de]: tsa'ut	pn.
tsawlhì'	taille	n.
lì'fyavi	expression | morceau de langage	n.
nafì'u	tel | pareil	adj.
lì'fyaolo'	utilisateurs de la langue	n.
puktsyìp	livret	n.
utraltsyìp	buisson (forme diminutive de 'arbre')	n.
säspxintsyìp	indisposition	n.
'itetsyìp	petite fille (terme affectueux)	n.
sa'nutsyìp	petite maman (terme affectueux)	n.
kem si	faire	vin.
tswin	tresse | natte | queue	n.
tswintsyìp	petite tresse, natte queue	n.
taronyutsyìp	petit chasseur	n.
oetsyìp	petit moi	pn.
ngatsyìp	petit toi, toi petit	pn.
atanvi	rayon ([de lumière])	n.
txeptsyìp	cher ou petit feu mignon	n.
tìkusar	enseignement	n.
tìyusom	l'acte de manger	n.
tìtusaron	chasse	n.
tìpängkxotsyìp	petite conversation	n.
hayalo	la prochaine fois	adv.
hamalo	la fois précédente	adv.
tstunwi	gentil | aimable	adj.
seykxel	fort ([émotionellement, spirituellement])	adj.
fuke	... ou non	conj.
'a'aw	quelque(s)	adj.
'okrol	histoire (ancienne)	n.
'okvur	histoire (récente)	n.
alu	qui est | en d'autres mots	conj.
fnawe'	peureux | lâche	adj.
fnawe'tu	lâche	n.
ftxìlor	délicieux | de bon goût	adj.
ftxìvä'	mauvais | dégueulasse	adj.
fyeyn	adulte | mature	adj.
fyeyntu	adulte	n.
tìfyeyn	maturité	n.
hawngkrr	en retard	adv.
lehawngkrr	tard	adj.
leye'krr	tôt	adj.
hek	être curieux | étrange	vin.
nìhek	étrangement | curieusement	adv.
ki	mais plutôt | mais au lieu	conj.
nìfyeyntu	comme un adulte	adv.
nì'eveng	comme un enfant	adv.
lìng	planer | flotter dans les airs	vin.
ram	montagne	n.
muntxatu	époux | épouse (sans distinction de genre)	n.
muntxatan	époux	n.
muntxate	épouse	n.
netrìp	heureusement	adv.
newomum	être curieux | vouloir savoir	vin.
lenomum	curieux	adj.
tìnomum	curiosité	n.
ngäzìk	dur | difficile	adj.
tìngäzìk	difficulté | problème	n.
nìsung	de plus | en outre | aditionnellement	adv.
reng	superficiel (au sens physique)	adj.
rolun	Eurêka! | J'ai trouvé!	intj.
sa'sem	parent	n.
smar	proie | élément chassé	n.
starsìm	collecter | assembler	vtr.
sunu	être plaisant | agréable	vin.
syayvi	chance | fortune	n.
nìsyayvi	chanceusement | par chance	adv.
tolel	j'ai pigé	intj.
txukx	profond (au sens physique)	adj.
ve'kì	détester	vtr.
tìve'kì	haine	n.
yaymak	déroutant | embrouillant | ignorant	adj.
ye'krr	en avance	adv.
zìsìkrr	saison	n.
zo	être bien | intacte | être comme ça doit être	vin.
zoslu	guérir | recouvrer ses forces	vin.
zeyko	soigner | guérir | ([causatif de] zo)	vtr.
frawzo	tout va bien | OK	intj.
kemlì'uvi	infixe	n.
irayo si	remercier	vin.
lefkrr	courant | actuel (au sens temporel)	adj.
lì'upam	accent | prononciation	n.
natkenong	par exemple	conj.
eltur tìtxen si	être intéressant | intriguer	vin.
pxelo	trois fois	adv.
pamrelfya	orthographe	n.
law si	éclaicir | clarifier | élucider | ([permet le double datif])	vin.
naer	boisson | chose potable	n.
atxkxerel	carte	n.
nìtengfya	comme | de la même façon que	adv.
tun	rouge | orange	adj.
'om	violet | pourpre | magenta | mauve	adj.
neyn	claire (dans le sens 'une couleur claire')	adj.
ngul	gris | terne	adj.
tumpin	la couleur rouge | la couleur orange	n.
eampin	la couleur bleue | la couleur verte	n.
rimpin	la couleur jaune	n.
'ompin	la couleur violette, pourpre, magenta	n.
layompin	le noir	n.
teyrpin	le blanc	n.
vawmpin	couleur sombre	n.
neympin	couleur claire	n.
ngulpin	le gris	n.
pil	rayure faciale (désigne le motif dessiné par les rayures des visages Na'vi et Avatar)	n.
ta'lengean	bleue-peau (dans le sens 'ce truc est bleu-peau pas bleu-ciel...')	adj.
rìkean	vert feuille	adj.
kllvawm	marron	adj.
'evan	garçon (langage familier)	n.
'eve	fille (langage familier)	n.
'evengan	garçon	n.
'evenge	fille	n.
fkio	tétrapteron | ([animal de Pandora semblable à un flamant rose])	n.
kenten	lézard éventail | fan lizard	n.
nìwä	inversement	adv.
pìwopx	nuage	n.
ramtsyìp	colline	n.
syaksyuk	prolemuris	n.
tor	dernier | ultime | terminal	adj.
txärem	os	n.
uk	ombre	n.
yapay	brume | brouillard | vapeur	n.
tìspe'e	capture	n.
tìftxavang	passion	n.
tìtstunwi	bonté | bienveillance	n.
stxeli	cadeau | présent	n.
ngrrpongu	mouvement populaire	n.
smon	être familier	vin.
lawk	parler de	vtr.
hìtxoa	pardonnez-moi | excusez-moi	intj.
mäkxu	interrompre | briser l'harmonie	vtr.
hultstxem	gêner | retarder	vtr.
mok	proposer | suggérer	vtr.
muwìntxu	présenter | introduire	vtr.
kan'ìn	se concentrer | s'intéresser	vtr.
tìwusem	bagarre, combat	n.
nì'eng	pareillement | également	adv.
Pari	Paris	prop.n.
tì'ong	éclosion | floraison	n.
tìmok	suggestion	n.
tì'em	la cuisine (dans le sens 'l'art de cuisiner')	n.
leyn	répéter	vtr.
päsketpol	basket-ball	n.
nìFranse	en français	adv.
nìToitsye	en allemand	adv.
nìno	en détail | complètement	adv.
hìno	fin | précis | détaillé	adj.
leno	direct (pour une personne)	adj.
tìno	perfection	n.
'ongokx	naître | (être né)	vin.
nokx	mettre au monde	vtr.
nìtrrtrr	régulièrement	adv.
tìn	activité prenante (dans le sens 'une activité qui vous occupe')	n.
txin	premier | primaire | principal	adj.
txintìn	occupation | activité principale (dans le sens 'ton activité principale au sein du Clan')	n.
'emyu	cuisinier	n.
vewng	s'occuper de | prendre soin de	vtr.
kaltxì si	saluer | accueillir	vin.
sopyu	voyageur	n.
fula	que (marqueur de subordination)	sbd.
tskxekeng si	entrainer	vin.
way si	chanter	vin.
swawtsyìp	petit moment, seconde	n.
käteng	passer du temps avec	vin.
'ìn	être occupé	vin.
Sweriye	Suède	prop.n.
nìfkrr	récemment | dernièrement	adv.
sulìn	être occupé (dans le sens positif du truc être occupé par une activité plaisante)	vin.
vrrìn	être occupé (dans le sens négatif du truc)	vin.
tìk'ìn	temps libre	n.
säsulìn	hobby | passe-temps	n.
'o'	apportant du plaisir | amusant | excitant	adj.
Europa	Europe	prop.n.
skxaypxe	Skype	n.
pxorpam	consonne éjective	n.
tì'o'	excitation	n.
nì'o'	agréablement	adv.
fnan	être bon à	vtr.
wätx	être mauvais à	vtr.
tìsom	chaleur	n.
tìwew	froid | froideur	n.
tìlen	évènement	n.
nìnäk	en buvant (dans le sens 'en buvant quelque chose')	adv.
nìhay	ensuite | après	adv.
sayrìp	beau (pour un homme)	adj.
letokx	physique | corporel	adj.
säzärìp	rêne | bride	n.
ìpxa	fougère	n.
tìhawnu si	protéger	vin.
sno	[pronom réfléchi à la 3ième personne] | se | soi-même | lui-même | elle-même | eux-mêmes	pn.
kìte'e si	servir	vin.
var	continuer	vim.
nìftxan	tellement (dans le sens 'à un point tel que')	adv.
Yeysu	Jésus	prop.n.
lelì'fya	langue | langage	adj.
takrra	depuis (au sens temporel)	conj.
akrrta	depuis ([précédé par la subordonnée])	conj.
few	à travers | au travers | au delà	adp.
fewtusok	opposé | l'autre côté/le côté opposé	adj.
sla'tsu	décrire	vtr.
tìsla'tsu	description	n.
'en	conjecture | intuition	n.
'en si	deviner	vin.
le'en	intuitif (pour une chose)	adj.
nì'en	faire une action éclairée | agir sur une intuition	adv.
sä'o	outil | ustensile	n.
pamtseo si	jouer de la musique	vin.
väng	assoiffé	adj.
tìväng	soif	n.
sngum	ennui | souci | tracas	n.
nìsngum	inquiétant	adv.
yayayr	confusion	n.
wäte	argumenter | débattre	vtr.
tìwäte	dispute | querelle | argumentation	n.
säwäte	point de discorde (dans le sens 'un point de discorde')	n.
lewäte	désagréable | [argumenté dans un but qui est autre que la recherche pour la vérité]	adj.
nìwäte	désagréablement	adv.
li	déjà	adv.
lisre+	avant, jusqu'à	adp.
ronsrelngop	imaginer	vtr.
ronsrel	imagination	n.
tìronsrel	imgaination	n.
txanatan	brillant | lumineux | éclatant	adj.
leronsrel	imaginaire	adj.
nìronsrel	imaginairement (dans le sens 'par l'imagination')	adv.
srefey	s'attendre	vtr.
mawl	moitié	n.
pan	tiers | un tiers	n.
wan	cacher | dissimuler	vtr.
nìwan	secrètement | en secret	adv.
tìwan	dissimulation	n.
letwan	douteux | sournois ([pour une personne])	adj.
slele	nager	vin.
nìslele	nageant | à la nage	adv.
tìtaron	chasse (l'activité)	n.
ìì	[hésitation] | euh... | hum...	intj.
tsukyom	comestible	adj.
ketsuktswa'	inoubliable	adj.
tsuktswa'	oubliable	adj.
yafkeyk	temps | météo	n.
fkeytok	exister	vin.
tìfkeytok	existence | condition | situation	n.
tompameyp	bruine	n.
tskxaytsyìp	grêle	n.
tskxepay	glace	n.
herwì	neige	n.
tomperwì	neige fondue | pluie mèlée de neige	n.
txanfwerwì	blizzard	n.
hermeyp	bourrasque de neige	n.
hertxayo	champ de neige	n.
ìlva	flocon | goutte | éclat	n.
txepìva	cendre	n.
herwìva	flocon de neige	n.
payìva	goutte d'eau	n.
tompìva	goutte de pluie	n.
kintrr	semaine	n.
mrrtrr	semaine (dans le sens 'semaine de travail')	n.
muntrr	weekend | fin de semaine	n.
kintrram	la semaine précédente | la semaine passée	n.
kintrray	la semaine suivante | la semaine prochaine	n.
muntrram	le weekend précédent | le weekend passé	n.
muntrray	le weekend suivant | le weekend prochain	n.
vospxì	mois	n.
vospxìam	mois précédent | mois dernier	n.
vospxìay	mois suivant | mois prochain	n.
sweylu	devoir ([au conditionnel présent; suggestion]) | ([suivi de] txo)	vin.
ye	satisfait | content	adj.
hasey si	accomplir | mener à terme	vin.
seysonìltsan	bien joué | yeah | cool	intj.
yehakx	rassasié	adj.
yeväng	désaltéré	adj.
somwew	température	n.
pup	petit | court (pour une longueur physique)	adj.
ngimpup	longueur	n.
pesomwew	quelle température?	inter.
somwewpe	quelle température?	inter.
txawew	glacé | glacial	adj.
wur	frais | froid	adj.
tsyafe	doux | tempéré | modéré	adj.
sang	tiède | chaud	adj.
txasom	brûlant | bouillant	adj.
leyapay	brumeux	adj.
lepwopx	nuageux	adj.
nìhol	peu | pas beaucoup	adv.
nìpxay	beaucoup	adv.
paynga'	humide | moite	adj.
meuianga'	honorable	adj.
txumnga'	empoisonné	adj.
'akra	terre ([fertile])	n.
hufwetsyìp	brise | zéphyr	n.
nìlam	aparemment | en apparence	adv.
nìli	en avance	adv.
nìfrakrr	comme toujours	adv.
am'a	doute	n.
nga'	contenant (le nom)	vtr.
tìftang si	arrêter (quelqu'un)	vin.
may'	évaluer | tester	vtrm.
yora'	gagner (une bataille, une partie)	vtr.
snaytx	perdre (une partie, une bataille)	vtr.
tìyora'	victoire	n.
tìsnaytx	perte	n.
'otxang	instrument de musique (terme générique)	n.
skxir	blessure	n.
leskxir	blessé	adj.
skxir si	blesser | meurtrir	vin.
skxirtsyìp	meurtrissure | contusion	n.
sloan	verser	vtr.
emrey	survivre	vin.
temrey	survivant (la personne)	n.
lemrey	survivant (d'un groupe)	adj.
nemrey	comme si sa vie était en jeu	adv., intj.
wawe	importance | signifiance	n.
txanwawe	important | signifiant	adj.
nìwawe	plein de sens | d'une façon significative	adv.
keyrel	expression faciale ([dans le sens 'les expressions du visage'])	n.
fwampop	tapirus | ([animal semblable à un tapir])	n.
säplltxe	énoncé | exposé | rapport	n.
säplltxevi	commentaire	n.
kawtseng	nulle part	adv.
tsapo	celui-là | celle-là | celui-ci | celle-ci (pour des personnes)	pn.
fwefwi	siffler	vin.
'etnaw	épaule	n.
pllngay	admettre | avouer | reconnaître	vin.
kawngsar	exploiter | profiter	vtr.
lom	perdue | manquant | absent (dans le sens 'une personne manquante')	adj.
koaktan	vieil homme	n.
koakte	vieille femme	n.
koaktu	vieille personne	n.
lomtu	personne manquante	n.
fe'	mauvais	adj.
nìfe'	mal (dans le sens 'faire mal qqch', 'faire d'une mauvaise manière qqch')	adv.
wätu	adversaire | rival | opposant	n.
fekem	accident	n.
hawtsyìp	sieste | somme	n.
uran	bateau | embarcation	n.
ftxozä si	célébrer | fêter	vin.
kekem	aucune action | aucune activité | rien	pn., adv.
pxen	vêtement	n.
tewng	pagne	n.
raspu'	jambière | protection de jambe (utilisé pour le combat)	n.
hawnven	chaussure | soulier	n.
hawntsyokx	gant	n.
hawre'	chapeau	n.
ioi	ornement | parure (au sens cérémoniel)	n.
nìlun	bien sûr | logiquement | selon le bon sens	adv.
'ali'ä	collier	n.
'are	poncho | cape | châle	n.
fkxile	collier pectoral	n.
masat	armure | cuirasse (dans le sens 'un élément de protection corporelle')	n.
nikroi	serre tête | parure de cheveux	n.
pxawpxun	brassard | protection de bras	n.
renten	lunettes | protection oculaire | ([faites à l'aide d'ailes d'insectes, taillés dans le bois, etc.])	n.
tsamopin	pinture de guerre	n.
tsang	piercing	n.
miktsang	boucle d'oreille	n.
ontsang	boucle de nez | ornement nazal | piercing sur le nez	n.
yemstokx	revetir | endosser | porter (pour des vêtements)	vtr.
ioi si	décorer	vin.
'aku	enlever	vtr.
le'aw	seul | unique	adj.
mawkrra	après (au sens temporel)	conj.
akrrmaw	après ([précédé par la subordonnée])	conj.
Toitslan	Allemagne	prop.n.
Toitsye	Allemand (langue)	adj.
lukpen	nu | sans vêtements	adj.
fmawnta	que | [sbd. au discours rapporté des v.s] stawm [ou] peng | [forme abrégée de:] fmawnit a	n.
vin	demander	vtr.
mìftxele	à ce sujet (dans le sens 'à ce sujet tiens... voyons les arcs Humains maintenant...')	adv.
zìma'uyu	nouvel arrivant (dans le sens 'une personne qui vient juste d'arriver')	n.
nìvingkap	au fait | a propos	adv.
txankrr	depuis longtemps	adv.
vingkap	survenir | venir à l'esprit | frapper (dans le sens [ça m'a frappé])	vtr.
tìomum	connaissance	n.
tinan	lecture	n.
ninan	en lisant	adv.
tsmìm	piste (dans le sens 'la piste d'un animal')	n.
inan	lire | acquérir des connaissances par entrée sensorielle	vtr.
'ä'	oups!	intj.
teynga	cette réponse	n.
teyngla	cette réponse (forme agentive)	n.
teyngta	cette réponse (forme patentive)	n.
fayluta	que | [sbd. rapportant le discours du v.] plltxe ou peng | [forme abrégée de]: faylì'ut a	n.
stxenu	offre | proposition	n.
tìtstew	courage | bravoure	n.
tìtstewnga'	courageux | brave	adj.
stxenutìng	offrir | proposer	vtr.
tsyär	rejeter | repousser | réprouver | éconduire	vtr.
tìtsyär	refus | rejet	n.
mll'an	accepter	vtr.
tìmll'an	acceptation	n.
kam	depuis | il y a	adp.
kay	d'ici ([évènement futur])	adp.
'awnìm	éviter	vtr.
steng	similaire	adj.
nìsteng	similairement	adv.
nim	timide	adj.
srätx	importuner | énerver | gêner	vtr.
säsrätx	contrariété	n.
rì'ìr	reflet | réfelxion	n.
rì'ìr si	refléter | réfléchir | imiter	vin.
tsìsyì	murmurer | chuchotter	vin.
nìwok	bruyemment	adv.
sätsìsyì	murmure | chuchottement	n.
nìtsìsyì	murmurant	adv.
nìfwefwi	en sifflant	adv.
lawr	mélodie	n.
tìng lawr	fredonner	vin.
säomum	indice | renseignement	n.
kosman	énorme | génial | terrible | fantastique	adj.
nìksman	merveilleusement	adv.
letsim	unique | original	adj.
lesngä'i	débuté | commencé | entamé	adj.
nìtsim	avec originalité	adv.
nìsngä'i	à l'origine | originellement | en premier lieu	adv.
ngong	léthargique | manquant d'énergie suffisante | paresseux	adj.
walak	actif | énergique	adj.
tìngong	léthargie | paresse	n.
txi	frénésie | hâte | précipitation	n.
letxi	frénétique	adj.
nìtxi	prestement | frénétiquement	adv.
letxiluke	lent	adj.
nìtxiluke	doucement	adv.
kulat	révéler ([au sens littéraire et métaphysique])	vtr.
txantompa	averse (forte pluie)	n.
meyam	embrasser | (s')étreindre  | serrer dans ses bras	vtr.
sämyam	câlin | embrassade	n.
fìtsap	l'un l'autre | les uns les autres	adv.
nuä+	au-delà	adp.
kanfpìl	concentrer | attirer l'attention	vin.
fmokx	jalousie | envie	n.
nìfmokx	jalousement	adv.
kìmar	saisonnier | opportun	adj.
nìkmar	saisonnièrement | opportunément	adv.
nìngong	paresseusement	adv.
säpom	bisou | baiser	n.
kxukx	avaler | gober	vtr.
txewm	effrayant	adj.
hìmpxì	minorité | petite partie	n.
kawnglan	malicieux | malveillant	adj.
nutx	épais	adj.
flì	mince  | fin	adj.
flìnutx	épaisseur	n.
sneyä	le sien | la sienne | le leur	pn.
säsyep	piège	n.
yora'tu	gagnant | vainqueur	n.
snaytu	perdant	n.
way a plltxe	poème (cérémonial)	ph.
way a rol	récital | poème chanté	ph.
wayä aylì'u	mots ou paroles d'un poème ou chant (cérémonial)	ph.
ultxatu	membre | participant (dans le sens un membre | participant a une rencontre)	n.
wo	atteindre	vtr.
yawo	décoller	vin.
tsìk	soudainement | sans prévenir	adv.
kllwo	descendre | se poser (l'action)	vin.
kllpä	atterrir | atteindre le sol	vin.
sätswayon	vol (dans le sens le vol en ikran ou hélico)	n.
rawn	remplacer | substituer	vtr.
tìrawn	remplacement (l'acte du remplacement dans le sens 'il a effectué un remplacement')	n.
särawn	remplacement | substitution | quelque chose remplaçant une autre	n.
kxeltek	lever | soulever	vtr.
fngo'	exiger	vtr.
säfngo'	exigence	n.
ngam	écho	n.
slär	grotte | caverne	n.
ngampam	rime	n.
ngampam si	rimer	vin.
faoi	lisse	adj.
ekxtxu	rugueux | rude | rèche	adj.
yo'	être parfait | être sans défaut	vin.
nìyo'	parfaitement | avec perfection	adv.
nìyol	brièvement (pour une action temporelle)	adv.
tìyo'	perfection	n.
'ipu	drôle | humoristique | amusant	adj.
tì'ipu	humour	n.
tìfmi	essai | tentative	n.
sä'ipu	quelque chose d'humoristique/de drôle	n.
hangvur	blague | plaisanterie	n.
lì'uvan	jeu de mot | calembour	n.
kanom	acquérir | recevoir | (différent du v. 'avoir')	vtr.
säkanom	acquisition	n.
srìn	transférer (dans le sens 'transférer un élément d'une chose a une autre')	vtr.
käsrìn	prêter	vtr.
zasrìn	emprunter	vtr.
säsrìn	emprunt (dans le sens 'une chose empruntée')	n.
pxìmun'i	diviser	vtr.
lätxayn	conquérir	vtr.
sälätxayn	défaite | une circonstance de défaite	n.
yll	communal | communautaire	adj.
nìyll	communallement (attention ce n'est pas l'adv communément)	adv.
hona	mignon | adorable | charmant	adj.
tìhona	charme	n.
fäkä	monter	vin.
fäza'u	monter	vin.
kllza'u	descendre	vin.
sämok	suggestion	n.
mal	loyal | honnête	adj.
nìmal	avec confiance | sans hésitation	adv.
tìmal	loyauté | honnêteté	n.
kllyem	enterrer	vtr.
nìtsyìl	grimpant	adv.
sätsyìl	ascension | montée	n.
rìn	bois	n.
flawkx	cuir	n.
