"Frontside"	"Flipside"	"Category"
wotx	täielikkus, kõiksus	n.
mowan	nauditav, rahuldav (füüsiliselt, seksuaalselt)	adj.
vä'	ebameeldiv, vastik	adj.
tatlam	silmnähtavalt, ilmselt	adv.
keteng	teistsugune, teine	adj.
numtseng	kool	n.
skxakep	tõenäoline; tõenäoliselt	adj., adv.
tìprrte'	nauding, rahuldus	n.
kaw'it	üldse, mitte üldse (vaata ke...kaw'it mitte...üldse)	adv.
nìlkeftang	pidevalt, peatumata	adv.
tì'i'avay	lõpuni	adv.
'awm	laager	n.
tìska'a	hävitus, hävitustöö	n.
tìsop	teekond, rännak	n.
wempongu	sõdurite salk, võitlusrühm	n.
asim	läheduses	adv.
klltseng	asukoht	n.
kxutu	vaenlane	n.
mekre	varud	n.
tìhawl	ettevalmistus, plaan	n.
tìkan	siht, eesmärk	n.
tìpähem	saabumine	n.
numeyu	õpilane	n.
soaia	perekond (erp omastava vorm soaiä	n.
tìmuntxa	paarimine, abielu	n.
yawnetu	armastatu	n.
yawntu	armastatu	n.
kakrel	pime Näide:  Pime inimene	adj.
kanu	tark, arukas (inimene)	adj.
koak	vana, eakas (elusolendite kohta)	adj.
lekye'ung	meeletu, hull	adj.
me'em	harmooniline	adj.
txanew	ahne	adj.
txantur	võimas, võimukas	adj.
tì'awpo	individuaalsus (negatiivse varjundiga), isekus	n.
tì'eylan	sõprus	n.
fkay	vihkav, viha täis	adj.
keltsun	võimatu	adj.
kxuke	turvaline	adj.
lehawng	liigne, ülemäärane	adj.
hawng	liigne, ülemäärane	n.
lekin	vajalik	adj.
stxong	imelik, tundmatu	adj.
syen	viimane, lõplik	adj.
kavuk	reetmine, äraandlikkus	n.
fpìlfya	mõtteviis	n.
syay	saatus	n.
tìfnu	vaikus	n.
tìngop	loomine	n.
tìpe'un	otsus	n.
kxitx	surm	n.
trr'awve	pühapäev	n.
trrmuve	esmaspäev	n.
trrpxeyve	teisipäev	n.
trrtsìve	kolmapäev	n.
trrmrrve	neljapäev	n.
trrpuve	reede	n.
trrkive	laupäev	n.
'ango	mahe, tasane (heli kohta)	adj.
kxayl	kõrge	adj.
rey'eng	Elu Tasakaal	n.
tìme'em	harmoonia (üldiselt)	n.
fnel	liik, sort, laad	n.
fnepe	missugune? (mis liiki?  sorti? jne)	inter.
pefnel	missugune (mis liiki?  sorti? jne)	inter.
zerok	mäletama, meeles midama	vtr.
tswa'	unustama	vtr.
tì'efu	tunne	n.
maweypey	kannatlik olema (e)	svin.
tìmweypey	kannatlikkus	n.
lemweypey	kannatlik	adj.
nìmweypey	kannatlikult	adv.
tsakrrvay	sel ajal, niikaua	adv.
ohakx	näljane	adj.
tìohakx	nälg	n.
tsyosyu	jahust tehtud toit	n.
vey	liha, loomalihast toit	n.
trrpeve	mis päeval? (tuletatud sõnast päev ja liidetest pe küsisõna märkija ja ve järgarvsõna märkija)	inter.
pxiswawam	just hetk tagasi	adv.
pxiset	nüüd kohe	adv.
pxiswaway	kohe hetke pärast	adv.
pxiye'rìn	otsekohe (mitte nii ruttu nagu pxisaway)	adv.
pxisre	just enne	adp.
pximaw	kohe pärast	adp.
sok	hiljutine	adj.
'awlie	kunagi, ükskord (minevikus)	adv.
tìkxey	vigasus, ebakorrektsus	n.
tìkxey si	valesti tegema, ära rikkuma	vin.
tìyawr	õigsus, veatus	n.
tìketeng	erinevus, teistsugusus	n.
fpomtokx	tervis (füüsiline)	n.
lefpomtokx	tervislik (füüsiliselt)	adj.
kelfpomtokx	ebatervislik (füüsiliselt)	adj.
keftxo	õnnetu, 'Kui kurb!'	adj., intj.
nìkeftxo	kahjuks, õnnetuseks	adv.
sraw	valus	adj.
txampxì	enamus, suur osa	n.
vurvi	kokkuvõte	n.
sänumvi	õppetund	n.
letam	piisav	adj.
letsranten	tähtis	adj.
nìswey	kõige paremini	adv.
nìpxi	ühemõtteliselt, suunatud just (kellelgi/millelegi)	adv.
wok	vali, häälekas	adj.
spuwin	vana, eelnev (elutu kohta)	adj.
nì'eyng	tagasi (saabunud)	adv.
nìkanu	targalt	adv.
nìlaw	selgelt, kindlalt	adv.
tìsti	viha	n.
tìtxanew	ahnus	n.
tìftxey	valik	n.
tìkanu	tarkus	n.
tìlam	välimus, esinemine, nähtumine	n.
tìtslam	arusaamine, tarkus	n.
tìtxula	konstrueerimine, ehitis	n.
hewne	pehme (asi)	adj.
tìm	madal	adj.
laro	puhas	adj.
tsewtx	must, räpane	adj.
lefngap	metalne	adj.
txa'	kõva	adj.
fwel	katkine	adj.
etrìp	soodustav, heaendeleine, paljutõotav	adj.
piak	lahtine; selge (ilm)	adj.
tstu	kinnine, suletud; pilves (ilm)	adj.
kxll si	ründama	vin.
tsaw	see (sama nagu tsa'u	dem., pn.
tsalsungay	siiski, sellest hoolimata	adv.
oìsss	vihane lõrisemine 'vaata ette!'	intj.
saa	ähvardav hõige	intj.
sau	pingutuse väljendamiseks ('mmh', 'pff', 'uhh')	intj.
tsahey	hoiatuse või viha väljendus ('jama!', 'põrgusse!')	intj.
wiya	hoiatuse või viha väljendus ('kurat!')	intj.
ìley	sõjahüüd	intj.
vawm	tume, pime	adj.
tìvawm	pimedus	n.
polpxay	kui mitu	inter.
ke'aw	eraldatud, lahku löödud	adj.
nìsti	vihaselt	adv.
teyr	valge (värv)	adj.
layon	must (värv)	adj.
pänu	lubadus	n.
kew	null, sümbol 0	num.
'eyt	sümbol 8 (mitte väärtus)	n.
nayn	sümbol 9 (mitte väärtus)	n.
trr'ong	koit, päiksetõus	n.
trr'ongmaw	päiksetõusujärgne koit	n.
rewon	hommik	n.
srekamtrr	aeg enne lõunat	n.
kxamtrr	keskpäev, lõuna	n.
kxamtrrmaw	aeg kohe pärast lõunat, varajane pärastlõuna	n.
ha'ngir	pärastlõuna	n.
kaym	õhtu (enne videvikku), hiline pärastlõuna	n.
sreton'ong	aeg enne päikseloojangut	n.
txon'ong	videvik, päikeseloojang, koidukuma	n.
txon'ongmaw	aeg pärast videvikku, enne pimedaks minemist	n.
srekamtxon	aeg enne keskööd	n.
kxamtxon	kesköö	n.
kxamtxomaw	aeg pärast keskööd	n.
sresrr'ong	aeg enne koitu	n.
wou	olema äge, kift (släng)	svin.
tsyìräfì	Kaelkirjak	n.
tsawa	see, mis	pn., sbd.
tsata	seda, mis	pn., sbd.
tsaria	see, mis	pn., sbd.
alo	kord (Näiteks kolm korda)	n.
fralo	iga kord, igal juhul	adv.
nìmwey	rahulikult	adv.
ku'up	raske (füüsiline mass)	adj.
syo	kerge (füüsiline mass)	adj.
hay	järgmine	adj.
ham	eelmine	adj.
matsa	kuivik	n.
hametsì	juuretis	n.
tìkangkemvi	projekt, töö osa	n.
nì'i'a	lõpuks	adv.
nìsyen	viimaks, viimaseks	adv.
pìlok	blogi	n.
tsulfätu	meister, ekspert (kunsti, käsitöö, oskuse)	n.
tsulfä	meisterlikkus	n.
tsulfä si	omandama (mingit oskust)	vin.
numtsengvi	klassiruum, kooli jaotus	n.
rofa	kõrval, naabruses	adp.
pum	omand, omatav asi (kaassõna vastavate nimi ja asesõnade juures)	pn.
Yuesey	USA	prop.n.
teya si	täitma ( asi, mida täidetakse datiivselt)	vin.
alunta	sellepärast (põhjusest)	conj.
nìprrte'	hea meelega, võta heaks, loomulikult, tere tulemast (eeldatava sõnaga zola'u)	adv.
sngä'iyu	algaja, alustaja	n.
srekrr	enne, varem	adv.
ayu	asjad	n.
tsafya	niimoodi, sedamoodi	adv.
muve	teine	adj.
pxeyve	kolmas	adj.
tsìve	neljas	adj.
mrrve	viies	adj.
puve	kuues	adj.
kive	seitsmes	adj.
volve	kaheksas	adj.
tsyänel	Telekanal	n.
trrtxon	ööpäev	n.
au	jahmatuse märkija	intj.
pängkxoyu	vestleja, suhtleja	n.
lekoren	seaduslik	adj.
prrkxentrrkrr	suitsetamise nautimine päevasel ajal (Na'vi idioom)	n.
tìftia	õpe	n.
tìftia kifkeyä	teadus, füüsilise maailma õpe	n.
pxir	õlu	n.
eanean	Sinitaim (cheadle)	n.
'ele'wll	Okaskäpp, kaktus (thorny paw)	n.
tstxa'a	Pikuke (canalyd)	n.
pa'liwll	Hobukann (direhorse pitcher plant)	n.
anìheyu	Sinispiraal (fibonacci)	n.
tompawll	Vihmataim (geode)	n.
pxiwll	Terataim (hermit bud plant)	n.
syeptute	Lõkstaim (hyneman)	n.
kllpxiwll	Lõvimari (lionberry)	n.
smaoe	Okkaline sõdur (phalanxia)	n.
'ä'o	Kannuke (pitcher plant)	n.
mulpxar	Kukepea	n.
flefle	Õnnetaim (Sol's delight)	n.
kxaylte	Küüsleht (cillaphant)	n.
fkxakewll	Pungohakas (itch plant)	n.
tìhawnuwll	Kilptaim (spartan)	n.
pxorna'lor	Ilus paukur	n.
pxayzekwä	Okasnüpits (spiny whips)	n.
mìnyu	Keerdliilia (twisted lily)	n.
mìnyu	keeraja, pööraja	n.
väfewll	Haisik (centipede)	n.
sngukx	Songik (grub plant)	n.
rawp	Põiskaun (bladder)	n.
'ampirikx	Lehekukutaja (leaf pitcher plant)	n.
apxangrr	Hiidpuu (delta tree)	n.
värumut	Haisupunn (vein pod)	n.
keyawr	vale, mitte õige	adj.
lehrrap	ohtlik	adj.
tìtxen	ärkvel olek, ärkamine	n.
hìrumwll	Kuulipuu (puffer plant)	n.
fwäkì	Palveritsikas	n.
fratxon	igal õhtul	adv.
hìkrr	sekund, väga lühike aeg	n.
mawkrr	pärast, hiljem	adv.
ngeyn	väsinud	adj.
ngopyu	looja	n.
nìk'ong	aeglaselt	adv.
pamtseotu	muusik	n.
sat	see	pn.
tsal	see (alus)	pn.
tsat	seda (asja)	pn.
tsawlhì'	suurus	n.
lì'fyavi	väljend, keele osa	n.
nafì'u	selline	adj.
lì'fyaolo'	keelegrupp, keele kasutajad	n.
puktsyìp	raamatuke, buklet	n.
utraltsyìp	põõsas	n.
säspxintsyìp	kerge haigus, põdur olek	n.
'itetsyìp	väike tütreke (õrnusest või armastusest öelduna)	n.
sa'nutsyìp	väike emake (kasutatakse väikeste tüdrukute puhul)	n.
kem si	tegema	vin.
tswin	juuksepats, Na'videl olev närvipats (sideme loomiseks)	n.
tswintsyìp	väike patsike	n.
taronyutsyìp	väike kütt	n.
oetsyìp	pisike mina	pn.
ngatsyìp	väike sina, sa väike	pn.
atanvi	valguskiir	n.
txeptsyìp	väike lõkkeke, armas tuleke	n.
tìkusar	õpetamine	n.
tìyusom	söömine	n.
tìtusaron	jahtimine	n.
tìpängkxotsyìp	väike vestlus, pisike jutuajamine	n.
hayalo	järgmine kord	adv.
hamalo	viimane/eelmine kord	adv.
tstunwi	lahke, hell, hooliv	adj.
seykxel	tugev (emotsionaalselt, vaimselt, mitte füüsiliselt), endas kindel	adj.
fuke	või mitte	conj.
'a'aw	mõni, mõned	adj.
'okrol	ajalugu (vanem)	n.
'okvur	ajalugu (hiljutisem)	n.
alu	mis on, teise sõnaga, teisiti	conj.
fnawe'	argpükslik	adj.
fnawe'tu	argpüks	n.
ftxìlor	maitsev	adj.
ftxìvä'	halvasti maitsev	adj.
fyeyn	küps, valmis, täiskasvanud	adj.
fyeyntu	täiskasvanu	n.
tìfyeyn	küpsus, valmidus, täisealisus	n.
hawngkrr	hilja	adv.
lehawngkrr	hiline	adj.
leye'krr	varajane	adj.
hek	olema huvitav, imelik, kummaline, üllatav	vin.
nìhek	kummaliselt, huvitaval kombel	adv.
ki	pigem, ennem, kui et	conj.
nìfyeyntu	nagu täiskasvanu, küpselt	adv.
nì'eveng	nagu laps, lapsikult	adv.
lìng	(õhus) hõljuma	vin.
ram	mägi	n.
muntxatu	abikaasa	n.
muntxatan	mees (abikaasana)	n.
muntxate	naine (abikaasana)	n.
netrìp	õnnelikult	adv.
newomum	huvi tundma, teada tahtma	svin.
lenomum	uudishimulik	adj.
tìnomum	uudishimu	n.
ngäzìk	raske, raskesti teostatav	adj.
tìngäzìk	raskus, probleem	n.
nìsung	pealegi, lisaks, veelgi enam	adv.
reng	madal	adj.
rolun	Heureka!, Käes!, Üles leidsin!	intj.
sa'sem	vanem või vanemad	n.
smar	saak, jahitud asi	n.
starsìm	korjama, koguma	vtr.
sunu	olema meeldiv, rahuldust pakkuv	vin.
syayvi	õnn, edu, (juhuslik) võimalus	n.
nìsyayvi	juhuslikult	adv.
tolel	Heureka!, Ma saan aru!	intj.
txukx	sügav (füüsiliselt)	adj.
ve'kì	vihkama	vtr.
tìve'kì	viha	n.
yaymak	rumal, võhiklik	adj.
ye'krr	vara	adv.
zìsìkrr	aastaaeg	n.
zo	hästi olema., olema nii, nagu peab., töötama nii, nagu ette nähtud.	svin.
zoslu	paranema, korda saama (e)	vin.
zeyko	ravima, parandama	vtr.
frawzo	kõik on korras, kõik on hästi	intj.
kemlì'uvi	siseliide	n.
irayo si	tänama, tänu andma	vin.
lefkrr	praegune	adj.
lì'upam	aksent, hääldus	n.
natkenong	näiteks, näitena	conj.
eltur tìtxen si	huvitav olema	vin.
pxelo	kolm korda	adv.
pamrelfya	õigekiri (õigesti kirjutamise viis)	n.
law si	selgitama, selgeks tegema	vin.
tìsung	P.S, lisaks veel	n.
naer	jook	n.
atxkxerel	kaart, plaan	n.
nìtengfya	samalaadselt	adv.
tun	punane, oranž	adj.
'om	violetne, lilla	adj.
neyn	hele (värv)	adj.
ngul	hall, hallikas	adj.
tumpin	punane, oranž	n.
eampin	sinine, roheline	n.
rimpin	kollane	n.
'ompin	violetne värv, lilla	n.
layompin	must	n.
teyrpin	valge	n.
vawmpin	tume värv	n.
neympin	hele värv	n.
ngulpin	hall	n.
pil	näojoon, näotriip 	n.
ta'lengean	nahasinine	adj.
rìkean	lehtroheline	adj.
kllvawm	pruun	adj.
'evan	poiss, kutt (kõnekeelne)	n.
'eve	tüdruk (kõnekeelne)	n.
'evengan	poiss	n.
'evenge	tüdruk	n.
fkio	Libliklohe (tetrapteron)	n.
kenten	Tiibsisalik (fan lizard)	n.
nìwä	vastupidi, vastupidiselt	adv.
pìwopx	pilv	n.
ramtsyìp	küngas, väike mägi	n.
syaksyuk	Hiidleemur (prolemuris)	n.
tor	viimane, viimne, lõpetav	adj.
txärem	luu, kont	n.
uk	vari	n.
yapay	udu, aur	n.
tìspe'e	vangistamine, tabamine	n.
tìftxavang	kirg	n.
tìtstunwi	lahkus, heldus	n.
stxeli	kingitus, and	n.
ngrrpongu	rohujuurte liikumine	n.
smon	tundma, teadma ( datiivne kääne)	vin.
lawk	vestlema, rääkima (millestki)	vtr.
hìtxoa	vabandage, vabandust	intj.
mäkxu	segama, rikkuma, häirima	vtr.
hultstxem	takistama	vtr.
mok	soovitama	vtr.
muwìntxu	tutvustama, esitlema	vtr.
kan'ìn	keskenduma (millelegi), spetsialiseeruma, eriliselt huvitatud olema	vtr.
tìwusem	võitlemine	n.
nì'eng	võrdselt, samaväärselt	adv.
Pari	Pariis	prop.n.
tì'ong	õitsemine	n.
tìmok	soovitamine	n.
tì'em	kokkamine	n.
leyn	kordama, uuesti tegema	vtr.
päsketpol	korvpall	n.
nìFranse	prantsuse moodi, prantsuse keeles	adv.
nìToitsye	saksa moodi, saksa keeles	adv.
nìno	detailselt, põhjalikult, läbinisti	adv.
hìno	detailne, täpne (asjade kohta)	adj.
leno	täpne, põhjalik (inimeste kohta)	adj.
tìno	täpsus, põhjalikkus, detailsus	n.
'ongokx	sündima	vin.
nokx	sünnitama	vtr.
nìtrrtrr	(iga)päevaselt, regulaarselt	adv.
tìn	hõivatus; hõivav tegevus	n.
txin	peamine, põhiline	adj.
txintìn	amet, peamine roll ühiskonnas	n.
'emyu	kokk, söögi tegija	n.
vewng	hoolitsema, vastutama (millegi/kellegi eest)	vtr.
kaltxì si	tervitama, tere ütlema	vin.
sopyu	rändaja, reisija	n.
fula	see, mis	pn., sbd.
tskxekeng si	harjutama, treenima	vin.
way si	laulma	vin.
swawtsyìp	lühike hetk, sekund	n.
käteng	aega veetma, koos olema	vin.
'ìn	hõivatud olema	svin.
Sweriye	Rootsi	prop.n.
nìfkrr	hiljuti	adv.
sulìn	hõivatud olema (heas mõttes); olema keskendunud millelegi, mis on rahustav ja huvi pakkuv	svin.
vrrìn	hõivatud olema (halvas mõttes); olema väsinud ja küllastunud mingist hõivavast tegevusest	svin.
tìk'ìn	vaba aeg, hõivatuse puudumine	n.
säsulìn	hobi, meelerahu pakkuv tegevus	n.
'o'	lõbu pakkuv, põnev, erutav	adj.
Europa	Euroopa	prop.n.
skxaypxe	Skype	n.
pxorpam	rõhuga kaashäälik	n.
tì'o'	lõbu, erutus	n.
nì'o'	nauditaval, lõbusal viisil	adv.
fnan	hea olema (milleski)	vtr.
wätx	halb olema (milleski)	vtr.
tìsom	kuumus	n.
tìwew	külm	n.
tìlen	üritus, juhtum	n.
nìnäk	juues, vedelal viisil	adv.
nìhay	järgmisena	adv.
sayrìp	kena, nägus (meeste kohta)	adj.
letokx	kehane, füüsiline	adj.
säzärìp	Suurhobu ohjad	n.
ìpxa	Sõnajalg	n.
tìhawnu si	kaitsma	vin.
sno	tema/nende enda oma (enesekohane genitiivne vorm: sneyä)	pn.
kìte'e si	teenima	vin.
var	püsima mingis toimingus, jätkama mingit tegevust	vim.
nìftxan	ühtmoodi, samal hulgal	adv.
Yeysu	Jeesus	prop.n.
lelì'fya	keelealane	adj.
takrra	alates, juba	conj.
akrrta	alates, juba	conj.
few	üle, teisele poole	adp.
fewtusok	teisel pool, vastasolev (kõnekeeles: fewtsok (few.tsok))	adj.
sla'tsu	kirjeldama	vtr.
tìsla'tsu	kirjeldus	n.
'en	aimdus, tunnetus	n.
'en si	pakkuma, aimama, arvama	vin.
le'en	vaistlik	adj.
nì'en	vaistu järgi (tegema)	adv.
sä'o	tööriist, nõu	n.
pamtseo si	muusikat tegema (fa (muusikariista) mängima)	vin.
väng	janune	adj.
tìväng	janu	n.
sngum	mure	n.
nìsngum	murelikult	adv.
yayayr	meeltesegadus	n.
wäte	vaidlema	vtr.
tìwäte	vaidlus	n.
säwäte	väide, argument, vaieldav teema	n.
lewäte	vaieldav	adj.
nìwäte	vaieldavalt	adv.
li	juba	adv.
lisre	(mingiks ajaks) teostama	adp.
ronsrelngop	kujutle, kujuta ette  (tuletatud sõnadest ronsem mõistus, rel pilt, ngop clooma, kõnekeelselt [Ron.sREw.Nop] 	vtr.
ronsrel	kujuteldav asi	n.
tìronsrel	kujutlus	n.
txanatan	hele, ere	adj.
leronsrel	kujuteldav	adj.
nìronsrel	ette kujutades	adv.
srefey	ootama, lootma (millegi tulekule)	vtr., vin.
mawl	pool (millestki)	n.
pan	kolmandik, üks kolmandik	n.
wan	peitma	vtr.
nìwan	salaja, varjavalt	adv.
tìwan	segaseks tegemine, varjamine	n.
letwan	kaval, hiiliv (inimese kohta)	adj.
slele	ujuma	vin.
nìslele	ujudes, ujuvalt	adv.
tìtaron	jahtimine	n.
ìì	ee, õõ, ää, hmm	intj.
tsukyom	söödav	adj.
ketsuktswa'	unustamatu	adj.
tsuktswa'	unustatav	adj.
yafkeyk	ilm	n.
fkeytok	olema, eksisteerima	vin.
tìfkeytok	olek, konditsioon, olukord	n.
tompameyp	seenekas, hoovihm	n.
tskxaytsyìp	rahe	n.
tskxepay	jää	n.
herwì	lumi	n.
tomperwì	lörts	n.
txanfwerwì	lumetorm	n.
hermeyp	lumesadu	n.
hertxayo	lumeväli	n.
ìlva	tilk, helves, piisk	n.
txepìva	tuhk	n.
herwìva	lumehelves	n.
payìva	veetilk	n.
tompìva	vihmapiisk	n.
kintrr	nädal	n.
mrrtrr	arginädal, töönädal	n.
muntrr	nädalavahetus	n.
kintrram	eelmine nädal	n.
kintrray	järgmine nädal	n.
muntrram	eelmine nädalavahetus	n.
muntrray	järgmine nädalavahetus	n.
vospxì	kuu	n.
vospxìam	eelmine kuu	n.
vospxìay	järgmine kuu	n.
sweylu	peaks (pidama tingiv kv.)	v.
ye	rahul, rahuldatud, täidetud	adj.
hasey si	lõpetama, kokku võtma, ära tegema	vin.
seysonìltsan	Hea töö! (tuletatud fraasist hasey soli nìltsan hästi tehtud)	intj.
yehakx	nälja kustutanud, täis	adj.
yeväng	janu kustutanud	adj.
somwew	temperatuur	n.
pup	lühike (füüsiline)	adj.
ngimpup	pikkus	n.
pesomwew	mis temperatuur on?, kui soe on?	inter.
somwewpe	mis temperatuur on?, kui soe on? (tavapärasem)	inter.
txawew	väga külm	adj.
wur	jahe	adj.
tsyafe	keskmine, tavapärane	adj.
sang	soe	adj.
txasom	väga kuum	adj.
leyapay	udune	adj.
lepwopx	pilvine	adj.
nìhol	vähe	adv.
nìpxay	palju, paljuhulgaliselt	adv.
paynga'	niiske, rõske	adj.
meuianga'	auline	adj.
txumnga'	mürgine	adj.
'akra	pinnas	n.
hufwetsyìp	õrn tuul	n.
nìlam	näivalt	adv.
nìli	ennatlikult	adv.
nìfrakrr	nagu alati	adv.
am'a	kahtus	n.
nga'	sisaldama	vtr.
tìftang si	peatama (kedagi või midagi)	vin.
may'	proovima, hindama, üle vaatama, testima	vtrm.
yora'	võitma	vtr.
snaytx	kaotama	vtr.
tìyora'	võit	n.
tìsnaytx	kaotus	n.
'otxang	muusikariist	n.
skxir	haav, vigastus	n.
leskxir	haavatud, vigastatud	adj.
skxir si	haavama, vigastama	vin.
skxirtsyìp	marrastus, sisselõige, väike haav	n.
sloan	valama, kallama	vtr.
emrey	ellu jääma, üle elama	vin.
temrey	ellujäämine	n.
lemrey	ellujäänud (nt. mingist grupist ellujäänud inimesed)	adj.
nemrey	ellujäävalt (midagi tegema)	adv.,intj.
wawe	tähendus, tähtsus	n.
txanwawe	suur tähtsus, isiklikult tähtis	adj.
nìwawe	tähenduslikult	adv.
keyrel	näoilme	n.
fwampop	tapirus (loom)	n.
säplltxe	teadaanne, väide	n.
säplltxevi	kommentaar	n.
kawtseng	mitte kusagil	adv.
tsapo	see (inimeste kohta)	pn.
fwefwi	vilistama	vin.
'etnaw	õlg	n.
pllngay	möönma, tunnistama	vin.
kawngsar	ära kasutama, halvasti kohtlema	vtr.
lom	igatsetud (kaua ära olnud inimese kohta)	adj.
koaktan	vanamees	n.
koakte	vanamemm	n.
koaktu	vana inimene	n.
lomtu	igatsetud inimene	n.
fe'	halb, paha	adj.
nìfe'	halvasti	adv.
wätu	vastane	n.
fekem	õnnetus	n.
hawtsyìp	uinak	n.
uran	paat	n.
ftxozä si	tähistma	vin.
kekem	mitte midagi (tegude puhul)	pn., adv.
pxen	riietus, riideese	n.
tewng	niudevöö	n.
raspu'	jalakaitsmd (kasutatakse sõjas)	n.
hawnven	jalats	n.
hawntsyokx	kinnas	n.
hawre'	müts	n.
ioi	ehe, kaunistus, tseremooniariietus	n.
nìlun	muidugi, loogiliselt	adv.
'ali'ä	krae	n.
'are	keep	n.
fkxile	kaelakee	n.
masat	rinnarüü (sõjas)	n.
nikroi	juuksekaunistus	n.
pxawpxun	käekaitse	n.
renten	prillid	n.
tsamopin	sõjamaskeering	n.
tsang	läbilõige	n.
miktsang	kõrvarõngas	n.
ontsang	ninarõngas	n.
yemstokx	selga panema (riideid)	vtr.
ioi si	kaunistama, ehtima	vin.
'aku	ära võtma, eemaldama	vtr.
le'aw	ainult	adj.
mawkrra	pärast (mingit asja)	conj.
akrrmaw	pärast	conj.
Toitslan	Saksamaa	prop.n.
Toitsye	Saksa keel	adj.
lukpen	ilma riieteta, paljas	adj.
fmawnta	uudist, mida)	n.
vin	nõudma, küsima, paluma	vtr.
mìftxele	teemasse, selle teemaga seotult	adv.
zìma'uyu	uustulnuk, äsja saabunu	n.
nìvingkap	muuseas	adv.
txankrr	pikka aega	adv.
vingkap	pähe turgatama, mõtesse tulema	vtr.
tìomum	teadmised (ainsus)	n.
tinan	lugemine	n.
ninan	lugemise kaudu, lugedes	adv.
tsmìm	jälg (looma)	n.
inan	lugema (nt. metsa), ammutama teavet	vtr.
'ä'	Ups!	intj.
teynga	vastus, mis 	n.
teyngla	vastus, mis (aluse kääne)	n.
teyngta	vastust, mida	n.
fayluta	neid sõnu, mida	n.
stxenu	and	n.
tìtstew	vaprus, julgus	n.
tìtstewnga'	vapper, julge (elutu kohta, nt. vapper tegu)	adj.
stxenutìng	pakkuma	vtr.
tsyär	tagasi lükkama, ära põlgama	vtr.
tìtsyär	tagasilükkamine, kõrvaleheitmine	n.
mll'an	vastu võtma, aktsepteerima	vtr.
tìmll'an	vastu võtmine, aktsepteerimine	n.
kam	(aastat, kuud vms,) tagasi	adp.
kay	tulevikus (aastat, kuud, vms.)	adp.
'awnìm	vältima	vtr.
steng	sarnane, samasugune	adj.
nìsteng	sarnaselt	adv.
nim	häbelik, arg	adj.
srätx	tüütama, vaevama	vtr.
säsrätx	tüütamine, vaevamine	n.
rì'ìr	peegeldus	n.
rì'ìr si	peegeldama, matkima	vin.
tsìsyì	sosistama	vin.
nìwok	häälekalt, kõvasti	adv.
sätsìsyì	sosin	n.
nìtsìsyì	sosinal, sosistades	adv.
nìfwefwi	vilinal, vilistades	adv.
lawr	meloodia	n.
tìng lawr	ümisema, sõnadeta laulma	vin.
säomum	infokild	n.
kosman	vapustav, tore, vahva, lahe	adj.
nìksman	vapustavalt	adv.
letsim	ainulaadne, originaalne	adj.
lesngä'i	esmane, algusest saati olemasolev	adj.
nìtsim	ainulaadselt, originaalselt	adv.
nìsngä'i	algupäraselt	adv.
ngong	tuim, laisk	adj.
walak	energiline, aktiivne	adj.
tìngong	tuimus, laiskus	n.
txi	kiireloomulisus	n.
letxi	kiireloomuline, rutakas (inimeste kohta)	adj.
nìtxi	kiirelt, rutakalt	adv.
letxiluke	rahulik, aeglane (inimeste kohta)	adj.
nìtxiluke	rahulikult, aeglaselt	adv.
kulat	avaldama, paljastama, ilmvalgele tooma (nii otseselt kui ka metafooriliselt)	vtr.
txantompa	tugev vihm	n.
meyam	kallistama, embama, kaistuama	vtr.
sämyam	kallistus, embus	n.
fìtsap	teineteist	adv.
nuä	taga, kaugemal (nt. Awnga kelku si nuä ayram alusìng  me elame hõljuvate mägede taga/mägedest edasi)	adp.
kanfpìl	keskenduma, tähelepanu koondama	vin.
fmokx	kadedus	n.
nìfmokx	kadedalt	adv.
kìmar	hooajaline	adj.
nìkmar	õigel ajal	adv.
nìngong	tuimalt, laisalt	adv.
säpom	suudlus, musi	n.
kxukx	neelama, neelatama	vtr.
txewm	hirmus, õudne	adj.
hìmpxì	vähemus, väiksem osa	n.
kawnglan	kahjulik, ohtlik, viga tegev, kuri	adj.
nutx	paks	adj.
flì	õhuke, peenike (elutu kohta)	adj.
flìnutx	paksus	n.
sneyä	tema enda oma	pn.
säsyep	lõks	n.
yora'tu	võitja	n.
snaytu	kaotaja	n.
way a plltxe	luuletus e. räägitud laul	ph.
way a rol	lauldud laul	ph.
wayä aylì'u	luuletuse või laulu sõnad	ph.
ultxatu	kohtuja, kohtumises osaleja	n.
wo	upitama, ulatuma	vtr.
yawo	startima, õhku tõusma	vin.
tsìk	järsku,  ilma hoiatuseta	adv.
kllwo	maanduma (protsess)	vin.
kllpä	maanduma, maani jõudma	vin.
sätswayon	lend	n.
rawn	asendama, vahetama	vtr.
tìrawn	asendamine, vahetamine	n.
särawn	asi, mis asendati või vahetati	n.
kxeltek	kätte võtma, tõstma	vtr.
fngo'	nõudma, vajama	vtr.
säfngo'	nõudmine	n.
ngam	kaja	n.
slär	koobas	n.
ngampam	riim	n.
ngampam si	riimuma	vin.
faoi	sile, tasane	adj.
ekxtxu	krobeline	adj.
yo'	ideaalne olema, veatu olema	svin.
nìyo'	ideaalselt, veatult	adv.
nìyol	lühidalt (ajaliselt)	adv.
tìyo'	ideaalsus	n.
'ipu	naljakas, lõbustav	adj.
tì'ipu	huumor	n.
tìfmi	katsetus, proov	n.
sä'ipu	nali	n.
