"Frontside"	"Flipside"	"Category"
txopu si	fürchten, befürchten, Angst haben	vin.
fkip	oben zwischen, nach oben zwischen	adp.
io	über, darüber	adp.
kxamlä	durch (durch die Mitte von)	adp.
lok	nahe bei, nahe an	adp.
maw	nach (Zeit)	adp.
mìkam	zwischen (örtl.)	adp.
nemfa	hinein, in, in...hinein	adp.
pxaw	um...herum, rund um	adp.
pxel	wie	adp.
sìn	auf, nach, an, hinauf	adp.
takip	von zwischen, von inmitten	adp.
uo	hinter	adp.
luke	ohne	adp.
tafkip	von oben zwischen	adp.
ro	an, bei (Ortsangabe)	adp.
sre	vor (Zeit)	adp.
wä	gegen (wie bei: kämpfen gegen)	adp.
fäpa	Spitze, Gipfel	n.
alìm	weit weg, in der Ferne	adv.
aylaru	zu den anderen, den anderen	pn.
kxu	Schaden (physisch), Unheil	n.
eltu lefngap	Computer	n.
kì'ong	langsam	adj.
säfpìl	Idee	n.
kefyak	oder nicht?, richtig?	part.
prrwll	Moos	n.
pängkxoyu lekoren	Anwalt, Rechtsanwalt	n.
pamrel	Schrift	n.
pamrel si	schreiben	vin.
furia	dass (NebensatzMarker)	pn., sbd.
fratseng	überall	adv.
fratrr	täglich, jeden Tag	adv.
frato	Superlativ Marker als alles	part.
trray	morgen	adv.
kea	kein, keine/r/s (vor einem Nomen)	adj.
ngian	jedoch, trotzdem, aber	adv.
skepek	formal, förmlich	adj.
hufwa	obwohl	conj.
tup	anstelle, statt, eher als	conj.
'uo	etwas, irgendetwas	pn.
tuteo	jemand, irgendjemand	pn.
tsengo	irgendwo	pn.
holpxaype	Wie viele? (welche Nummer?)	inter.
hìm	klein, wenig (kleine Menge)	adj.
hìmtxampe	Wieviel? (welche Menge?)	inter.
hìmtxan	Menge, Anzahl	n.
pìmtxan	Wieviel? (welche Menge?)	inter.
lì'upe	welches Wort?, welche Äußerung?	inter.
pelì'u	welches Wort?, welche Äußerung?	inter.
ultxarun	begegnen, treffen (zufällig) (ii)	vtr.
ultxa si	treffen (mit jmd., absichtlich) (benutze hu mit)	vin.
rangal	wünschen	vin.
nìrangal	Wunsch (im Gegensatz zur Tatsache, mit perfektivem oder imperfektivem Subjunktiv)	adv.
txepvi	Funke	n.
nitram	fröhlich, glücklich (bei Personen)	adj.
fewi	verfolgen, jagen	vtr.
stä'nì	fangen, auffangen, erwischen	vtr.
sran	ja (umgangssprachlich)	part., intj.
weyn	zeichnen, darstellen (bildlich)	vtr.
fìtrr	heute	adv.
rusey	lebending, lebend, am Leben, lebendiges Ding	adj., n.
vitra	Seele	n.
nìzawnong	wohlbehalten, sicher	adv.
ftawnemkrr	Vergangenheit	n.
txal	Rücken, Rückseite (des Körpers)	n.
tsìng	vier	num.
mrr	fünf	num.
pukap	sechs	num.
kinä	sieben	num.
vol	acht	num.
zam	vierundsechzig	num.
tìoeyktìng	Erklärung	n.
lesar	brauchbar, nützlich	adj.
tse	nun, also, tja (Konversationsbeginn)	part.
skxom	Möglichkeit, Chance, Gelegenheit	n.
fkxen	Gemüse (Essen)	n.
syä'ä	bitter, herb (Geschmack)	adj.
yemfpay si	eintauchen, eintunken	vin.
yemfpay	Eintauchen, Eintunken (in Flüssigkeit)	n.
keng	gar, selbst, sogar	adv.
'awlo	einmal	adv.
melo	zweimal	adv.
heyn	sitzen	vin.
nìpxim	gerade, aufrecht	adv.
pxim	aufrecht, gerade	adj.
tuvon	lehnen, anlehnen	v.
nìfya'o	auf eine Art und Weise	adv.
letrrtrr	gewöhnlich, normal, alltäglich	adj.
nì'eoio	zeremoniell, feierlich	adv.
'eoio	zeremoniell, feierlich	adj.
rìk	Blatt (eines Baumes)	n.
lerìk	belaubt	adj.
pa'o	Seite (Position)	n.
kllpa	Boden, Unterseite, Unterteil	n.
mìfa	Innenseite, innen, innseitig	n., adv.
nefä	nach oben, oben (Richtung)	adv.
zapxì	Vorderseite (Teil oder Abschnitt)	n.
käpxì	Rückseite (Teil oder Abschnitt)	n.
käsatseng	draußen, dort draußen	adv.
ftxey	entweder … oder, ob	conj.
ngaytxoa	Entschulding, Sorry (Annehmen von Schuld und Reue)	intj.
flew	Rachen, Kehle	n.
kxa	Mund	n.
nikre	Haar	n.
pewn	Hals	n.
re'o	Kopf	n.
sre'	Zahn	n.
tsuksìm	Kinn	n.
key	Gesicht	n.
puk	Buch	n.
ngäng	Bauch, Magen	n.
ta'leng	Haut	n.
tsyokx	Hand	n.
reypay	Blut	n.
tsopì	Lunge	n.
venu	Fuß	n.
venzek	Zehe	n.
ramunong	Brunnen	n.
payfya	Strom, Fluss	n.
pxawpa	Grenze, Umfang, Begrenzung, Eingrenzun	n.
txampay	Ozean, Meer	n.
'ora	(der) See	n.
ekxan	Barrikade, Hindernis	n.
tsim	Quelle	n.
tsray	Dorf	n.
txayo	Feld, offenes Gelände, Ebene	n.
ukxo	trocken	adj.
wew	kalt	adj.
fìtxon	heute Nacht	adv., n.
txonam	letzte Nacht	adv.
txonay	morgen Nacht	adv.
sekrr	Gegenwart	n.
vur	Geschichte, Erzählung	n.
tìpängkxo	Unterhaltung, Diskussion	n.
tìsrese'a	Prophezeiung	n.
nawmtu	ehrwürdige Person, großartige Person	n.
txantstew	Held	n.
syuve	Nahrung, Essen (Sammelbegriff, kein Plural möglich)	n.
tsngan	Fleisch	n.
tstal	Messer	n.
tete	stumpf (z.B. Klinge)	adj.
lew	Abdeckung, Deckel, Topfdeckel	n.
'opin	Farbe	n.
leNa'vi	"na'viisch", mit den Na'vi zu tun habend	adj.
nìNa'vi	"na'viisch", wie die Na'vi	adv.
hapxìtu	Mitglied	n.
'Rrta	Erde (Planet)	prop.n.
fwäkìwll	GottesanbeterOrchidee (Pflanze)	n.
hì'ang	Insekt	n.
payoang	Fisch	n.
yayo	Vogel	n.
zize'	Höllenfeuerwespe (Insekt)	n.
kemlì'u	Verb, Tuwort	n.
tstxolì'u	Substantiv	n.
ftär	links (nicht rechts)	adj.
skien	rechts (nicht links)	adj.
'änsyem	komplett, gesamt	adj.
wotx	Gesamtheit, Ganze	n.
mowan	angenehm, ansprechend (körperlich, sexuell)	adj.
vä'	unangenehm für die Sinne, widerlich	adj.
tatlam	anscheinend	adv.
keteng	unterschiedlich	adj.
numtseng	Schule	n.
skxakep	wahrscheinlich, vermutlich	adj., adv.
tìprrte'	Vergnügen, Spaß	n.
kaw'it	überhaupt (nur mit Verneinung) (s. ke...kaw'it überhaupt nicht)	adv.
nìlkeftang	ständig, andauernd, unaufhörlich	adv.
tì'i'avay	bis zum Ende	adv.
'awm	Lager	n.
tìska'a	Zerstörung	n.
tìsop	Reise	n.
wempongu	Squad, Kampfeinheit	n.
asim	nahe, in kurzer Entfernung	adv.
klltseng	Position	n.
kxutu	Feind	n.
mekre	Nachschub, Versorgungsgüter	n.
tìhawl	Vorbereitungen, Plan	n.
tìkan	Ziel, Absicht, Vorhaben	n.
tìpähem	Ankunft	n.
numeyu	Schüler, Student	n.
soaia	Familie (unregelmäßiger Genitiv soaiä)	n.
tìmuntxa	Paarung, Heirat, Verpartnerung	n.
yawnetu	geliebte Person	n.
yawntu	geliebte Person	n.
kakrel	blind	adj.
kanu	klug, intelligent	adj.
koak	alt, gealtert (für Lebewesen)	adj.
lekye'ung	wahnsinnig, verrückt	adj.
me'em	harmonisch	adj.
txanew	geizig, gierig	adj.
txantur	machtvoll, mächtig	adj.
tì'awpo	Individualität (negativ), Egoismus, Selbstsucht	n.
tì'eylan	Freundschaft	n.
fkay	verhasst, verabscheut	adj.
keltsun	unmöglich	adj.
kxuke	sicher, unbeschadet	adj.
lehawng	übermäßig, übertrieben	adj.
hawng	Übermaß, Fülle	n.
lekin	notwendig, nötig	adj.
stxong	seltsam, merkwürdig, ungewohnt, unbekannt	adj.
syen	letzte/r/s, endgültig, abschließend	adj.
kavuk	Verrat	n.
fpìlfya	Gedankengang	n.
syay	Schicksal	n.
tìfnu	Stille, Ruhe	n.
tìngop	Kreation, Schaffung, Schöpfung (abstrakt)	n.
tìpe'un	Entscheidung	n.
kxitx	Tod	n.
trr'awve	Sonntag	n.
trrmuve	Montag	n.
trrpxeyve	Dienstag	n.
trrtsìve	Mittwoch	n.
trrmrrve	Donnerstag	n.
trrpuve	Freitag	n.
trrkive	Samstag, Sonnabend	n.
'ango	leise, weich, sanft (Klang/Geräusch)	adj.
kxayl	hoch	adj.
rey'eng	das Gleichgewicht des Lebens	n.
tìme'em	Harmonie (allgemein)	n.
fnel	Art, Typus	n.
fnepe	was? (welche Art von?)	inter.
pefnel	was? (welche Art von?)	inter.
zerok	erinnern	vtr.
tswa'	vergessen	vtr.
tì'efu	Gefühl	n.
maweypey	geduldig sein, gedulden (ii)	svin.
tìmweypey	Geduld	n.
lemweypey	geduldig	adj.
nìmweypey	geduldig, auf geduldige Weise	adv.
tsakrrvay	bis dann, in der Zwischenzeit	adv.
ohakx	hungrig	adj.
tìohakx	Hunger	n.
tsyosyu	Essen, Nahrung (aus Mehl)	n.
vey	Essen, Nahrung (von tierischem Ursprung), Fleisch	n.
trrpeve	welcher Tag? (abgeleitet von trr Tag und pe Fragepartikel und ve Ordnungszahlmarker)	inter.
pxiswawam	gerade eben	adv.
pxiset	jetzt gerade	adv.
pxiswaway	jetzt gleich	adv.
pxiye'rìn	gleich (nicht so bald wie pxiswaway)	adv.
pxisre	direkt vor (zeitl.)	adp.
pximaw	direkt nach (zeitl.)	adp.
sok	kürzlich, jüngst, in letzer Zeit	adj.
'awlie	einstmals	adv.
tìkxey	Inkorrektheit, Fehlerhaftigkeit	n.
tìkxey si	einen Fehler machen, vermasseln	vin.
tìyawr	Korrektheit, Richtigkeit	n.
tìketeng	Unterschied	n.
fpomtokx	(physische) Gesundheit	n.
lefpomtokx	(physisch) gesund	adj.
kelfpomtokx	(physisch) ungesund	adj.
keftxo	unglücklich, aufgebracht, 'Wie traurig!'	adj., intj.
nìkeftxo	leider, unglücklicherweise	adv.
sraw	schmerzhaft	adj.
txampxì	Mehrheit, Großteil	n.
vurvi	Zusammenfassung	n.
sänumvi	Lektion, Übung, Unterricht	n.
letam	genügend, ausreichend	adj.
letsranten	wichtig	adj.
nìswey	optimalerweise, bestens	adv.
nìpxi	treffend, unmissverständlich	adv.
wok	laut	adj.
spuwin	alt, ehemalig	adj.
nì'eyng	als Antwort, in Erwiderung auf	adv.
nìkanu	intelligent, auf intelligente Weise	adv.
nìlaw	klar, offensichtlich	adv.
tìsti	Ärger, Zorn	n.
tìtxanew	Gier	n.
tìftxey	Wahl	n.
tìkanu	Intelligenz, Klugheit	n.
tìlam	Aussehen, Erscheinungsbild	n.
tìtslam	Verständnis, Erkenntnis; Information (milit.)	n.
tìtxula	Konstuktion, Konstrukt	n.
hewne	weich (von einem Objekt)	adj.
tìm	niedrig	adj.
laro	sauber	adj.
tsewtx	dreckig, schmutzig	adj.
lefngap	metallisch	adj.
txa'	hart	adj.
fwel	kaputt, zerbrochen	adj.
etrìp	vielversprechend, vorteilhaft	adj.
piak	offen, geöffnet; wolkenlos	adj.
tstu	zu, geschlossen; wolkenverhangen, bedeckt	adj.
kxll si	stürmen, angreifen	vin.
tsaw	es, das (als intransitives Subjekt)	dem., pn.
tsalsungay	dennoch, trotzdem, allerdings	adv.
oìsss	verärgertes Knurren, "Pass doch auf!"	intj.
saa	drohender Schrei	intj.
sau	Ausruf der Anstrengung, "Uff!"	intj.
tsahey	Ausruf der Warnung oder Frustration, 'Ach, Mist!'	intj.
wiya	Ausruf der Warnung oder Frustration, 'Verdammt!'	intj.
ìley	Kriegsgeschrei	intj.
vawm	dunkel, finster	adj.
tìvawm	Dunkelheit, Finsternis	n.
polpxay	wie viele? (welche Anzahl?)	inter.
ke'aw	uneins, zerstritten	adj.
nìsti	verärgert, wütend, zornig	adv.
teyr	weiß (Farbe)	adj.
layon	schwarz	adj.
pänu	Versprechen	n.
kew	Null, '0'	num.
'eyt	das Zeichen '8' (nicht der Wert 'acht')	n.
nayn	das Zeichen '9' (nicht der Wert 'neun')	n.
trr'ong	Morgengrauen	n.
trr'ongmaw	nach dem Morgengrauen	n.
rewon	Morgen	n.
srekamtrr	die Zeitspanne vor Mittag	n.
kxamtrr	Mittag, Mitte des Tages	n.
kxamtrrmaw	Zeit nach Mittag	n.
ha'ngir	Nachmittag	n.
kaym	Abend, später Nachmittag (vor Dämmerung)	n.
sreton'ong	Zeit vor der Dämmerung	n.
txon'ong	Dämmerung, Sonnenuntergang	n.
txon'ongmaw	Zeit nach der Dämmerung, Nachteinfall	n.
srekamtxon	Zeit vor Mitternacht	n.
kxamtxon	Mitternacht, Mitte der Nacht	n.
kxamtxomaw	nach Mitternacht	n.
sresrr'ong	vor Morgengrauen	n.
wou	aufregend, faszinierend sein (Umgangssprache) (mit DativSubjekt)	svin.
tsyìräfì	Giraffe (Lehnwort)	n.
tsawa	das (Relativpronomen)	pn., sbd.
tsata	das (Relativpronomen)	pn., sbd.
tsaria	das (Relativpronomen)	pn., sbd.
alo	Mal (eine Reihe von sich wiederholenden Handlungen); Reihe, am Zug sein	n.
fralo	jedes Mal	adv.
nìmwey	ruhig, friedlich	adv.
ku'up	schwer (Gewicht)	adj.
syo	leicht (Gewicht)	adj.
hay	nächste/r/s, folgende/r/s	adj.
ham	letzte/r/s, vorige/r/s	adj.
matsa	Matze (jiddisches Lehnwort); ungesäuertes Brot	n.
hametsì	Gesäuertes, Sauerteig (jiddisches Lehnwort)	n.
tìkangkemvi	Projekt, Teil einer Arbeit	n.
nì'i'a	endlich, zu guter Letzt	adv.
nìsyen	schließlich, als Letztes, zum Schluss	adv.
pìlok	Blog, Weblog, Internettagebuch	n.
tsulfätu	Experte, Meister einer Fähigkeit, Kunst, Handwerk	n.
tsulfä	(herausragendes) Können	n.
tsulfä si	meistern	vin.
numtsengvi	Klassenzimmer, Einteilung einer Schule	n.
rofa	neben, nebenher	adp.
pum	derjenige, dasjenige (Platzhalterpronomen, das sich auf ein vorher erwähntes Nomen oder Pronomen bezieht)	pn.
Yuesey	USA, Vereinigte Staaten von Amerika	prop.n.
teya si	füllen (Dativ für die Sache, die gefüllt wird)	vin.
alunta	weil, aus dem Grund, dass…	conj.
nìprrte'	auf vergnügliche Weise, gerne, mit Vergnügen	adv.
sngä'iyu	Anfänger	n.
srekrr	vor, davor, zuvor, schon	adv.
ayu	Dinge, Sachen	n.
tsafya	so, auf jene Weise	adv.
muve	zweite/r/s (Ordnungszahl)	adj.
pxeyve	dritte/r/s (Ordnungszahl)	adj.
tsìve	vierte/r/s (Ordnungszahl)	adj.
mrrve	fünfte/r/s (Ordnungszahl)	adj.
puve	sechste/r/s (Ordnungszahl)	adj.
kive	siebente/r/s (Ordnungszahl)	adj.
volve	achte/r/s (Ordnungszahl)	adj.
tsyänel	Fernseh/Radiosender	n.
trrtxon	der TagundNachtZyklus auf Pandora	n.
au	Ausruf der Betroffenheit	intj.
pängkxoyu	Gesprächspartner	n.
lekoren	rechtlich, die Regel betreffend	adj.
prrkxentrrkrr	Tageszeitraucherspaß, vibrierende Zunge (Na'viIdiom)	n.
tìftia	Studium	n.
tìftia kifkeyä	Wissenschaft, Studium der physischen Welt	n.
pxir	Bier	n.
eanean	Cheadle (ein Kraut), thylakoidia spiralis	n.
'ele'wll	Dornige Tatze (ein Kaktus)	n.
tstxa'a	Canalyd, Schneckenähnliche, canalydium limacineum	n.
pa'liwll	Pa'liKannenblatt, pseudocenia equina	n.
anìheyu	Fibonacci, Blauer Spiralfarn, orbis caeruleus	n.
tompawll	Geode, Regenpflanze, Blauer Zapfen, tubineus azureus	n.
pxiwll	Einsiedlerknospenpflanze (Artischocke ähnlich), cynaroidia discolor	n.
syeptute	Hyneman (Cobralilien ähnlich), Menschenfalle, pandoratonia myopora	n.
kllpxiwll	Löwenbeere (Artischocken ähnlich), cynaroidia decumbens	n.
smaoe	Phalanxia, starkgedornte Pflanze, phalanxia ferox	n.
'ä'o	Kannenblattpflanze	n.
mulpxar	Hahnenkopf, alectophyllum molle	n.
flefle	Sols Entzücken (Kalamar ähnliche Pflanze), calamariphyllum elegans	n.
kxaylte	Cillaphant, Purpurne Tatze, clawenia purpurea	n.
fkxakewll	Diestelknospe, Juckpflanze, Cynaroidia glauca	n.
tìhawnuwll	Spartaner, Beschützerpflanze Kuchenium Polyphyllum	n.
pxorna'lor	Sari, Schöne explodierende Samen Pflanze, Pandargonium cyanellum	n.
pxayzekwä	Dornige Peitschenpflanze; Phytotinium Poydactylum	n.
mìnyu	Falsche Lilie, Pseudolilium Contortum	n.
mìnyu	Dreher, Drechsler	n.
väfewll	Grüne Tausendfüßerpflanze, Stinkpflanze, Scolopendra virens	n.
sngukx	Raupenpflanze, Limacina erecta	n.
rawp	Blasenpolyp, polypiferus brevisimus	n.
'ampirikx	KannenblattPflanze, pseudocenia simplex	n.
apxangrr	Deltabaum, Magellum triangulare	n.
värumut	Venentopf, Obesus fenestralis	n.
keyawr	inkorrekt, nicht richtig, falsch	adj.
lehrrap	gefährlich	adj.
tìtxen	Phase des Wachseins, Wachheit	n.
hìrumwll	Beutelpflanze	n.
fwäkì	Gottesanbeterin (Insekt)	n.
fratxon	jede Nacht	adv.
hìkrr	Sekunde, sehr kurze Zeit	n.
mawkrr	nach, danach	adv.
ngeyn	müde	adj.
ngopyu	Schaffender, Schöpfer	n.
nìk'ong	langsam	adv.
pamtseotu	Musiker	n.
sat	das	pn.
tsal	das, es (transitives Subjekt)	pn.
tsat	das, es (als Objekt)	pn.
tsawlhì'	Größe	n.
lì'fyavi	Ausdruck, Sprachteil	n.
nafì'u	so, solche/r/s	adj.
lì'fyaolo'	Sprachgruppe, Sprachbenutzer, Sprachbund	n.
puktsyìp	Broschüre, Pamphlet	n.
utraltsyìp	Busch	n.
säspxintsyìp	Wehwehchen, kleine Krankheit	n.
'itetsyìp	kleine Tochter (Ausdruck der Zuneigung)	n.
sa'nutsyìp	kleine Mama (für junge Mädchen)	n.
kem si	tun, machen	vin.
tswin	Queue, geflochtener Zopf (für tsaheylu)	n.
tswintsyìp	Zöpfchen, kleiner Queue	n.
taronyutsyìp	kleiner Jäger	n.
oetsyìp	ich Kleines	pn.
ngatsyìp	du Kleines	pn.
atanvi	Lichtstrahl	n.
txeptsyìp	niedliches, kleines Feuerchen	n.
tìkusar	das Lehren (Vorgang)	n.
tìyusom	das Essen (Vorgang)	n.
tìtusaron	das Jagen	n.
tìpängkxotsyìp	kleines Gespräch	n.
hayalo	nächstes Mal	adv.
hamalo	letztes Mal	adv.
tstunwi	nett, aufmerksam, rücksichtsvoll	adj.
seykxel	stark (emotional, spirituell, nicht physisch)	adj.
fuke	oder nicht	conj.
'a'aw	einige, etliche	adj.
'okrol	(alte) Geschichte	n.
'okvur	(jüngere) Geschichte, Historie	n.
alu	das heißt, soll heißen, mit anderen Worten	conj.
fnawe'	feige	adj.
fnawe'tu	Feigling	n.
ftxìlor	gutschmeckend, lecker, schmackhaft	adj.
ftxìvä'	schlechtschmeckend, widerlich	adj.
fyeyn	reif, erwachsen, mündig	adj.
fyeyntu	Erwachsener, erwachsene Person	n.
tìfyeyn	Reife, Mündigkeit	n.
hawngkrr	spät	adv.
lehawngkrr	spät, verspätet	adj.
leye'krr	früh, zeitig	adj.
hek	kurios sein, unerwartet sein	vin.
nìhek	merkwürdigerweise, seltsamerweise	adv.
ki	sondern	conj.
nìfyeyntu	wie ein Erwachsener, erwachsen	adv.
nì'eveng	wie ein Kind, kindlich	adv.
lìng	in der Luft schweben	vin.
ram	Berg, Gebirge	n.
muntxatu	Ehepartner	n.
muntxatan	Ehemann	n.
muntxate	Ehefrau	n.
netrìp	glücklicherweise, zum Glück	adv.
newomum	neugierig sein, wissen wollen	svin.
lenomum	neugierig	adj.
tìnomum	Neugier, Neugierde	n.
ngäzìk	schwierig, schwer	adj.
tìngäzìk	Schwierigkeit, Problem	n.
nìsung	außerdem, überdies, ferner	adv.
reng	seicht, flach (physisch)	adj.
rolun	Heureka! Ich hab's!	intj.
sa'sem	Eltern (Mutter und Vater); Elternteil	n.
smar	Beute, gejagte Sache	n.
starsìm	einsammeln, sammeln, zusammenklauben	vtr.
sunu	gefallen, gern mögen, Freude bringen	vin.
syayvi	Glück, Zufall	n.
nìsyayvi	per Zufall, zufällig	adv.
tolel	Heureka! Ich hab's verstanden!	intj.
txukx	tief (physisch)	adj.
ve'kì	hassen	vtr.
tìve'kì	Hass	n.
yaymak	dumm, töricht, ungebildet	adj.
ye'krr	früh	adv.
zìsìkrr	Jahreszeit, Saison	n.
zo	gutgehen, intakt sein; sein, wie es die Natur vorgesehen hat	svin.
zoslu	gut werden, geheilt sein (ii)	vin.
zeyko	heilen, reparieren	vtr.
frawzo	alles ist gut, alles ist in Ordnung	intj.
kemlì'uvi	Infix	n.
irayo si	danken; Dank geben	vin.
lefkrr	momentan, derzeit, gegenwärtig	adj.
lì'upam	Aussprache	n.
natkenong	zum Beispiel, beispielsweise	conj.
eltur tìtxen si	interessant sein, faszinierend sein	vin.
pxelo	dreimal	adv.
pamrelfya	Schreibweise	n.
law si	klar machen, verdeutlichen	vin.
tìsung	Hinzufügung; post scriptum (PS)	n.
naer	Getränk, etwas Trinkbares	n.
atxkxerel	Landkarte	n.
nìtengfya	auf die gleiche Art und Weise (ähnliche Handlung)	adv.
tun	rot, orange	adj.
'om	violett, lila, purpur, magenta	adj.
neyn	helle Farben, Weißtöne	adj.
ngul	grau, graubraun, trist	adj.
tumpin	Rot, Orange	n.
eampin	Blau, Grün	n.
rimpin	Gelb	n.
'ompin	Violett, Lila, Purpur, Magenta	n.
layompin	Schwarz	n.
teyrpin	Weiß	n.
vawmpin	dunkle Farbe	n.
neympin	helle Farbe	n.
ngulpin	Grau	n.
pil	Gesichtsstreifen, natürliche Maserung der Na'vi	n.
ta'lengean	hautblau, blaue Hautfarbe der Na'vi	adj.
rìkean	blattgrün	adj.
kllvawm	braun	adj.
'evan	Junge (umgangssprachlich)	n.
'eve	Mädchen (umgangssprachlich)	n.
'evengan	Junge	n.
'evenge	Mädchen	n.
fkio	Tetrapteron, Flamingo ähnlicher Vogel Pandoras	n.
kenten	Fächerechse, Fanisaurus pennatus, geflügelte Fächerechse	n.
nìwä	im Gegensatz, im Gegenteil, andererseits	adv.
pìwopx	Wolke	n.
ramtsyìp	Hügel, kleiner Berg	n.
syaksyuk	Prolemuris, Lemuren ähnliche Affenart Pandoras, Prolemuris noctis	n.
tor	endgültig, ein Ende bringend	adj.
txärem	Knochen	n.
uk	Schatten	n.
yapay	Nebel, Dunst, (Wasser)Dampf	n.
tìspe'e	Gefangennahme, Fang	n.
tìftxavang	Leidenschaft	n.
tìtstunwi	Nettigkeit, Aufmerksamkeit, Rücksicht	n.
stxeli	Geschenk	n.
ngrrpongu	Basisbewegung, Volksbewegung	n.
smon	vertraut sein, jemanden kennen (mit Dativ)	vin.
lawk	über jemanden reden, über etwas reden	vtr.
hìtxoa	Verzeihung, Entschuldigung	intj.
mäkxu	unterbrechen, aus der harmonischen Balance bringen (für Aktivitäten, Umstände)	vtr.
hultstxem	hindern, jmd. unterbrechen, jdm. im Weg sein, ein Hindernis sein	vtr.
mok	vorschlagen	vtr.
muwìntxu	jmd., et. vorstellen, präsentieren	vtr.
kan'ìn	konzentrieren, spezialisieren, interessiert sein	vtr.
tìwusem	das Kämpfen	n.
nì'eng	gleichbereichtigt, auf gleicher Stufe, auf gleicher Ebene	adv.
Pari	Paris (Hauptstadt Frankreichs)	prop.n.
tì'ong	Aufblühen, Ausblühen	n.
tìmok	Vorschlag (abstrakt), das Vorschlagen	n.
tì'em	Kochen, Kochkunst	n.
leyn	wiederholen, noch einmal tun	vtr.
päsketpol	Basketball	n.
nìFranse	französisch, in Französisch	adv.
nìToitsye	deutsch, in Deutsch	adv.
nìno	im Detail, genau, detailiert	adv.
hìno	detailiert, präzise, genau (für Dinge)	adj.
leno	genau, detailorientiert, gründlich (für Menschen)	adj.
tìno	Gründlichkeit, Liebe zum Detail	n.
'ongokx	geboren werden	vin.
nokx	gebären	vtr.
nìtrrtrr	täglich, regelmäßig, in täglicher Weise	adv.
tìn	Tätigkeit, die einen beschäftigt hält	n.
txin	hauptsächlich, Haupt, pimär, wichtigste	adj.
txintìn	Beruf, Hauptbeschäftigung in der Gesellschaft	n.
'emyu	Koch	n.
vewng	kümmern um, sorgen um, verantwortlich sein für	vtr.
kaltxì si	grüßen, Hallo sagen	vin.
sopyu	Reisender	n.
fula	das, diese Sache, dass (RelativsatzEinleiter)	pn., sbd.
tskxekeng si	üben, trainieren	vin.
way si	singen	vin.
swawtsyìp	kleiner Moment, Momentchen, Augenblickchen, Sekunde	n.
käteng	Zeit verbringen	vin.
'ìn	beschäftigt sein	svin.
Sweriye	Schweden	prop.n.
nìfkrr	in letzter Zeit, derzeitig, zurzeit	adv.
sulìn	beschäftigt sein (positiv), in etwas vertieft sein, das man besonders gern macht	svin.
vrrìn	beschäftigt sein (negativ): von einer Aktivität überfordert oder ermüdet sein	svin.
tìk'ìn	Freizeit, Abwesenheit von Geschäftigkeit	n.
säsulìn	Hobby, freudebringende Tätigkeit	n.
'o'	lustig, spaßig, aufregend, Spaß bringend	adj.
Europa	Europa	prop.n.
skxaypxe	Skype	n.
pxorpam	Ejektiv, ejektiver Konsonant	n.
tì'o'	Spaß, Aufregung	n.
nì'o'	auf eine lustige Art und Weise	adv.
fnan	gut sein in etwas	vtr.
wätx	schlecht sein in etwas	vtr.
tìsom	Hitze	n.
tìwew	Kälte	n.
tìlen	Ereignis, Geschehen, Veranstaltung	n.
nìnäk	trinkend, in flüssiger Weise	adv.
nìhay	nächster	adv.
sayrìp	gutaussehend, attraktiv	adj.
letokx	körperlich, physisch	adj.
säzärìp	Zügel	n.
ìpxa	Farn, Farnkraut	n.
tìhawnu si	beschützen	vin.
sno	er, sie, es selbst (reflexive Gentivform sneyä)	pn.
kìte'e si	dienen	vin.
var	in einem Zustand bleiben, eine Handlung fortführen, weitermachen	vim.
nìftxan	so, derart, dermaßen	adv.
Yeysu	Jesus	prop.n.
lelì'fya	Sprach, die Sprache betreffend	adj.
takrra	seit (zeitlich)	conj.
akrrta	seit (zeitlich)	conj.
few	hinüber, über, die andere Seite erreichen wollend	adp.
fewtusok	gegenüberliegend, andere Seite	adj.
sla'tsu	beschreiben	vtr.
tìsla'tsu	Beschreibung	n.
'en	begründete Vermutung, Intuition	n.
'en si	vermuten, eine begründete Vermutung machen	vin.
le'en	spekulativ, auf Vermutung beruhend	adj.
nì'en	eine begründete Vermutung machend, aufgrund von Intuition handeln	adv.
sä'o	Werkzeug, Gerät	n.
pamtseo si	Musik spielen (mit fa für Instrumente)	vin.
väng	durstig	adj.
tìväng	Durst	n.
sngum	Sorge, Besorgnis, Befürchtung	n.
nìsngum	besorgniserrende Weise	adv.
yayayr	Verwirrung, Durcheinander, Verwirrtheit	n.
wäte	bestreiten, anfechten, streiten	vtr.
tìwäte	Streit, Auseinandersetzung	n.
säwäte	Streitpunkt, Streitgrund	n.
lewäte	umstritten	adj.
nìwäte	in unangenehmer Weise	adv.
li	schon, bereits	adv.
lisre	bis (spätestens)	adp.
ronsrelngop	sich etwas vorstellen, ausmalen, imaginieren (komp. aus ronsem Geist, rel Bild, ngop erschaffen, Umgangssprache [Ron.sREw.Nop] )	vtr.
ronsrel	Vorgestelltes, Ausgemaltes, Imaginiertes	n.
tìronsrel	Vorstellungskraft	n.
txanatan	strahlend, lebhaft, anschaulich, lebendig	adj.
leronsrel	imaginär, Phantasie, vorgestellt	adj.
nìronsrel	in der Vorstellung, in der Phantasie	adv.
srefey	erwarten, voraussetzen, annehmen	vtr., vin.
mawl	Hälfte, einhalb	n.
pan	Drittel, eindrittel	n.
wan	verstecken	vtr.
nìwan	heimlich, geheim, in geheimer weise	adv.
