"Frontside"	"Flipside"	"Category"
wou	be amazing, fascinating (slang)	svin.
tsyìräfì	giraffe	n.
tsawa	that	pn., sbd.
tsata	that	pn., sbd.
tsaria	that	pn., sbd.
alo	time, turn, instance, one of a number of repeated or recurring actions	n.
fralo	every time, every instance, each time	adv.
nìmwey	calmly, peacefully	adv.
ku'up	heavy (physical weight)	adj.
syo	light (physical weight), lightweight	adj.
hay	next	adj.
ham	previous	adj.
matsa	matsa, crackers	n.
hametsì	leavened bread	n.
tìkangkemvi	project, piece of work	n.
nì'i'a	finally, at long last	adv.
nìsyen	lastly	adv.
pìlok	blog	n.
tsulfätu	master of an art, craft, or skill, expert	n.
tsulfä	mastery	n.
tsulfä si	master	vin.
numtsengvi	classroom, division of a school	n.
rofa	beside, alongside	adp.
pum	one (placeholder pronoun referring to a previously mentioned noun or pronoun)	pn.
Yuesey	U.S.A.	prop.n.
teya si	fill (with dative of thing filled)	vin.
alunta	because, from the reason	conj.
nìprrte'	pleasurably, gladly, with pleasure	adv.
sngä'iyu	beginner	n.
srekrr	before, already, ahead of time	adv.
ayu	things	n.
tsafya	that way, like that	adv.
muve	second (ordinal)	adj.
pxeyve	third (ordinal)	adj.
tsìve	fourth (ordinal)	adj.
mrrve	fifth (ordinal)	adj.
puve	sixth (ordinal)	adj.
kive	seventh (ordinal)	adj.
volve	eighth (ordinal)	adj.
tsyänel	TV channel	n.
trrtxon	the day and night cycle of Pandora	n.
au	exclamation of consternation	intj.
pängkxoyu	chatter, converser	n.
lekoren	lawlike	adj.
prrkxentrrkrr	day time smoking pleasure, vibrating tongue (Na'vi idiom)	n.
tìftia	study	n.
tìftia kifkeyä	science, the study of the physical world	n.
pxir	beer	n.
eanean	cheadle, herbaceous plant	n.
'ele'wll	thorny paw, cactus	n.
tstxa'a	canalyd	n.
pa'liwll	direhorse pitcher plant	n.
anìheyu	fibonacci, blue spiral plant	n.
tompawll	geode, rain plant	n.
pxiwll	hermit bud plant	n.
syeptute	hyneman, person trapper	n.
kllpxiwll	lionberry	n.
smaoe	phalanxia, heavily thorned plant	n.
'ä'o	pitcher plant	n.
mulpxar	roosterhead plant	n.
flefle	Sol's delight, magnetotrophic plant	n.
kxaylte	cillaphant	n.
fkxakewll	itch plant	n.
tìhawnuwll	spartan, protection plant	n.
pxorna'lor	sari, beautiful exploding seed plant	n.
pxayzekwä	spiny whips	n.
mìnyu	turner, twisted lily	n.
mìnyu	turner	n.
väfewll	Centipede, badsmell plant	n.
sngukx	grub plant	n.
rawp	bladder polyp	n.
'ampirikx	leaf pitcher plant	n.
apxangrr	delta tree	n.
värumut	vein pod	n.
keyawr	incorrect, wrong, not right	adj.
lehrrap	dangerous	adj.
tìtxen	awakeness, the state of waking	n.
hìrumwll	puffer plant	n.
fwäkì	mantis	n.
fratxon	every night	adv.
hìkrr	second, very short time	n.
mawkrr	after, afterwards	adv.
ngeyn	tired	adj.
ngopyu	creator	n.
nìk'ong	slowly	adv.
pamtseotu	musician	n.
sat	that	pn.
tsal	that, it (transitive subject)	pn.
tsat	that, it (as object)	pn.
tsawlhì'	size	n.
lì'fyavi	expression, bit of language	n.
nafì'u	such	adj.
lì'fyaolo'	language group, language users	n.
puktsyìp	pamphlet, booklet	n.
utraltsyìp	bush	n.
säspxintsyìp	minor ailment	n.
'itetsyìp	little daughter (term of endearment)	n.
sa'nutsyìp	little mommy (used for young girls)	n.
kem si	do	vin.
tswin	queue, braid	n.
tswintsyìp	little queue	n.
taronyutsyìp	little hunter	n.
oetsyìp	little me, little I	pn.
ngatsyìp	little you, you little	pn.
atanvi	ray	n.
txeptsyìp	dear or cute little fire	n.
tìkusar	teaching (the act)	n.
tìyusom	eating (the act)	n.
tìtusaron	hunting	n.
tìpängkxotsyìp	little conversation	n.
hayalo	next time	adv.
hamalo	last time	adv.
tstunwi	kind, thoughtful, considerate	adj.
seykxel	strong (emotionally, spiritually, not physical), confident	adj.
fuke	or not	conj.
'a'aw	a few, several	adj.
'okrol	history (ancient)	n.
'okvur	history (nonancient)	n.
alu	that is, in other words	conj.
fnawe'	cowardly	adj.
fnawe'tu	coward	n.
ftxìlor	delicious, good tasting	adj.
ftxìvä'	bad tasting	adj.
fyeyn	ripe, mature, adult	adj.
fyeyntu	adult person	n.
tìfyeyn	ripeness, maturity, full fruition	n.
hawngkrr	late	adv.
lehawngkrr	late	adj.
leye'krr	early	adj.
hek	be curious, odd, strange, unexpected	vin.
nìhek	strangely, oddly	adv.
ki	but rather, but instead	conj.
nìfyeyntu	like an adult, maturely	adv.
nì'eveng	like a child, immaturely	adv.
lìng	float in the air, hover	vin.
ram	mountain	n.
muntxatu	spouse	n.
muntxatan	husband, male spouse	n.
muntxate	wife, female spouse	n.
netrìp	luckily, happily	adv.
newomum	be curious, want to know	svin.
lenomum	curious	adj.
tìnomum	curiosity	n.
ngäzìk	difficult, hard	adj.
tìngäzìk	difficulty, problem	n.
nìsung	besides, additionally, furthermore	adv.
reng	shallow (physically)	adj.
rolun	Eureka! I've found it!	intj.
sa'sem	parent or set of parents	n.
smar	prey, hunted thing	n.
starsìm	gather, collect	vtr.
sunu	be pleasing or likeable, bring enjoyment	vin.
syayvi	luck, chance	n.
nìsyayvi	by chance or coincidence	adv.
tolel	Eureka! I found it! I understand!	intj.
txukx	deep (physically)	adj.
ve'kì	hate	vtr.
tìve'kì	hatred	n.
yaymak	foolish, ignorant	adj.
ye'krr	early	adv.
zìsìkrr	season	n.
zo	be well, be intact, be as it should be, work correctly or as nature intended	svin.
zoslu	heal, become well, get fixed (ii)	vin.
zeyko	heal, fix	vtr.
frawzo	all is well, everything is fine or OK	intj.
kemlì'uvi	infix	n.
irayo si	thank, give thanks	vin.
lefkrr	current	adj.
lì'upam	accent, pronunciation	n.
natkenong	for example, as an example	conj.
eltur tìtxen si	be interesting, intriguing	vin.
pxelo	thrice, three times	adv.
pamrelfya	spelling	n.
law si	make clear	vin.
tìsung	addition, post script (P.S.)	n.
naer	drink, something able to be drunk	n.
atxkxerel	map	n.
nìtengfya	as, same way as (similar action)	adv.
tun	red, orange	adj.
'om	violet, purple, magenta	adj.
neyn	light colors, shades of white	adj.
ngul	grey, drab	adj.
tumpin	red, orange	n.
eampin	blue, green	n.
rimpin	yellow	n.
'ompin	violet, purple, magenta	n.
layompin	black	n.
teyrpin	white	n.
vawmpin	dark color	n.
neympin	light color	n.
ngulpin	grey	n.
pil	facial stripe	n.
ta'lengean	skin blue	adj.
rìkean	leaf green	adj.
kllvawm	brown	adj.
'evan	boy (colloquial)	n.
'eve	girl (colloquial)	n.
'evengan	boy	n.
'evenge	girl	n.
fkio	tetrapteron	n.
kenten	fan lizard	n.
nìwä	on the contrary, conversely	adv.
pìwopx	cloud	n.
ramtsyìp	hill	n.
syaksyuk	prolemuris	n.
tor	last, ultimate, terminal	adj.
txärem	bone	n.
uk	shadow	n.
yapay	mist, fog, steam	n.
tìspe'e	capture	n.
tìftxavang	passion	n.
tìtstunwi	kindness	n.
stxeli	gift	n.
ngrrpongu	grassroots movement	n.
smon	be familiar, be known (with dative)	vin.
lawk	discourse on, talk about, say something concerning	vtr.
hìtxoa	excuse me	intj.
mäkxu	interrupt, throw out of harmonious balance	vtr.
hultstxem	hinder	vtr.
mok	suggest	vtr.
muwìntxu	introduce, present	vtr.
kan'ìn	focus on, specialize in, be particularly interested in	vtr.
tìwusem	fighting	n.
nì'eng	equally, on the same level	adv.
Pari	Paris	prop.n.
tì'ong	blooming, unfolding	n.
tìmok	abstract idea of a suggestion	n.
tì'em	the art of cooking	n.
leyn	repeat, do again	vtr.
päsketpol	basketball	n.
nìFranse	French	adv.
nìToitsye	German	adv.
nìno	in detail, expansively, thoroughly	adv.
hìno	fine, detailed, precise, intricate (of things)	adj.
leno	thorough, detailorientated (of a person)	adj.
tìno	thoroughness, attention to detail	n.
'ongokx	be born	vin.
nokx	give birth to	vtr.
nìtrrtrr	on a daily basis, regularly	adv.
tìn	activity that keeps one busy	n.
txin	main, primary	adj.
txintìn	occupation, primary role in society	n.
'emyu	cook, cooker	n.
vewng	look after, take care of, be responsible for	vtr.
kaltxì si	say hello, greet	vin.
sopyu	traveller	n.
fula	that	pn., sbd.
tskxekeng si	exercise, train	vin.
way si	sing	vin.
swawtsyìp	little moment, second	n.
käteng	spend time with, hang out with	vin.
'ìn	be busy, be occupied	svin.
Sweriye	Sweden	prop.n.
nìfkrr	lately, currently	adv.
sulìn	be busy (positive sense), be engrossed in something one finds especially pleasant and energizing	svin.
vrrìn	be busy (negative sense): be tired out and overwhelmed by an activity that's keeping one busy	svin.
tìk'ìn	free time, the absence of business	n.
säsulìn	hobby, pleasureyielding activity	n.
'o'	bringing fun, exciting	adj.
Europa	Europe	prop.n.
skxaypxe	Skype	n.
pxorpam	ejective consonant	n.
tì'o'	fun, excitement	n.
nì'o'	in a manner which is enjoyable, enjoyably	adv.
fnan	be good at	vtr.
wätx	be bad at	vtr.
tìsom	heat	n.
tìwew	coldness, cold	n.
tìlen	event, happening	n.
nìnäk	by drinking, in a liquid way	adv.
nìhay	next	adv.
sayrìp	handsome, good looking	adj.
letokx	bodily, physical	adj.
säzärìp	face lead, rein	n.
ìpxa	fern	n.
tìhawnu si	protect	vin.
sno	his self, her self, its self (reflexive, genitive form sneyä)	pn.
kìte'e si	serve	vin.
var	to persist in a state, to continue to perform an action	vim.
nìftxan	so, to such an extent	adv.
Yeysu	Jesus	prop.n.
lelì'fya	concerning language, regarding language	adj.
takrra	since (temporal)	conj.
akrrta	since (temporal)	conj.
few	across, aiming for the opposite side of	adp.
fewtusok	opposite, on the opposite side	adj.
sla'tsu	describe	vtr.
tìsla'tsu	description	n.
'en	guess, informed guess, hunch, intuition	n.
'en si	make an informed guess	vin.
le'en	speculative, intuitive	adj.
nì'en	making an informed guess, acting on intuition	adv.
sä'o	tool, utensil	n.
pamtseo si	play music (with fa for instrument played)	vin.
väng	thirsty	adj.
tìväng	thirst	n.
sngum	worry	n.
nìsngum	worryingly, fretfully	adv.
yayayr	confusion	n.
wäte	argue, dispute	vtr.
tìwäte	dispute, argument	n.
säwäte	point of contention, source of argument, thing disputed	n.
lewäte	disagreeable, argumentative (of an agent)	adj.
nìwäte	disagreeably, begrudgingly	adv.
li	already	adv.
lisre	by, before, up to but not after	adp.
ronsrelngop	imagine, envision (c.w. of ronsem mind, rel picture, ngop create, casual pronunciation [Ron.sREw.Nop] )	vtr.
ronsrel	something imagined	n.
tìronsrel	imagination	n.
txanatan	bright, vivid	adj.
leronsrel	imaginary	adj.
nìronsrel	in imagination, by imagination	adv.
srefey	expect	vtr., vin.
mawl	half	n.
pan	third, one third	n.
wan	hide	vtr.
nìwan	secretly, in hiding, by hiding	adv.
tìwan	obfuscation, cover up	n.
letwan	dodgy, sneaky (of a person)	adj.
slele	swim	vin.
nìslele	by swimming	adv.
tìtaron	hunting	n.
ìì	um, er	intj.
tsukyom	edible	adj.
ketsuktswa'	unforgettable	adj.
tsuktswa'	forgettable	adj.
yafkeyk	weather	n.
fkeytok	exist	vin.
tìfkeytok	state, condition, situation	n.
tompameyp	drizzle	n.
tskxaytsyìp	hail	n.
tskxepay	ice	n.
herwì	snow	n.
tomperwì	sleet	n.
txanfwerwì	blizzard	n.
hermeyp	snow flurry	n.
hertxayo	snow field	n.
ìlva	flake, drop, chip	n.
txepìva	ash, cinder	n.
herwìva	snowflake	n.
payìva	drop of water	n.
tompìva	raindrop	n.
kintrr	week	n.
mrrtrr	five day work week	n.
muntrr	weekend	n.
kintrram	last week	n.
kintrray	next week	n.
muntrram	last weekend	n.
muntrray	next weekend	n.
vospxì	month	n.
vospxìam	last month	n.
vospxìay	next month	n.
sweylu	should	v.
ye	satisfied, content, satiated, full	adj.
hasey si	accomplish, bring to a conclusion	vin.
seysonìltsan	well done! (derived from hasey soli nìltsan accomplished well)	intj.
yehakx	satisfied from hunger, full	adj.
yeväng	satisfied from thirst by drink, feeling quenched, slaked	adj.
somwew	temperature	n.
pup	short (physical length)	adj.
ngimpup	length	n.
pesomwew	what temperature?	inter.
somwewpe	what temperature? (more common)	inter.
txawew	very cold	adj.
wur	cool, chilly	adj.
tsyafe	mild, moderate, comfortable	adj.
sang	warm	adj.
txasom	very hot	adj.
leyapay	foggy, misty	adj.
lepwopx	cloudy	adj.
nìhol	few, not many	adv.
nìpxay	many, manily	adv.
paynga'	moist, humid, damp	adj.
meuianga'	honorable, honorably	adj.
txumnga'	poisonous	adj.
'akra	soil (fertile)	n.
hufwetsyìp	breeze, light wind	n.
nìlam	apparently	adv.
nìli	in advance	adv.
nìfrakrr	as always	adv.
am'a	doubt	n.
nga'	contain	vtr.
tìftang si	stop (someone or something) 	vin.
may'	try, sample, evaluate, check out, testdrive	vtrm.
yora'	win	vtr.
snaytx	lose	vtr.
tìyora'	victory, a win	n.
tìsnaytx	loss	n.
'otxang	musical instrument (generic term)	n.
skxir	wound	n.
leskxir	wounded	adj.
skxir si	wound	vin.
skxirtsyìp	cut, bruise, minor wound	n.
sloan	pour	vtr.
emrey	survive	vin.
temrey	survival	n.
lemrey	surviving (e.g. of entities from a group some of whom have died)	adj.
nemrey	in a fashion as if one's life were at stake	adv.,intj.
wawe	meaning, importance, significance	n.
txanwawe	personally meaningful, significant	adj.
nìwawe	meaningfully, significantly	adv.
keyrel	facial expression	n.
fwampop	tapirus	n.
säplltxe	statement	n.
säplltxevi	comment	n.
kawtseng	nowhere	adv.
tsapo	that one (for people only)	pn.
fwefwi	whistle	vin.
'etnaw	shoulder	n.
pllngay	admit	vin.
kawngsar	exploit	vtr.
lom	missing, missed (as an absent person who is longed for)	adj.
koaktan	old man	n.
koakte	old woman	n.
koaktu	old person	n.
lomtu	missed person	n.
fe'	bad	adj.
nìfe'	badly	adv.
wätu	opponent	n.
fekem	accident	n.
hawtsyìp	nap	n.
uran	boat	n.
ftxozä si	celebrate	vin.
kekem	no action or activity	pn., adv.
pxen	functional clothing (item of)	n.
tewng	loincloth	n.
raspu'	leggings (used in war)	n.
hawnven	shoe	n.
hawntsyokx	glove	n.
hawre'	hat	n.
ioi	adornment, or ceremonial apparel (item of)	n.
nìlun	of course, logically, following common sense	adv.
'ali'ä	collar / choker	n.
'are	poncho, cape, shawl	n.
fkxile	bib necklace	n.
masat	breastplate (armor)	n.
nikroi	hair adornment	n.
pxawpxun	armband	n.
renten	goggles, (made from insect wings, carved from wood, etc)	n.
tsamopin	warpaint	n.
tsang	a piercing	n.
miktsang	earring	n.
ontsang	nose ring	n.
yemstokx	put on (clothing), don	vtr.
ioi si	adorn	vin.
'aku	remove, take away, take off	vtr.
le'aw	only	adj.
mawkrra	after (temporal)	conj.
akrrmaw	after (temporal)	conj.
Toitslan	Germany	prop.n.
Toitsye	German (language)	adj.
lukpen	without clothing, naked	adj.
fmawnta	that news	n.
vin	request, ask for	vtr.
mìftxele	in this regard, related to this matter	adv.
zìma'uyu	newcomer, someone who has just arrived on the scene	n.
nìvingkap	by the way, incidentally	adv.
txankrr	for a long time	adv.
vingkap	occur to one, pop into one's mind	vtr.
tìomum	knowledge	n.
tinan	reading	n.
ninan	by reading	adv.
tsmìm	track, trace (of animal or person)	n.
inan	read (e.g. the forest), gain knowledge from sensory input	vtr.
'ä'	oops!	intj.
teynga	that answer	n.
teyngla	that answer (agentive)	n.
teyngta	that answer (patientive)	n.
fayluta	these words	n.
stxenu	offer	n.
tìtstew	courage, bravery	n.
tìtstewnga'	courageous, brave	adj.
stxenutìng	offer	vtr.
tsyär	reject	vtr.
tìtsyär	rejection	n.
mll'an	accept	vtr.
tìmll'an	acceptance	n.
kam	ago	adp.
kay	from now (in the future)	adp.
'awnìm	avoid	vtr.
steng	similar	adj.
nìsteng	similarly	adv.
nim	timid, shy	adj.
srätx	annoy, bother	vtr.
säsrätx	annoyance	n.
rì'ìr	reflection	n.
rì'ìr si	reflect, imitate	vin.
tsìsyì	whisper	vin.
nìwok	loudly	adv.
sätsìsyì	whisper	n.
nìtsìsyì	by whispering, in a whisper	adv.
nìfwefwi	by whistling, in a whistling manner	adv.
lawr	melody	n.
tìng lawr	sing wordlessly, give out a tune or melody	vin.
säomum	(piece of) information	n.
kosman	wonderful, terrific, fantastic	adj.
nìksman	wonderfully	adv.
letsim	original, unique, not derived from another source	adj.
lesngä'i	original, existing at or from the start, first in a series	adj.
nìtsim	originally, in an original way, with originality	adv.
nìsngä'i	originally, at first	adv.
ngong	lethargic, lacking sufficient energy, lazy	adj.
walak	energetic, active	adj.
tìngong	lethargy, laziness	n.
txi	hurry, hurriedness, frenzy	n.
letxi	hurried, frenzied	adj.
nìtxi	hurriedly, in a frenzied way	adv.
letxiluke	unhurried	adj.
nìtxiluke	unhurriedly, leisurely	adv.
kulat	reveal, bring forth, uncover (literally and metaphorically)	vtr.
txantompa	rainstorm, hearain	n.
meyam	hug, embrace, hold in one's arms	vtr.
sämyam	hug, embrace	n.
fìtsap	each other	adv.
nuä	beyond	adp.
kanfpìl	concentrate, focus one's attention	vin.
fmokx	jealousy, envy	n.
nìfmokx	jealously, enviously	adv.
kìmar	in season (of foods, vegetable or animal)	adj.
nìkmar	in the right season, opportunely	adv.
nìngong	lethargically, lazily	adv.
säpom	kiss	n.
kxukx	swallow	vtr.
txewm	scary, frightening	adj.
hìmpxì	minority, least, small part	n.
kawnglan	malicious, bad hearted	adj.
nutx	thick	adj.
flì	thin	adj.
flìnutx	thickness	n.
sneyä	his own, her own, its own	pn.
säsyep	trap	n.
yora'tu	winner	n.
snaytu	loser	n.
way a plltxe	spoken poem (as a melodic recital)	ph.
way a rol	sung poem	ph.
wayä aylì'u	words of a poem or lyrics of a song	ph.
ultxatu	meeting participant	n.
wo	reach for	vtr.
yawo	take off, launch	vin.
tsìk	suddenly, without warning	adv.
kllwo	alight, land (process of)	vin.
kllpä	land, reach the ground	vin.
sätswayon	flight (an instance of flying)	n.
rawn	replace, substitute	vtr.
tìrawn	replacement, the act of replacing	n.
särawn	replacement, substitute, something that replaces something else	n.
kxeltek	pick up, lift	vtr.
fngo'	require, demand	vtr.
säfngo'	requirement, demand	n.
ngam	echo	n.
slär	cave	n.
ngampam	rhyme	n.
ngampam si	rhyme	vin.
faoi	smooth	adj.
ekxtxu	rough	adj.
yo'	be perfect, flawless	svin.
nìyo'	perfectly, flawlessly	adv.
nìyol	briefly, shortly (of time)	adv.
tìyo'	perfection	n.
'ipu	humorous, funny, amusing	adj.
tì'ipu	humor	n.
tìfmi	attempt	n.
sä'ipu	something humorous	n.
hangvur	joke, funny story	n.
lì'uvan	pun, wordplay	n.
kanom	acquire, get	vtr.
säkanom	something acquired, an acquisition, a possession	n.
srìn	transfer from one to another (rarely used without prefix)	vtr.
käsrìn	lend	vtr.
zasrìn	borrow	vtr.
säsrìn	lent or borrowed thing	n.
pxìmun'i	divide, cut into parts	vtr.
lätxayn	defeat in battle, conquer	vtr.
sälätxayn	defeat, an instance of defeat	n.
yll	communal	adj.
nìyll	communally, in a communal manner	adv.
hona	endearing, adorable, cute	adj.
tìhona	cuteness, adorableness	n.
fäkä	go up, ascend	vin.
fäza'u	come up, ascend	vin.
kllza'u	come down, descend	vin.
sämok	a suggestion	n.
mal	trustworthy, trustinspiring	adj.
nìmal	trustingly, without hesitation	adv.
tìmal	trustworthiness	n.
kllyem	bury	vtr.
nìtsyìl	by climbing	adv.
sätsyìl	climbing event, a climb	n.
rìn	wood	n.
flawkx	leather	n.
'ana	hanging vine	n.
tsngawpay	tears	n.
tsngawpayvi	teardrop	n.
nìhona	endearingly, sweetly	adv.
lepay	watery	adj.
'ul	increase	vin.
nän	decrease	vin.
nìnän	less	adv.
nì'ul'ul	increasingly, more and more	adv.
nìnänän	decreasingly, less and less	adv.
mek	empty, or metaphorically: having no value	adj.
leioae	respect	n.
leioae si	to respect	vin.
säwìntxu	a showing, an exhibition	n.
tì'i'a	ending, conclusion	n.
srer	appear, materialize, come into view	vin.
'ìp	disappear, vanish, recede from view	vin.
tsong	valley	n.
tsongtsyìp	dimple	n.
ro'a	be impressive, inspire awe or respect	vin.
säro'a	feat, accomplishment, great deed	n.
säro'a si	do great deeds	vin.
txanro'a	be famous	vin.
velek	give up, surrender, concede defeat	vin.
spono	island	n.
txew	edge, brink, limit, border, end	n.
txewnga'	having a limit, not without bounds, finite	adj.
litx	sharp (as a blade)	adj.
fwem	dull, blunt (as a point)	adj.
syura	energy (physical or spiritual)	n.
syuratan	bioluminescence	n.
txonkrr	at night	adv.
yuey	beautiful (inner beauty)	adj.
kxem	be vertical	vin.
txay	be horizontal, lie flat	vin.
nìkxem	vertically	adv.
nìtxay	horizontally	adv.
klltxay	lie on the ground	vin.
klltxeykay	lay (something) on the ground	vtr.
yo	surface	n.
kxemyo	wall, vertical surface	n.
fyep	hold in the hand, grasp, grip	vtr.
nìk'ärìp	steadily	adv.
nìklonu	firmly, steadfastly, faithfully	adv.
nìktungzup	carefully, firmly	adv.
nìsyep	tightly, in an iron grip	adv.
nìmeyp	weakly, loosely	adv.
säfyep	handle	n.
slan	support (emotional, social or personal support)	vtr.
tìslan	support (emotional, social or personal support) 	n.
tìeyktan	leadership	n.
'llngo	hip	n.
zare'	forehead, brow	n.
flawm	cheek	n.
prrku	womb	n.
ngep	navel	n.
tawsyuratan	aurora	n.
syeha	breath	n.
syeha si	breathe	vin.
sko	something as, in the capacity of, or in the role of, something else	adp.
sna'o	set, group, pile, clump, stand	n.
snatxärem	skeleton	n.
snafpìlfya	philosophy	n.
snatanhì	constellation	n.
sästarsìm	collection (put together intentionally by a person)	n.
tsu'o	ability	n.
krra	when, at the time that	conj.
snatanhìtsyìp	star cluster	n.
pìwopxtsyìp	nebula	n.
tìterkup	death (in abstract sense)	n.
maweypeyyu	One who is patient	n.
ftxulì'u	orate, give speech	vin.
ftxulì'uyu	orator, (public) speaker	n.
säftxulì'u	speech, oration	n.
tìftxulì'u	speechmaking, public speaking	n.
slantire	inspiration	n.
slantire si	inspire	vin.
kum	result	n.
kuma	that (as a result)	conj.
akum	that (as a result)	conj.
fyel	seal, make impervious	vtr.
zey	special, distinct	adj.
vll	indicate, point at	vin., vtr.
eykyu	leader (typically temporary, of a small group like a hunting party)	n.
am'ake	sure, confident	adj.
nam'ake	confidently	adv.
kezemplltxe	of course, needless to say	adv.
tare	connect, relate to, have a relationship with	vtr.
nìsoaia	(together) as members of a family	adv.
nìolo'	(together) as members of a clan	adv.
sätare	connection, relationship	n.
sloa	wide	adj.
snep	narrow	adj.
slosnep	width	n.
peslosnep	what width, how wide?	inter.
slosneppe	what width, how wide?	inter.
hoet	vast, broad, expansive	adj.
nìhoet	widely, pervasively	adv.
so'ha	be enthusiastic about, show enthusiasm for, be excited about	vtr.
tìso'ha	enthusiasm, having a good attitude	n.
nìso'ha	enthusiastically	adv.
leso'ha	enthusiastic, keen	adj.
tsawlultxa	large gathering, conference	n.
zìsìtay	next year	n.
tìtsunslu	possibility	n.
numultxa	class (for instruction)	n.
numultxatu	classmate, member of a class	n.
snanumultxa	course (as a collection of classes)	n.
tìflä	success (in general)	n.
säflä	success (an instance of succeeding)	n.
mesrram	the day before yesterday, two days ago	n., adv.
mesrray	the day after tomorrow, two days from now	n., adv.
pxesrram	three days ago	n., adv.
pxesrray	three days from now	n., adv.
mong	depend on, rely on, trust for protection	vtr.
sru'	crush, trample	vtr.
'ekxin	tight	adj.
um	loose	adj.
'ekxinum	degree of tightness, looseness	n.
pekxinum	how tight, loose?	inter.
zeswa	grass	n.
zeswavi	blade of grass	n.
lezeswa	grassy	adj.
lopx	panic	vin.
hifwo	flee, escape	vin.
yrrap	storm	n.
'rrpxom	thunder	n.
rawm	lightning (general term)	n.
rawmpxom	thunder and lightning	n.
se'ayl	an individual tall, thin waterfall that pours down a sheer high cliff, or off of a floating mountain (countable)	n.
kxor	a wall or bank of powerful waterfalls noted for its deafening roar and deadly force (countable, but only rarely)	n.
syanan	a single drop or series of smaller waterfalls occurring sequentially along a stream or series of pools (countable)	n.
rurur	water that is aeriated while flowing among the rocks of a very gradually sloping stream (countable)	n.
tseltsul	whitewater rapids (countable, but only rarely)	n.
tìmeyp	weakness	n.
am'aluke	without a doubt	adv.
atanzaw	forked lightning	n.
nìsìlpey	hopefully	adv.
talun	because of, due to	adp.
nìTsyungwen	Zhongwen	adv.
reykol	play music, make to sing (poetic)	vtr.
nrra	pride, feeling of pride	n.
lenrra	proud	adj.
nìnrra	proudly, with pride	adv.
snonrra	selfpride (negative connotation)	n.
lesnonrra	full of selfpride	adj.
nrr	glow, be luminous	vin.
ylltxep	communal fire or fire pit	n.
txeptseng	place where a fire is burning or has burned	n.
ralnga'	meaningful, instructive, something from which a lesson can be learned	adj.
munsna	pair	n.
fyin	simple	adj.
ep'ang	complex	adj.
epxang	stone jar used to hold small toxic arachnid	n.
fyinep'ang	degree of complexity	n.
pefyinep'ang	how complex?	inter.
fyinep'angpe	how complex?	inter.
sngä'itseng	beginning, starting position, initial location	n.
srungsiyu	assistant, helper	n.
srungtsyìp	helpful hint, tip	n.
spulmokri	telephone	n.
syeprel	camera	n.
swoa	intoxicating beverage, or ``spirits''	n.
rou	be, or get drunk	vin.
pamrelvi	letter (phonetic symbol)	n.
snapamrelvi	alphabet	n.
tìtxen si	to wake, to waken, wake up	vin.
fnetxum	allergen	n.
zet	treat (emotionally), display an attitude towards	vtr.
ha'	fit, suit, complement, inherently enhance	vin.
syon	feature, trait, attribute, characteristic, point, aspect, facet, property	n.
ran	intrinsic character or nature, essence, constititution; basic nature of something resulting from the totality of its properties; often best translated as personality	n.
fyole	sublime, beyond perfection	adj.
loran	elegance, grace	n.
fe'ran	flawed nature, something illconceived or inherently defective	n.
reyfya	way of living, culture	n.
fe'ranvi	blemish, deformity, stain, flawed feature	n.
nìran	basically, fundamentally, in essence	adv.
mo	space, hollow, enclosed open area	n.
snomo	private space that one can retreat to	n.
wum	approximately, roughly	adv.
kesran	soso, mediocre	adj.
nìksran	in a mediocre manner	adv.
yewla	disappointment, emotional letdown, failed expectation	n.
leyewla	disappointing	adj.
nìyewla	in a disappointing fashion, in a way failing to meet expectations	adv.
yawnyewla	broken heart, broken heartedness	n.
ve'o	order (as opposed to disorder or chaos), organization	n.
vezo	be in order, be organized	vin.
vezeyko	put in order, organize	vtr.
vefya	system, process, procedure, approach	n.
velke	chaotic, messy, disorganized, in shambles	adj.
venga'	organized, ``on top of things''	adj.
nìfnu	silently	adv.
sätaron	hunt	n.
wäsul	compete	vin.
tìwäsul	competition	n.
säwäsul	a competition	n.
säwäsultsyìp	a contest	n.
tìmwiä	fairness, justice	n.
snew	constrict, tighten	vtr.
txantxew	maximum	n.
snewsye	weird, spooky	adj.
hìmtxew	minimum	n.
txantxewvay	maximally	adv.
hìmtxewvay	minimally	adv.
hefi	smell (not intentionally)	vtr.
ewku	taste (not intentionally)	vtr.
zìm	feel (not intentionally)	vtr.
yune	listen to (intentionally)	vtr.
syam	to smell (intentionally)	vtr.
'ur	sight, look, appearance	n.
sur	taste, flavor	n.
zir	touch, feel, texture	n.
tse'atswo	(sense of) sight, vision	n.
stawmtswo	(sense of) hearing	n.
hefitswo	(sense of) smell	n.
ewktswo	(sense of) taste	n.
zìmtswo	(sense of) touch	n.
fkan	resemble in a sensory modality, come to the senses as	vin.
onlor	goodsmelling	adj.
onvä'	badsmelling	adj.
we'ay	sour	adj.
wip	salty	adj.
fwang	savory, umami, rich	adj.
nget	smell of decaying wood and leaves, dank (nonanimal decay)	adj.
kxänäng	smell of decaying animal/flesh, rotting, putrid	adj.
sosul	pleasant smell of nearby running water, rain, moist vegetation	adj.
unyor	sweetly aromatic (a flowery or aromatic woody sort of smell; may also refer to some spices used in Na'vi cooking)	adj.
atxar	smell of living animals, as found around a watering hole	adj.
inanfya	sense (means of perception)	n.
