"Frontside"	"Flipside"	"Category"
tsakrrvay	tills då, under tiden	adv.
ohakx	hungrig	adj.
tìohakx	hunger	n.
tsyosyu	mat gjord av mjöl	n.
vey	mat ifrån djuriskt ursprung, kött	n.
trrpeve	vilken dag (härstammar ifrån trr dag och pe frågemarkör och ve ordningsnummersmarkör)	inter.
pxiswawam	bara ett ögonblick sedan	adv.
pxiset	just nu	adv.
pxiswaway	bara en sekund ifrån nu	adv.
pxiye'rìn	omedelbart (inte så snart som pxiswaway)	adv.
pxisre	precis innan	adp.
pximaw	precis efter	adp.
sok	nylig, senaste	adj.
'awlie	en gång i tiden	adv.
tìkxey	felaktighet	n.
tìkxey si	göra fel, klanta sig	vin.
tìyawr	korrekthet	n.
tìketeng	skillnad	n.
fpomtokx	hälsa (fysisk)	n.
lefpomtokx	frisk, sund	adj.
kelfpomtokx	ohälsosam	adj.
keftxo	ledsen, inte glad, upprörd	adj., intj.
nìkeftxo	oturligt, tråkigt nog	adv.
sraw	smärtsam	adj.
txampxì	majoritet, mest, flest, större del	n.
vurvi	summering, sammanfattning	n.
sänumvi	lektion	n.
letam	tillräcklig	adj.
letsranten	viktig	adj.
nìswey	bäst, optimalt	adv.
nìpxi	i synnerhet	adv.
wok	högljud	adj.
spuwin	gammal (inte för folk), tidigare	adj.
nì'eyng	tillbaka, som svar, i respons	adv.
nìkanu	intelligent, på ett smart sätt	adv.
nìlaw	tydligt, klart	adv.
tìsti	ilska, vrede	n.
tìtxanew	girighet	n.
tìftxey	val	n.
tìkanu	intelligens	n.
tìlam	utseende, uppträdande	n.
tìtslam	förstående, intelligens	n.
tìtxula	byggnad, konstruerad sak	n.
hewne	mjuk (om ett föremål)	adj.
tìm	låg	adj.
laro	ren	adj.
tsewtx	smutsig	adj.
lefngap	metallisk	adj.
txa'	hård	adj.
fwel	trasig	adj.
etrìp	gynnsam	adj.
piak	öppen, klar (för molnfri himmel)	adj.
tstu	stängd, molnigt	adj.
kxll si	attack, anfall	vin.
tsaw	det, den (som intransitiv subjekt)	dem., pn.
tsalsungay	dock, ändå	adv.
oìsss	arg snäsning, "se upp!"	intj.
saa	hotande yl	intj.
sau	uttryck av ansträngning, uff, urgh	intj.
tsahey	uttryck av varning eller frustration, "skit också!"	intj.
wiya	uttryck av varning eller frustration, 'fan!'	intj.
ìley	krigsrop	intj.
vawm	mörk	adj.
tìvawm	mörker	n.
polpxay	hur många	inter.
ke'aw	delad, söndersliten	adj.
nìsti	argt	adv.
teyr	vit	adj.
layon	svart	adj.
pänu	löfte	n.
kew	noll	num.
'eyt	symbolen 8 (inte värdet av åtta)	n.
nayn	symbolen 9 (inte värdet av nio)	n.
trr'ong	soluppgång, gryning	n.
trr'ongmaw	gryning efter soluppgång	n.
rewon	morgon	n.
srekamtrr	tiden på förmiddagen	n.
kxamtrr	middagstid, middag, tolvslaget	n.
kxamtrrmaw	tiden precis efter lunch, tidig eftermiddag	n.
ha'ngir	eftermiddag	n.
kaym	kväll (före skymning), sen eftermiddag	n.
sreton'ong	kväll före solnedgång	n.
txon'ong	skymning, solnedgång	n.
txon'ongmaw	skymning, tiden före mörkret, efter solnedgången	n.
srekamtxon	före midnatt	n.
kxamtxon	midnatt	n.
kxamtxomaw	efter midnatt	n.
sresrr'ong	före gryning	n.
wou	att vara fascinerande, otrolig (slangord)	svin.
tsyìräfì	giraff	n.
tsawa	den, det, som (bisatsmarkör)	pn., sbd.
tsata	det, den, som (klausul bisatsmarkör)	pn., sbd.
tsaria	den, det (klausul bisatsmarkör)	pn., sbd.
alo	tid, tur, ögonblick, en av ett antal återupprepande handlingar	n.
fralo	varje gång, varje ögonblick	adv.
nìmwey	lugnt, fridfullt	adv.
ku'up	tung (fysisk vikt)	adj.
syo	lätt (fysisk vikt)	adj.
hay	nästa	adj.
ham	föregående	adj.
matsa	matsa, kex	n.
hametsì	syrat bröd	n.
tìkangkemvi	projekt, en bit av ett arbete	n.
nì'i'a	till slut, äntligen	adv.
nìsyen	slutligen	adv.
pìlok	blogg	n.
tsulfätu	expert, någon som har bemästrat en konst eller färdighet	n.
tsulfä	sakkunskap	n.
tsulfä si	bemästra	vin.
numtsengvi	klassrum, del av skola	n.
rofa	längs med, bredvid, brevid	adp.
pum	en (pronomen för att modifiera substantiv eller pronomen)	pn.
Yuesey	USA	prop.n.
teya si	fylla (med dativet som fylls)	vin.
alunta	därför, av anledningen	conj.
nìprrte'	med välbehag, välkommen (antaget zola'u) gladeligen, med nöje	adv.
sngä'iyu	nybörjare	n.
srekrr	före, förr i tiden, redan	adv.
ayu	saker	n.
tsafya	på det sättet, sådär	adv.
muve	andra (ordningstal)	adj.
pxeyve	tredje (ordningstal)	adj.
tsìve	fjärde (ordningstal)	adj.
mrrve	femte (ordningstal)	adj.
puve	sjätte (ordningstal)	adj.
kive	sjunde (ordningstal)	adj.
volve	åttonde (ordningstal)	adj.
tsyänel	TVkanal	n.
trrtxon	dag och natt cykeln av Pandora	n.
au	uttryck av bestörtning	intj.
pängkxoyu	pratare, snackare	n.
lekoren	angående lagar och regler	adj.
prrkxentrrkrr	dagtidsrökandenjutning, vibrerande tunga (Na'vi idiom)	n.
tìftia	studie	n.
tìftia kifkeyä	vetenskap, studien av fysiska världen	n.
pxir	öl	n.
eanean	chealde, herbaceous växt	n.
'ele'wll	tass med törnar, kaktus	n.
tstxa'a	canalyd (växt på Pandora)	n.
pa'liwll	hästväxt	n.
anìheyu	fibonacci, blå sprialväxt	n.
tompawll	geode, regnplanta	n.
pxiwll	eremitknoppplanta	n.
syeptute	personfångare	n.
kllpxiwll	lejonbär	n.
smaoe	kraftigt törnad planta, phalanxia	n.
'ä'o	tillbringarplanta	n.
mulpxar	roosterheadplanta	n.
flefle	Solförtjusning, magnetotrophic växt	n.
kxaylte	cillaphant	n.
fkxakewll	kliplanta	n.
tìhawnuwll	skyddande planta	n.
pxorna'lor	vacker, exploderande frö planta	n.
pxayzekwä	taggig piska	n.
mìnyu	tvinnad lilja	n.
mìnyu	vändare, tvistare	n.
väfewll	illaluktande planta	n.
sngukx	larvplanta	n.
rawp	polypblåsa	n.
'ampirikx	löv tillbringarplanta	n.
apxangrr	delta träd	n.
värumut	ådrebalja	n.
keyawr	fel, inte rätt	adj.
lehrrap	farlig	adj.
tìtxen	vakenhet	n.
hìrumwll	pufferplanta	n.
fwäkì	syrsa	n.
fratxon	varje kväll	adv.
hìkrr	sekund, väldigt kort tid	n.
mawkrr	efter, efteråt	adv.
ngeyn	trött	adj.
ngopyu	skapare	n.
nìk'ong	långsamt	adv.
pamtseotu	musiker	n.
sat	det där	pn.
tsal	det, den (transitivt subjekt)	pn.
tsat	det, den (om ett föremål)	pn.
tsawlhì'	storlek	n.
lì'fyavi	uttryck, bit av språk	n.
nafì'u	sådan	adj.
lì'fyaolo'	språkanvändare, språkgrupp	n.
puktsyìp	häfte, broschyr	n.
utraltsyìp	buske	n.
säspxintsyìp	mindre krämpa	n.
'itetsyìp	lilla dotter (uttryck av ömhet)	n.
sa'nutsyìp	lilla mamma (används för unga flickor)	n.
kem si	göra	vin.
tswin	extern nervanslutning, fläta	n.
tswintsyìp	lilla fläta	n.
taronyutsyìp	lilla jägare	n.
oetsyìp	lilla jag, lilla mig	pn.
ngatsyìp	lilla du	pn.
atanvi	stråle	n.
txeptsyìp	kär eller söt liten eld	n.
tìkusar	lärande (handlingen)	n.
tìyusom	ätande (handlingen)	n.
tìtusaron	jakt	n.
tìpängkxotsyìp	liten konversation	n.
hayalo	nästa gång	adv.
hamalo	senaste gången	adv.
tstunwi	snäll, omtänksam, hänsynsfull, vänlig	adj.
seykxel	stark (emotionellt, spirituellt, inte fysiskt), självsäker	adj.
fuke	eller inte	conj.
'a'aw	några, få	adj.
'okrol	historia (uråldrig)	n.
'okvur	historia (inte uråldrig)	n.
alu	som är, med andra ord	conj.
fnawe'	fegt, feg	adj.
fnawe'tu	fegis	n.
ftxìlor	läcker, välsmakande	adj.
ftxìvä'	äcklig, inte välsmakande	adj.
fyeyn	vuxen, mogen	adj.
fyeyntu	vuxen person	n.
tìfyeyn	mognad, fullt utvecklad	n.
hawngkrr	sen	adv.
lehawngkrr	sen (att vara sen)	adj.
leye'krr	tidig	adj.
hek	vara annorlunda, konstig, oväntad, underlig	vin.
nìhek	konstigt, annorlunda	adv.
ki	utan snarare, utan istället	conj.
nìfyeyntu	som en vuxen, mogen	adv.
nì'eveng	som ett barn, omoget	adv.
lìng	hänga i luften, sväva	vin.
ram	berg	n.
muntxatu	make	n.
muntxatan	man, make	n.
muntxate	fru, maka	n.
netrìp	lyckligt, lyckligtvis	adv.
newomum	vara nyfiken, vilja veta	svin.
lenomum	nyfiken	adj.
tìnomum	nyfikenhet	n.
ngäzìk	svår	adj.
tìngäzìk	svårighet, problem	n.
nìsung	dessutom	adv.
reng	grund (fysisk)	adj.
rolun	Eureka! Jag hittade det!	intj.
sa'sem	förälder eller en upsättning föräldrar	n.
smar	byte, jagad sak	n.
starsìm	samla, samla ihop	vtr.
sunu	vara tilltalande eller sympatisk, något som ger njutning	vin.
syayvi	tur, chans	n.
nìsyayvi	av slump eller av en tillfällighet	adv.
tolel	Eureka! Jag har det! Jag förstår!	intj.
txukx	djup (fysiskt)	adj.
ve'kì	hata	vtr.
tìve'kì	hat	n.
yaymak	dåraktig, ignorant	adj.
ye'krr	tidigt	adv.
zìsìkrr	säsong, årstid	n.
zo	vara hälsosam, vara intakt, vara som det ska vara eller som naturen menat	svin.
zoslu	hela, bli bra, fixas	vin.
zeyko	hela, fixa	vtr.
frawzo	allt är bra, allt är ok	intj.
kemlì'uvi	infix	n.
irayo si	tacka, ge tack	vin.
lefkrr	aktuell, nuvarande,	adj.
lì'upam	uttal	n.
natkenong	som exempel, till exempel,	conj.
eltur tìtxen si	vara intressant, vara spännande	vin.
pxelo	tredje, tre gånger	adv.
pamrelfya	stavning	n.
law si	göra klart, förklara	vin.
tìsung	tillägg, ps.	n.
naer	dricka, något som man kan dricka	n.
atxkxerel	karta	n.
nìtengfya	som, samma sätt som (liknande handling)	adv.
tun	röd, orange	adj.
'om	violett, lila, magenta	adj.
neyn	ljusa färger, vita nyanser	adj.
ngul	grå 	adj.
tumpin	röd, orange	n.
eampin	blå, grön	n.
rimpin	gul	n.
'ompin	violett, lila, magenta	n.
layompin	svart	n.
teyrpin	vit	n.
vawmpin	mörk färg	n.
neympin	ljus färg	n.
ngulpin	grå	n.
pil	ansiktsrand	n.
ta'lengean	hudblå	adj.
rìkean	lövgrön	adj.
kllvawm	brun	adj.
'evan	pojke (vardagligt)	n.
'eve	flicka (vardagligt)	n.
'evengan	pojke	n.
'evenge	flicka	n.
fkio	tetrapteron, flamingoliknande fågel	n.
kenten	fan lizard, ödla	n.
nìwä	tcärtom	adv.
pìwopx	moln	n.
ramtsyìp	kulle	n.
syaksyuk	prolemuris	n.
tor	sista, ultimata, slutgiltiga	adj.
txärem	ben (som skelett)	n.
uk	skugga	n.
yapay	dimma, imma	n.
tìspe'e	fånge	n.
tìftxavang	passion	n.
tìtstunwi	vänlighet	n.
stxeli	gåva, present	n.
ngrrpongu	gräsröttersrörelse	n.
smon	känna till, känna	vin.
lawk	samtala om, prata om, säga något angående	vtr.
hìtxoa	ursäkta mig,	intj.
mäkxu	avbryta, störa, kasta ut ur en harmonisk balans 	vtr.
hultstxem	hindra	vtr.
mok	föreslå	vtr.
muwìntxu	introducera, presentera	vtr.
kan'ìn	fokusera på, specialisera i, vara särskilt intresserad av	vtr.
tìwusem	kamp	n.
nì'eng	lika, på samma nivå	adv.
Pari	Paris	prop.n.
tì'ong	blommning	n.
tìmok	förslag	n.
tì'em	matlagningskonst, konsten att laga mat	n.
leyn	repetera, göra igen	vtr.
päsketpol	basket	n.
nìFranse	Franska, på Franska	adv.
nìToitsye	Tyska, Deutsch	adv.
nìno	i detalj, grundligt	adv.
hìno	detaljerad, precis (om saker)	adj.
leno	grundlig, fokuserad på detaljer (om en person)	adj.
tìno	grundlighet, uppmärksamhet på detaljer	n.
'ongokx	födas	vin.
nokx	föda	vtr.
nìtrrtrr	dagligen, regelbundet	adv.
tìn	aktivitet som håller en upptagen	n.
txin	främst, primär	adj.
txintìn	yrke, roll i samhället	n.
'emyu	kock	n.
vewng	se efter, ta hand om, vara ansvarig för	vtr.
kaltxì si	häsla, säga hej	vin.
sopyu	resande, resenär	n.
fula	den, det, som (klausul bisatsmarkör)	pn., sbd.
tskxekeng si	öva, träna	vin.
way si	sjunga	vin.
swawtsyìp	litet ögonblick, sekund	n.
käteng	spendera tid med, hänga med	vin.
'ìn	vara upptagen, vara sysselsatt	svin.
Sweriye	Sverige	prop.n.
nìfkrr	nyligen, för närvarande	adv.
sulìn	vara upptagen (på ett positivt sätt): hålla på med något som anses vara särskilt roligt och njutbart	svin.
vrrìn	vara upptagen (på ett negativt sätt): vara trött på en aktivitet som man är upptagen med	svin.
tìk'ìn	fritid, frånvaro av arbete	n.
säsulìn	hobby, nöjesaktivitet	n.
'o'	roligt, spännande	adj.
Europa	Europa	prop.n.
skxaypxe	Skype	n.
pxorpam	ejektiv konsonant	n.
tì'o'	kul, spänning	n.
nì'o'	på ett sätt som är njutbart eller behagligt	adv.
fnan	vara bra på	vtr.
wätx	vara dålig på	vtr.
tìsom	hetta, värme	n.
tìwew	kyla	n.
tìlen	händelse, event	n.
nìnäk	av drickande, genom drickande	adv.
nìhay	nästa	adv.
sayrìp	snygg, stilig (används vanligtvis för män)	adj.
letokx	kroppslig, fysisk	adj.
säzärìp	träns, tyglar	n.
ìpxa	ormbunke	n.
tìhawnu si	skydda	vin.
sno	hans eget, hennes eget, dens eget (reflextiv, genitivform sneyä)	pn.
kìte'e si	tjäna, betjäna, stå till tjänst	vin.
var	att fortsätta utföra en handling, att kvarstå i ett läge	vim.
nìftxan	så, i sådan utsträckning	adv.
Yeysu	Jesus	prop.n.
lelì'fya	angående språk, språkligt	adj.
takrra	sen, sedan (dess)	conj.
akrrta	sen, sedan (dess)	conj.
few	över, med sikte på andra sidan	adp.
fewtusok	motsats, på andra sidan	adj.
sla'tsu	beskriva	vtr.
tìsla'tsu	beskrivning	n.
'en	gissning, intuition, känsla, magkänsla	n.
'en si	gissa	vin.
le'en	intuitiv, fundersam (om en handling, inte en person)	adj.
nì'en	gissandes, agerar på sin magkänsla	adv.
sä'o	redskap, verktyg	n.
pamtseo si	spela musik (med fa för instrumentet som spelas)	vin.
väng	törstig	adj.
tìväng	törst	n.
sngum	oro	n.
nìsngum	oroande, upprörande	adv.
yayayr	förvirring	n.
wäte	gräla, diskutera	vtr.
tìwäte	gräl, bråk	n.
säwäte	grunden till gräl, källa till argument	n.
lewäte	debattslysten, omedhållande	adj.
nìwäte	motvilligt, omedhållande	adv.
li	redan	adv.
lisre	fram tills, före	adp.
ronsrelngop	föreställa sig, visionera (sammansättn. ronsem sinne, rel bild, ngop skapa, vardagligt uttal [Ron.sREw.Nop] )	vtr.
ronsrel	något påhittat, något fantiserat	n.
tìronsrel	fantasi, föreställningsförmåga	n.
txanatan	ljus, stark, intensivt (ljus)	adj.
leronsrel	påhittad, imaginär	adj.
nìronsrel	genom att föreställa sig, föreställandes	adv.
srefey	förvänta sig, förvänta, vänta sig	vtr., vin.
mawl	halva	n.
pan	tredjedel	n.
wan	gömma, dölja	vtr.
nìwan	hemlighetsfullt, i hemlighet	adv.
tìwan	mörkläggning	n.
letwan	mystisk, lurig, skum, lömsk (om en person)	adj.
slele	simma	vin.
nìslele	genom att simma, simmandes	adv.
tìtaron	jakt	n.
ìì	öhh, ehh	intj.
tsukyom	ätbar	adj.
ketsuktswa'	oförglömlig, minnesvärd	adj.
tsuktswa'	lätt glömd, glömbart	adj.
yafkeyk	väder	n.
fkeytok	existera 	vin.
tìfkeytok	situation, tillstånd	n.
tompameyp	duggregn	n.
tskxaytsyìp	hagel	n.
tskxepay	is	n.
herwì	snö	n.
tomperwì	snöblandat regn, slask	n.
txanfwerwì	snöstorm	n.
hermeyp	snöyra, lätt snöfall	n.
hertxayo	snöfält	n.
ìlva	flinga, droppe, bit	n.
txepìva	aska	n.
herwìva	snöflinga	n.
payìva	vattendroppe	n.
tompìva	regndroppe	n.
kintrr	vecka	n.
mrrtrr	arbetsvecka, femdagarsvecka	n.
muntrr	helg	n.
kintrram	förra veckan	n.
kintrray	nästa vecka	n.
muntrram	förra helgen	n.
muntrray	nästa helg	n.
vospxì	månad	n.
vospxìam	förra månaden	n.
vospxìay	nästa månad	n.
sweylu	borde, bör, skulle	v.
ye	nöjd, belåten	adj.
hasey si	slutföra, göra färdigt	vin.
seysonìltsan	bra jobbat! (härstammar ifrån hasey soli nìltsan väl slutfört)	intj.
yehakx	mätt, belåten (angående mat)	adj.
yeväng	belåten (angående dryck), släckt törst	adj.
somwew	temperatur	n.
pup	kort (fysiskt)	adj.
ngimpup	längd, sträcka	n.
pesomwew	vilken temperatur?	inter.
somwewpe	vilken temperatur? (vardagligt)	inter.
txawew	väldigt kall	adj.
wur	sval, kylig	adj.
tsyafe	mild, behaglig	adj.
sang	varm	adj.
txasom	väldigt het, väldigt varm	adj.
leyapay	dimmigt, disig	adj.
lepwopx	molnig	adj.
nìhol	några, inte många	adv.
nìpxay	många	adv.
paynga'	fuktig	adj.
meuianga'	hederlig, ärofull	adj.
txumnga'	giftig	adj.
'akra	jord (bördig)	n.
hufwetsyìp	vindpust, bris	n.
nìlam	uppenbarligen, tydligen	adv.
nìli	i förväg	adv.
nìfrakrr	som vanligt, som alltid	adv.
am'a	tvekan	n.
nga'	innehålla	vtr.
tìftang si	sluta	vin.
may'	pröva, testa, prova på	vtrm.
yora'	vinna	vtr.
snaytx	förlora	vtr.
tìyora'	vinst	n.
tìsnaytx	förlust	n.
'otxang	musikinstrument (allmänt begrepp)	n.
skxir	sår	n.
leskxir	sårad, skadad	adj.
skxir si	skada, såra	vin.
skxirtsyìp	skärsår, blåmärke, litet sår	n.
sloan	hälla upp	vtr.
emrey	överleva	vin.
temrey	överlevnad	n.
lemrey	överlevande	adj.
nemrey	på ett sätt som om ens liv står på spel	adv.,intj.
wawe	betydelse, mening	n.
txanwawe	meningsfull, betydande	adj.
nìwawe	meningsful, betydande	adv.
keyrel	ansiktsuttryck	n.
fwampop	tapirus	n.
säplltxe	uttalande	n.
säplltxevi	kommentar	n.
kawtseng	ingenstans	adv.
tsapo	den där (endast om personer)	pn.
fwefwi	vissla	vin.
'etnaw	axel	n.
pllngay	erkänna	vin.
kawngsar	utnyttja	vtr.
lom	saknad (för en frånvarande person)	adj.
koaktan	gammal man	n.
koakte	gammal kvinna	n.
koaktu	gammal person	n.
lomtu	saknad person	n.
fe'	dålig	adj.
nìfe'	dåligt	adv.
wätu	motståndare	n.
fekem	olycka	n.
hawtsyìp	tupplur	n.
uran	båt	n.
ftxozä si	fira	vin.
kekem	ingen aktivitet eller handlig	pn., adv.
pxen	klädesplagg	n.
tewng	höftskynke	n.
raspu'	leggings (används i krig)	n.
hawnven	sko	n.
hawntsyokx	handske	n.
hawre'	hatt	n.
ioi	utsmyckning, ceremoniell utsmyckning	n.
nìlun	så klart, naturligtvis, givetvis, enligt sunt förnuft	adv.
'ali'ä	halsband	n.
'are	poncho, sjal, cape	n.
fkxile	halsband (stort)	n.
masat	bröstplåt (rustning)	n.
nikroi	hårutsmyckning	n.
pxawpxun	armband	n.
renten	skydsglasögon, (gjorda av insektsvingar, täljda ur trä, etc)	n.
tsamopin	krigsfärg	n.
tsang	piercing	n.
miktsang	örhänge	n.
ontsang	näsring, näspiercing	n.
yemstokx	klä på, ta på (kläder)	vtr.
ioi si	smycka, utsmycka	vin.
'aku	ta av, klä av, ta bort	vtr.
le'aw	enda	adj.
mawkrra	efter (tid)	conj.
akrrmaw	efter (tid)	conj.
Toitslan	Tyskland	prop.n.
Toitsye	tysk	adj.
lukpen	utan kläder, naken	adj.
fmawnta	nyheter som	n.
vin	be om, be	vtr.
mìftxele	angående det här, i detta avseende	adv.
zìma'uyu	nykomling, någon som just anlänt	n.
nìvingkap	apropå, förresten	adv.
txankrr	under en lång tid, för en lång tid	adv.
vingkap	inse, komma på	vtr.
tìomum	kunskap	n.
tinan	läsning	n.
ninan	via läsning	adv.
tsmìm	djurspår	n.
inan	läsa (tex. skogen), få kunskap ifrån sinnesintryck	vtr.
'ä'	oj!, ups!	intj.
teynga	svar som	n.
teyngla	svar som (subjekt)	n.
teyngta	svar som (objekt)	n.
fayluta	de här orden som	n.
stxenu	erbjudande, offer	n.
tìtstew	mod, tapperhet	n.
tìtstewnga'	modig, tapper	adj.
stxenutìng	erbjuda, offra	vtr.
tsyär	neka, avvisa	vtr.
tìtsyär	avslag	n.
mll'an	acceptera	vtr.
tìmll'an	accepterande, acceptans	n.
kam	sedan	adp.
kay	från och med nu (i framtiden)	adp.
'awnìm	undvika	vtr.
steng	liknande	adj.
nìsteng	liknande, på samma sätt	adv.
nim	blyg	adj.
srätx	störa, irritera	vtr.
säsrätx	irritation	n.
rì'ìr	avspegling, reflektion	n.
rì'ìr si	reflektera, imitera	vin.
tsìsyì	viska	vin.
nìwok	högt, högljutt	adv.
sätsìsyì	viskning	n.
nìtsìsyì	viskande, i en viskning	adv.
nìfwefwi	visslande, visslandes	adv.
lawr	melodi	n.
tìng lawr	nynna, sjunga utan ord	vin.
säomum	information	n.
kosman	fantastisk, underbar	adj.
nìksman	underbart	adv.
letsim	originell, unik, härstammar inte ifrån en annan källa	adj.
lesngä'i	ursprunglig, exsisterande från början, den första i en serie	adj.
nìtsim	originellt, på ett originellt sätt	adv.
nìsngä'i	ursprungligen, i början	adv.
ngong	lat, slö, brist på nödvändig energi	adj.
walak	energisk, aktiv	adj.
tìngong	lättja, lathet	n.
txi	brådska	n.
letxi	stressad	adj.
nìtxi	stressat, hastigt	adv.
letxiluke	stressfri, lugn	adj.
nìtxiluke	utan brådska, lugnt	adv.
kulat	avslöja, lägga fram, avtäcka (bokstavligt och metaforiskt)	vtr.
txantompa	regnstorm	n.
meyam	krama, omfamna, hålla i sin famn	vtr.
sämyam	kram, omfammning	n.
fìtsap	varandra	adv.
nuä	bortom	adp.
kanfpìl	koncentrera sig, fokusera sin uppmärksamhet	vin.
fmokx	avundjuka, avund	n.
nìfmokx	avundsjukt	adv.
kìmar	i säsong (om mat, grönsaker och djur)	adj.
nìkmar	lägligt, i rätt säsong	adv.
nìngong	lat, lättjefullt	adv.
säpom	kyss, puss	n.
kxukx	svälja	vtr.
txewm	läskig, skrämmande	adj.
hìmpxì	minioritet, liten del	n.
nutx	tjock	adj.
flì	tunn (inte för människor)	adj.
flìnutx	tjocklek	n.
säsyep	fälla	n.
yora'tu	vinnare	n.
snaytu	förlorare	n.
ultxatu	mötesdeltagare	n.
wo	sträcka sig efter	vtr.
yawo	starta, sätta igång	vin.
tsìk	plötsligt, utan förvarning	adv.
syor	slappna av, chilla	vin.
tìsyor	avslappning	n.
tìfnunga'	tyst	adj.
'anla	längta efter	vtr.
sä'anla	längtan	n.
lie	erfarenhet	n.
tsìlpey	hopp (abstrakt idé)	n.
kelsar	onödig, värdelös	adj.
yì	hylla, avsats, steg, nivå	n.
snayì	trappa, serie av trappliknande nivåer	n.
kxaylyì	hög nivå	n.
kxamyì	mittimellannivå	n.
tìmyì	låg nivå	n.
